Date,Average temperature [K]
2015-01-01_00,300.87616
2015-01-01_06,299.26385
2015-01-01_12,297.2967
2015-01-01_18,299.4405
2015-01-02_00,299.57852
2015-01-02_06,298.89008
2015-01-02_12,298.89062
2015-01-02_18,300.98438
2015-01-03_00,299.48065
2015-01-03_06,298.9259
2015-01-03_12,298.90118
2015-01-03_18,300.5716
2015-01-04_00,298.91467
2015-01-04_06,299.26007
2015-01-04_12,299.23605
2015-01-04_18,301.0502
2015-01-05_00,298.7032
2015-01-05_06,298.21515
2015-01-05_12,298.47974
2015-01-05_18,300.56586
2015-01-06_00,299.5869
2015-01-06_06,298.28598
2015-01-06_12,300.34125
2015-01-06_18,299.5719
2015-01-07_00,299.83514
2015-01-07_06,298.6266
2015-01-07_12,299.418
2015-01-07_18,300.30637
2015-01-08_00,297.98785
2015-01-08_06,298.40384
2015-01-08_12,297.20465
2015-01-08_18,301.00082
2015-01-09_00,298.17615
2015-01-09_06,298.08505
2015-01-09_12,297.37195
2015-01-09_18,301.2226
2015-01-10_00,299.2717
2015-01-10_06,297.011
2015-01-10_12,298.86523
2015-01-10_18,299.7704
2015-01-11_00,299.5429
2015-01-11_06,297.28723
2015-01-11_12,296.81012
2015-01-11_18,300.5238
2015-01-12_00,298.21057
2015-01-12_06,297.5369
2015-01-12_12,296.85168
2015-01-12_18,300.77063
2015-01-13_00,299.49377
2015-01-13_06,299.3565
2015-01-13_12,299.12646
2015-01-13_18,301.22882
2015-01-14_00,299.16876
2015-01-14_06,298.1515
2015-01-14_12,298.68256
2015-01-14_18,300.29117
2015-01-15_00,299.33118
2015-01-15_06,299.03546
2015-01-15_12,298.75372
2015-01-15_18,300.20715
2015-01-16_00,299.05746
2015-01-16_06,298.47662
2015-01-16_12,298.45953
2015-01-16_18,299.4267
2015-01-17_00,300.12604
2015-01-17_06,297.87683
2015-01-17_12,297.70844
2015-01-17_18,298.88916
2015-01-18_00,298.4093
2015-01-18_06,297.33868
2015-01-18_12,299.08368
2015-01-18_18,299.42303
2015-01-19_00,298.04712
2015-01-19_06,298.08527
2015-01-19_12,298.32654
2015-01-19_18,299.16824
2015-01-20_00,298.28546
2015-01-20_06,297.94757
2015-01-20_12,298.78192
2015-01-20_18,298.71112
2015-01-21_00,298.6493
2015-01-21_06,296.68857
2015-01-21_12,296.01862
2015-01-21_18,297.61417
2015-01-22_00,297.937
2015-01-22_06,298.27148
2015-01-22_12,296.76123
2015-01-22_18,300.3562
2015-01-23_00,297.86884
2015-01-23_06,296.92688
2015-01-23_12,297.0338
2015-01-23_18,301.16443
2015-01-24_00,298.8629
2015-01-24_06,297.39423
2015-01-24_12,297.37714
2015-01-24_18,300.664
2015-01-25_00,300.23303
2015-01-25_06,298.58438
2015-01-25_12,297.3136
2015-01-25_18,301.65115
2015-01-26_00,300.21472
2015-01-26_06,298.2373
2015-01-26_12,297.23364
2015-01-26_18,300.32553
2015-01-27_00,297.90314
2015-01-27_06,297.73126
2015-01-27_12,297.93878
2015-01-27_18,297.81567
2015-01-28_00,296.04926
2015-01-28_06,296.4429
2015-01-28_12,296.75357
2015-01-28_18,298.0735
2015-01-29_00,297.27203
2015-01-29_06,297.19177
2015-01-29_12,296.37476
2015-01-29_18,298.2143
2015-01-30_00,297.1779
2015-01-30_06,296.91748
2015-01-30_12,298.13312
2015-01-30_18,297.53802
2015-01-31_00,296.3938
2015-01-31_06,296.69763
2015-01-31_12,297.0102
2015-01-31_18,297.61914
2015-02-01_00,298.9549
2015-02-01_06,296.02057
2015-02-01_12,297.28363
2015-02-01_18,298.3805
2015-02-02_00,297.6722
2015-02-02_06,295.15646
2015-02-02_12,296.72043
2015-02-02_18,300.03894
2015-02-03_00,299.541
2015-02-03_06,299.16458
2015-02-03_12,298.81522
2015-02-03_18,299.24615
2015-02-04_00,300.91745
2015-02-04_06,298.4599
2015-02-04_12,296.55994
2015-02-04_18,300.3659
2015-02-05_00,298.51837
2015-02-05_06,298.0652
2015-02-05_12,298.0462
2015-02-05_18,301.2433
2015-02-06_00,298.84027
2015-02-06_06,297.24445
2015-02-06_12,298.24878
2015-02-06_18,298.9267
