Date,Average temperature [K]
2021-01-01_00,269.72168
2021-01-01_06,268.52133
2021-01-01_12,268.24542
2021-01-01_18,269.07013
2021-01-02_00,268.4543
2021-01-02_06,269.8075
2021-01-02_12,269.2119
2021-01-02_18,269.3242
2021-01-03_00,272.09326
2021-01-03_06,271.86742999999996
2021-01-03_12,272.45342999999997
2021-01-03_18,273.0082
2021-01-04_00,272.71722
2021-01-04_06,272.24295
2021-01-04_12,272.403
2021-01-04_18,272.5435
2021-01-05_00,272.5692
2021-01-05_06,272.4621
2021-01-05_12,272.08963
2021-01-05_18,271.28802
2021-01-06_00,270.41882000000004
2021-01-06_06,273.3368
2021-01-06_12,271.41200000000003
2021-01-06_18,272.30737
2021-01-07_00,274.32715
2021-01-07_06,273.5041
2021-01-07_12,271.43448
2021-01-07_18,269.43555
2021-01-08_00,269.1894
2021-01-08_06,269.40932999999995
2021-01-08_12,270.0716
2021-01-08_18,268.8327
2021-01-09_00,270.21332
2021-01-09_06,269.7668
2021-01-09_12,270.42467999999997
2021-01-09_18,270.27246
2021-01-10_00,270.33804
2021-01-10_06,270.97864
2021-01-10_12,270.71594
2021-01-10_18,271.0495
2021-01-11_00,271.96674
2021-01-11_06,273.14017
2021-01-11_12,272.89722
2021-01-11_18,273.87292
2021-01-12_00,276.09662000000003
2021-01-12_06,277.6251
2021-01-12_12,278.94205
2021-01-12_18,277.88138
2021-01-13_00,277.06854
2021-01-13_06,276.9616
2021-01-13_12,276.74384
2021-01-13_18,279.62964
2021-01-14_00,275.74365
2021-01-14_06,272.76422
2021-01-14_12,272.54443
2021-01-14_18,273.75403
2021-01-15_00,273.88638
2021-01-15_06,275.66162
2021-01-15_12,278.66797
2021-01-15_18,281.21765
2021-01-16_00,276.2146
2021-01-16_06,276.63372999999996
2021-01-16_12,274.75705
2021-01-16_18,273.75305
2021-01-17_00,272.7745
2021-01-17_06,273.07745
2021-01-17_12,272.53296
2021-01-17_18,272.3706
2021-01-18_00,273.71222
2021-01-18_06,273.73694
2021-01-18_12,274.76337
2021-01-18_18,272.6947
2021-01-19_00,270.08304
2021-01-19_06,269.45068
2021-01-19_12,269.8428
2021-01-19_18,270.76767
2021-01-20_00,271.80994
2021-01-20_06,274.35638
2021-01-20_12,275.53186
2021-01-20_18,279.66083
2021-01-21_00,280.00745
2021-01-21_06,278.6656
2021-01-21_12,277.15286000000003
2021-01-21_18,276.79138
2021-01-22_00,277.47317999999996
2021-01-22_06,276.43032999999997
2021-01-22_12,275.70386
2021-01-22_18,273.29584
2021-01-23_00,275.0299
2021-01-23_06,274.87146
2021-01-23_12,274.69525
2021-01-23_18,274.07068
2021-01-24_00,273.95844
2021-01-24_06,277.85077
2021-01-24_12,276.61072
2021-01-24_18,273.16888
2021-01-25_00,272.4474
2021-01-25_06,277.9746
2021-01-25_12,274.20007000000004
2021-01-25_18,274.2658
2021-01-26_00,274.71643
2021-01-26_06,279.3267
2021-01-26_12,281.07172
2021-01-26_18,279.13455
2021-01-27_00,278.46417
2021-01-27_06,276.66745
2021-01-27_12,275.36734
2021-01-27_18,276.46704
2021-01-28_00,274.85425
2021-01-28_06,275.47665
2021-01-28_12,277.21322999999995
2021-01-28_18,278.54977
2021-01-29_00,276.56735
2021-01-29_06,274.7063
2021-01-29_12,273.6692
2021-01-29_18,272.40767999999997
2021-01-30_00,273.61957
2021-01-30_06,273.4662
2021-01-30_12,273.6087
2021-01-30_18,272.0417
2021-01-31_00,271.79355
2021-01-31_06,272.46664
2021-01-31_12,274.10867
2021-01-31_18,274.01672
2021-02-01_00,276.87762000000004
2021-02-01_06,282.0646
2021-02-01_12,280.6068
2021-02-01_18,279.2233
2021-02-02_00,272.47162000000003
2021-02-02_06,269.90088
2021-02-02_12,269.5536
2021-02-02_18,270.20856000000003
2021-02-03_00,268.83704
2021-02-03_06,269.7319
2021-02-03_12,269.73187
2021-02-03_18,271.54623
2021-02-04_00,272.41132000000005
2021-02-04_06,269.99982
2021-02-04_12,269.9848
2021-02-04_18,270.73315
2021-02-05_00,272.2757
2021-02-05_06,276.8031
2021-02-05_12,279.50946
2021-02-05_18,280.15076
2021-02-06_00,280.12597999999997
2021-02-06_06,280.46432000000004
2021-02-06_12,277.28278
2021-02-06_18,276.5818
2021-02-07_00,274.0813
2021-02-07_06,274.3484
2021-02-07_12,272.09943
2021-02-07_18,271.45465
2021-02-08_00,271.59656
2021-02-08_06,271.0975
2021-02-08_12,271.6532
2021-02-08_18,272.0193
2021-02-09_00,272.72986000000003
2021-02-09_06,273.4265
2021-02-09_12,273.09766
2021-02-09_18,274.78143
2021-02-10_00,277.2179
2021-02-10_06,276.56113
2021-02-10_12,277.03455
2021-02-10_18,276.08157
2021-02-11_00,275.1289
2021-02-11_06,275.6862
2021-02-11_12,274.9601
2021-02-11_18,274.8346
2021-02-12_00,276.76507999999995
2021-02-12_06,278.63242
2021-02-12_12,276.11377000000005
2021-02-12_18,277.72614
2021-02-13_00,274.86105
2021-02-13_06,279.1383
2021-02-13_12,274.4931
2021-02-13_18,276.43005
2021-02-14_00,274.67852999999997
2021-02-14_06,279.9548
2021-02-14_12,277.09893999999997
2021-02-14_18,278.16747999999995
2021-02-15_00,279.15424
2021-02-15_06,280.98117
2021-02-15_12,280.45496
2021-02-15_18,276.61557
2021-02-16_00,274.97272000000004
2021-02-16_06,272.0125
2021-02-16_12,274.03198
2021-02-16_18,272.4939
2021-02-17_00,271.66507
2021-02-17_06,272.1215
2021-02-17_12,272.29388
2021-02-17_18,272.8939
2021-02-18_00,275.0738
2021-02-18_06,275.71088
2021-02-18_12,275.5325
2021-02-18_18,275.20746
2021-02-19_00,275.61682
2021-02-19_06,276.8143
2021-02-19_12,280.34503
2021-02-19_18,280.39398
2021-02-20_00,280.6964
2021-02-20_06,279.83606000000003
2021-02-20_12,277.36115
2021-02-20_18,276.59722999999997
2021-02-21_00,276.9453
2021-02-21_06,276.6553
2021-02-21_12,275.57895
2021-02-21_18,276.1757
2021-02-22_00,277.1617
2021-02-22_06,278.0285
2021-02-22_12,277.18402000000003
2021-02-22_18,276.9045
2021-02-23_00,273.1986
2021-02-23_06,272.21378
2021-02-23_12,272.35663
2021-02-23_18,272.19812
2021-02-24_00,270.67017000000004
2021-02-24_06,270.7965
2021-02-24_12,271.28406
2021-02-24_18,271.69684
2021-02-25_00,273.4713
2021-02-25_06,275.7089
2021-02-25_12,276.42175
2021-02-25_18,274.8614
2021-02-26_00,273.8938
2021-02-26_06,272.7166
2021-02-26_12,271.12277
2021-02-26_18,273.07684
2021-02-27_00,275.22235
2021-02-27_06,274.78094
2021-02-27_12,273.18352999999996
2021-02-27_18,274.04102
2021-02-28_00,276.5896
2021-02-28_06,279.5772
2021-02-28_12,278.62833
2021-02-28_18,281.81653
2021-03-01_00,279.3321
2021-03-01_06,277.0451
2021-03-01_12,276.43787000000003
2021-03-01_18,277.5632
2021-03-02_00,276.01099999999997
2021-03-02_06,276.43073
2021-03-02_12,275.14513999999997
2021-03-02_18,273.37048
2021-03-03_00,274.23578
2021-03-03_06,274.96893
2021-03-03_12,274.70587
2021-03-03_18,274.71542
2021-03-04_00,277.0962
2021-03-04_06,280.89993
2021-03-04_12,282.1751
2021-03-04_18,282.19177
2021-03-05_00,281.4487
2021-03-05_06,282.13818
2021-03-05_12,284.2198
2021-03-05_18,276.69867
2021-03-06_00,274.2483
2021-03-06_06,271.52716000000004
2021-03-06_12,273.17633
2021-03-06_18,273.83867999999995
2021-03-07_00,271.97174
2021-03-07_06,272.77005
2021-03-07_12,273.5551
2021-03-07_18,275.16747999999995
2021-03-08_00,278.2927
2021-03-08_06,279.37714
2021-03-08_12,275.65353
2021-03-08_18,273.29492
2021-03-09_00,277.41168
2021-03-09_06,279.33092999999997
2021-03-09_12,280.75696
2021-03-09_18,280.09533999999996
2021-03-10_00,277.74658
2021-03-10_06,278.1137
2021-03-10_12,277.37003
2021-03-10_18,277.9112
2021-03-11_00,279.97222999999997
2021-03-11_06,280.1778
2021-03-11_12,278.83356000000003
2021-03-11_18,278.40216000000004
2021-03-12_00,278.52032
2021-03-12_06,279.01403999999997
2021-03-12_12,277.42294
2021-03-12_18,275.69272
2021-03-13_00,279.21173
2021-03-13_06,280.42642
2021-03-13_12,276.9483
2021-03-13_18,277.25133999999997
2021-03-14_00,278.03893999999997
2021-03-14_06,279.92676
2021-03-14_12,279.4652
2021-03-14_18,279.1524
2021-03-15_00,282.7643
2021-03-15_06,283.82166
2021-03-15_12,281.00085
2021-03-15_18,277.84488
2021-03-16_00,278.59796
2021-03-16_06,282.22015
2021-03-16_12,280.02106000000003
2021-03-16_18,278.40027000000003
2021-03-17_00,277.27454
2021-03-17_06,277.44403
2021-03-17_12,276.60497999999995
2021-03-17_18,279.41913
2021-03-18_00,278.7531
2021-03-18_06,279.55203
2021-03-18_12,277.80368
2021-03-18_18,277.14792
2021-03-19_00,278.47522000000004
