Date,Average temperature [K]
2017-01-01_00,281.33566
2017-01-01_06,281.56323
2017-01-01_12,283.81775
2017-01-01_18,282.3357
2017-01-02_00,282.1966
2017-01-02_06,282.8947
2017-01-02_12,282.71497
2017-01-02_18,282.16376
2017-01-03_00,281.6214
2017-01-03_06,282.5614
2017-01-03_12,282.88626
2017-01-03_18,283.01678
2017-01-04_00,282.28455
2017-01-04_06,283.56046
2017-01-04_12,283.68097
2017-01-04_18,282.95334
2017-01-05_00,283.51535
2017-01-05_06,281.78525
2017-01-05_12,281.28687
2017-01-05_18,280.5116
2017-01-06_00,279.4499
2017-01-06_06,281.1257
2017-01-06_12,280.44568
2017-01-06_18,282.5813
2017-01-07_00,281.86517
2017-01-07_06,282.74774
2017-01-07_12,280.15543
2017-01-07_18,281.30893
2017-01-08_00,283.13446
2017-01-08_06,283.57364
2017-01-08_12,278.84973
2017-01-08_18,279.0443
2017-01-09_00,278.54532
2017-01-09_06,280.57593
2017-01-09_12,282.67224
2017-01-09_18,283.45923
2017-01-10_00,283.50034
2017-01-10_06,283.53516
2017-01-10_12,282.93484
2017-01-10_18,277.9085
2017-01-11_00,276.99957
2017-01-11_06,277.64612
2017-01-11_12,276.65347
2017-01-11_18,276.23157
2017-01-12_00,276.11713
2017-01-12_06,277.08646
2017-01-12_12,276.93298
2017-01-12_18,279.0866
2017-01-13_00,278.61578
2017-01-13_06,279.3506
2017-01-13_12,281.73392
2017-01-13_18,282.4944
2017-01-14_00,282.00833
2017-01-14_06,282.6406
2017-01-14_12,284.33667
2017-01-14_18,284.04263
2017-01-15_00,284.35834
2017-01-15_06,281.88788
2017-01-15_12,276.5227
2017-01-15_18,279.3595
2017-01-16_00,278.35205
2017-01-16_06,279.98056
2017-01-16_12,278.32812
2017-01-16_18,278.30984
2017-01-17_00,277.40784
2017-01-17_06,279.7586
2017-01-17_12,281.1234
2017-01-17_18,279.3788
2017-01-18_00,278.36823
2017-01-18_06,279.9775
2017-01-18_12,283.14435
2017-01-18_18,284.1654
2017-01-19_00,283.66776
2017-01-19_06,283.58398
2017-01-19_12,282.11072
2017-01-19_18,282.03064
2017-01-20_00,280.45215
2017-01-20_06,278.70874
2017-01-20_12,278.60416
2017-01-20_18,278.5659
2017-01-21_00,277.62988
2017-01-21_06,278.37097
2017-01-21_12,279.73126
2017-01-21_18,281.30066
2017-01-22_00,282.97174
2017-01-22_06,284.80487
2017-01-22_12,284.32178
2017-01-22_18,282.08044
2017-01-23_00,283.03107
2017-01-23_06,281.5758
2017-01-23_12,280.62488
2017-01-23_18,280.997
2017-01-24_00,280.99942
2017-01-24_06,279.87775
2017-01-24_12,278.67493
2017-01-24_18,278.76736
2017-01-25_00,279.37878
2017-01-25_06,276.58545
2017-01-25_12,276.84265
2017-01-25_18,277.38034
2017-01-26_00,277.94794
2017-01-26_06,277.9262
2017-01-26_12,279.011
2017-01-26_18,277.7777
2017-01-27_00,278.40027
2017-01-27_06,278.746
2017-01-27_12,279.97293
2017-01-27_18,280.47797
2017-01-28_00,281.67932
2017-01-28_06,282.4422
2017-01-28_12,283.9286
2017-01-28_18,280.9079
2017-01-29_00,280.93408
2017-01-29_06,281.3049
2017-01-29_12,283.3351
2017-01-29_18,280.91125
2017-01-30_00,280.6171
2017-01-30_06,279.3954
2017-01-30_12,279.6272
2017-01-30_18,279.8219
2017-01-31_00,279.77634
2017-01-31_06,278.45557
2017-01-31_12,278.1933
2017-01-31_18,277.55896
2017-02-01_00,279.18396
2017-02-01_06,279.3881
2017-02-01_12,278.60693
2017-02-01_18,277.72955
2017-02-02_00,277.3103
2017-02-02_06,276.6079
2017-02-02_12,278.39404
2017-02-02_18,277.80634
2017-02-03_00,275.85272
2017-02-03_06,274.57547
2017-02-03_12,276.94977
2017-02-03_18,275.0619
2017-02-04_00,277.31488
2017-02-04_06,276.00964
2017-02-04_12,277.2141
2017-02-04_18,276.48447
2017-02-05_00,276.57806
2017-02-05_06,278.51617
2017-02-05_12,277.56128
2017-02-05_18,283.19727
2017-02-06_00,278.69324
2017-02-06_06,276.3551
2017-02-06_12,277.11456
2017-02-06_18,277.67422
2017-02-07_00,277.92715
2017-02-07_06,279.12234
2017-02-07_12,282.88135
2017-02-07_18,279.09113
2017-02-08_00,276.96774
2017-02-08_06,276.7815
2017-02-08_12,277.09418
2017-02-08_18,276.03546
2017-02-09_00,276.03857
2017-02-09_06,275.95966
2017-02-09_12,276.6938
2017-02-09_18,277.1986
2017-02-10_00,278.85846
2017-02-10_06,279.08154
2017-02-10_12,280.04456
2017-02-10_18,281.07834
2017-02-11_00,280.81006
2017-02-11_06,282.00925
2017-02-11_12,282.95605
2017-02-11_18,283.01202
2017-02-12_00,282.48267
2017-02-12_06,282.37994
2017-02-12_12,282.57947
2017-02-12_18,281.9793
2017-02-13_00,281.04034
2017-02-13_06,281.25018
2017-02-13_12,281.0092
2017-02-13_18,281.9168
2017-02-14_00,281.0716
2017-02-14_06,280.91592
2017-02-14_12,281.8314
2017-02-14_18,281.6356
2017-02-15_00,281.7011
2017-02-15_06,282.16333
2017-02-15_12,283.4491
2017-02-15_18,283.08624
2017-02-16_00,283.71426
2017-02-16_06,283.202
2017-02-16_12,284.22488
2017-02-16_18,282.39777
2017-02-17_00,280.81146
2017-02-17_06,281.30673
2017-02-17_12,282.24463
2017-02-17_18,282.76785
2017-02-18_00,284.4839
2017-02-18_06,284.03513
2017-02-18_12,284.14008
2017-02-18_18,284.9735
2017-02-19_00,284.64194
2017-02-19_06,284.78857
2017-02-19_12,284.76392
2017-02-19_18,281.7406
2017-02-20_00,283.85123
2017-02-20_06,281.76093
2017-02-20_12,283.1782
2017-02-20_18,283.41467
2017-02-21_00,281.66406
2017-02-21_06,282.04776
2017-02-21_12,281.89862
2017-02-21_18,281.1317
2017-02-22_00,279.62576
2017-02-22_06,279.073
2017-02-22_12,278.78534
2017-02-22_18,279.06317
2017-02-23_00,278.86584
2017-02-23_06,279.3097
2017-02-23_12,281.20392
2017-02-23_18,284.10278
2017-02-24_00,283.95312
2017-02-24_06,284.65027
2017-02-24_12,280.89905
2017-02-24_18,277.80524
2017-02-25_00,277.42072
2017-02-25_06,280.5758
2017-02-25_12,279.24146
2017-02-25_18,277.73065
2017-02-26_00,276.45316
2017-02-26_06,276.10345
2017-02-26_12,277.72556
2017-02-26_18,278.0417
2017-02-27_00,277.82092
2017-02-27_06,278.9084
2017-02-27_12,279.25522
2017-02-27_18,280.16452
2017-02-28_00,282.15247
2017-02-28_06,282.61182
2017-02-28_12,278.88336
2017-02-28_18,276.75894
2017-03-01_00,276.83264
2017-03-01_06,276.24323
2017-03-01_12,277.44626
2017-03-01_18,277.83002
2017-03-02_00,276.4494
2017-03-02_06,275.33295
2017-03-02_12,276.899
2017-03-02_18,279.2836
2017-03-03_00,278.27924
2017-03-03_06,279.35977
2017-03-03_12,279.23877
2017-03-03_18,281.81293
2017-03-04_00,281.50635
2017-03-04_06,279.59348
2017-03-04_12,278.43115
2017-03-04_18,278.36118
2017-03-05_00,277.25958
2017-03-05_06,277.24142
2017-03-05_12,277.43066
2017-03-05_18,277.18207
2017-03-06_00,276.74426
2017-03-06_06,278.4416
2017-03-06_12,278.64377
2017-03-06_18,281.83875
2017-03-07_00,282.67273
2017-03-07_06,280.7672
2017-03-07_12,281.04266
2017-03-07_18,281.04822
2017-03-08_00,280.0444
2017-03-08_06,279.0462
2017-03-08_12,278.7737
2017-03-08_18,279.86496
2017-03-09_00,278.79242
2017-03-09_06,280.1301
2017-03-09_12,279.20282
2017-03-09_18,278.6503
2017-03-10_00,278.5866
2017-03-10_06,277.60687
2017-03-10_12,278.8922
2017-03-10_18,281.47202
2017-03-11_00,280.4986
2017-03-11_06,280.54996
2017-03-11_12,280.86096
2017-03-11_18,280.7236
2017-03-12_00,281.40833
2017-03-12_06,285.04834
2017-03-12_12,283.1062
2017-03-12_18,281.6965
2017-03-13_00,285.01544
2017-03-13_06,283.13892
2017-03-13_12,281.42172
2017-03-13_18,281.20697
2017-03-14_00,280.77658
2017-03-14_06,281.45215
2017-03-14_12,281.52686
2017-03-14_18,281.13025
2017-03-15_00,283.9706
2017-03-15_06,281.7569
2017-03-15_12,278.6076
2017-03-15_18,279.63538
2017-03-16_00,278.0481
2017-03-16_06,281.42352
2017-03-16_12,282.10208
2017-03-16_18,283.07477
2017-03-17_00,283.0877
2017-03-17_06,283.6244
2017-03-17_12,284.24976
2017-03-17_18,283.22815
2017-03-18_00,281.15918
2017-03-18_06,283.18262
2017-03-18_12,279.85062
2017-03-18_18,280.37665
2017-03-19_00,280.1002
2017-03-19_06,278.2572
2017-03-19_12,279.411
2017-03-19_18,277.83823
2017-03-20_00,276.91644
2017-03-20_06,276.23187
2017-03-20_12,277.0355
2017-03-20_18,277.00354
2017-03-21_00,276.31516
2017-03-21_06,276.83237
2017-03-21_12,277.68265
2017-03-21_18,278.5304
2017-03-22_00,278.3844
2017-03-22_06,279.46356
2017-03-22_12,280.73944
2017-03-22_18,283.27722
2017-03-23_00,282.6015
2017-03-23_06,283.76544
2017-03-23_12,280.68954
2017-03-23_18,280.30188
2017-03-24_00,282.39087
2017-03-24_06,282.83313
2017-03-24_12,282.97403
2017-03-24_18,284.54572
2017-03-25_00,283.0007
2017-03-25_06,283.961
2017-03-25_12,285.44275
2017-03-25_18,284.21622
2017-03-26_00,280.60864
2017-03-26_06,278.58865
2017-03-26_12,278.7541
2017-03-26_18,280.22647
2017-03-27_00,280.9718
2017-03-27_06,281.57285
2017-03-27_12,282.2845
2017-03-27_18,284.57007
2017-03-28_00,281.9594
2017-03-28_06,280.94812
2017-03-28_12,281.7481
2017-03-28_18,281.62393
2017-03-29_00,279.76575
2017-03-29_06,280.86795
2017-03-29_12,281.07605
2017-03-29_18,281.05145
2017-03-30_00,281.04132
2017-03-30_06,280.339
2017-03-30_12,280.48932
2017-03-30_18,280.40356
2017-03-31_00,281.05627
2017-03-31_06,279.97906
2017-03-31_12,280.5987
2017-03-31_18,280.9325
2017-04-01_00,281.82098
2017-04-01_06,282.9343
2017-04-01_12,284.32837
2017-04-01_18,284.92914
2017-04-02_00,283.4782
2017-04-02_06,283.7447
2017-04-02_12,283.0442
2017-04-02_18,281.1685
2017-04-03_00,278.79108
2017-04-03_06,277.9118
2017-04-03_12,278.85126
2017-04-03_18,280.28723
2017-04-04_00,281.474
2017-04-04_06,283.0276
2017-04-04_12,284.27625
2017-04-04_18,285.31992
2017-04-05_00,284.28018
2017-04-05_06,284.2797
2017-04-05_12,284.639
2017-04-05_18,285.64813
2017-04-06_00,284.12476
2017-04-06_06,284.24854
2017-04-06_12,283.69965
2017-04-06_18,284.10757
2017-04-07_00,281.87457
2017-04-07_06,280.71957
2017-04-07_12,280.1803
2017-04-07_18,280.8025
2017-04-08_00,278.85822
2017-04-08_06,279.4792
2017-04-08_12,279.66693
2017-04-08_18,279.84003
2017-04-09_00,278.91534
2017-04-09_06,280.01202
2017-04-09_12,279.86896
2017-04-09_18,280.99515
2017-04-10_00,281.23193
2017-04-10_06,282.30353
2017-04-10_12,284.07718
2017-04-10_18,283.30542
2017-04-11_00,283.36182
2017-04-11_06,282.68765
2017-04-11_12,283.54654
2017-04-11_18,283.49942
2017-04-12_00,283.1195
2017-04-12_06,283.87653
2017-04-12_12,283.72986
2017-04-12_18,283.35822
2017-04-13_00,284.4507
2017-04-13_06,283.64288
2017-04-13_12,284.52097
2017-04-13_18,283.86435
2017-04-14_00,282.49127
2017-04-14_06,281.94644
2017-04-14_12,282.54456
2017-04-14_18,283.3114
2017-04-15_00,283.29022
2017-04-15_06,283.29562
2017-04-15_12,283.84125
2017-04-15_18,285.0193
2017-04-16_00,283.9054
2017-04-16_06,282.1742
2017-04-16_12,283.92407
2017-04-16_18,283.64243
2017-04-17_00,283.15
2017-04-17_06,283.85657
2017-04-17_12,280.77985
2017-04-17_18,280.51904
2017-04-18_00,280.48663
2017-04-18_06,282.22418
2017-04-18_12,284.63846
2017-04-18_18,284.60504
2017-04-19_00,283.32257
2017-04-19_06,284.99048
2017-04-19_12,285.00262
2017-04-19_18,284.45874
2017-04-20_00,283.52502
2017-04-20_06,283.1098
2017-04-20_12,284.40222
2017-04-20_18,286.37274
2017-04-21_00,284.0403
2017-04-21_06,284.2325
2017-04-21_12,284.71655
2017-04-21_18,283.5208
2017-04-22_00,283.58862
2017-04-22_06,282.80536
2017-04-22_12,283.0974
2017-04-22_18,283.98047
2017-04-23_00,284.67657
2017-04-23_06,283.95517
2017-04-23_12,285.2299
2017-04-23_18,284.92307
2017-04-24_00,284.25134
2017-04-24_06,283.81442
2017-04-24_12,284.30548
2017-04-24_18,285.12552
2017-04-25_00,283.54214
2017-04-25_06,283.58344
2017-04-25_12,285.33188
2017-04-25_18,284.8366
2017-04-26_00,284.4889
2017-04-26_06,284.34442
2017-04-26_12,280.84427
2017-04-26_18,280.3526
2017-04-27_00,278.629
2017-04-27_06,279.8549
2017-04-27_12,282.03168
2017-04-27_18,283.72015
2017-04-28_00,281.00403
2017-04-28_06,278.91913
2017-04-28_12,278.56836
2017-04-28_18,277.98276
2017-04-29_00,277.48688
2017-04-29_06,277.8396
2017-04-29_12,278.5469
2017-04-29_18,279.9401
2017-04-30_00,280.27008
2017-04-30_06,280.39722
2017-04-30_12,284.61096
2017-04-30_18,284.02222
2017-05-01_00,283.85217
2017-05-01_06,283.79346
2017-05-01_12,284.01068
2017-05-01_18,285.00964
2017-05-02_00,283.77734
2017-05-02_06,282.0421
2017-05-02_12,284.84924
2017-05-02_18,284.2914
2017-05-03_00,280.99127
2017-05-03_06,282.00305
2017-05-03_12,283.35925
2017-05-03_18,283.0158
2017-05-04_00,281.63892
2017-05-04_06,282.057
2017-05-04_12,284.6761
2017-05-04_18,284.86777
2017-05-05_00,283.56586
2017-05-05_06,284.15198
2017-05-05_12,283.8384
2017-05-05_18,283.57983
2017-05-06_00,283.75018
2017-05-06_06,283.5121
2017-05-06_12,284.98425
2017-05-06_18,284.2529
2017-05-07_00,283.04553
2017-05-07_06,283.55783
2017-05-07_12,283.83997
2017-05-07_18,284.4748
2017-05-08_00,284.35547
2017-05-08_06,284.14853
2017-05-08_12,283.79044
2017-05-08_18,285.8863
2017-05-09_00,284.40173
2017-05-09_06,284.1155
2017-05-09_12,285.10132
2017-05-09_18,283.6524
2017-05-10_00,283.24927
2017-05-10_06,282.68988
2017-05-10_12,281.9589
2017-05-10_18,282.20435
2017-05-11_00,280.8369
2017-05-11_06,280.49176
2017-05-11_12,281.8979
2017-05-11_18,281.54437
2017-05-12_00,280.09302
2017-05-12_06,279.84418
2017-05-12_12,281.0752
2017-05-12_18,280.73694
2017-05-13_00,280.16498
2017-05-13_06,279.2333
2017-05-13_12,279.77594
2017-05-13_18,280.11707
2017-05-14_00,279.3993
2017-05-14_06,279.5642
2017-05-14_12,279.06454
2017-05-14_18,279.77002
2017-05-15_00,278.7006
2017-05-15_06,278.77893
2017-05-15_12,280.34583
2017-05-15_18,282.2674
2017-05-16_00,281.05417
2017-05-16_06,280.9533
2017-05-16_12,281.9381
2017-05-16_18,282.33987
2017-05-17_00,280.03342
2017-05-17_06,280.26123
2017-05-17_12,280.9417
2017-05-17_18,282.83533
2017-05-18_00,283.78485
2017-05-18_06,284.9102
2017-05-18_12,285.5321
2017-05-18_18,284.8817
2017-05-19_00,284.16666
2017-05-19_06,284.48743
2017-05-19_12,285.24078
2017-05-19_18,284.7624
2017-05-20_00,284.9005
2017-05-20_06,284.85468
2017-05-20_12,284.8129
2017-05-20_18,285.8329
2017-05-21_00,283.44604
2017-05-21_06,282.454
2017-05-21_12,284.239
2017-05-21_18,283.09833
2017-05-22_00,283.16003
2017-05-22_06,283.45026
2017-05-22_12,283.87985
2017-05-22_18,285.1656
2017-05-23_00,283.7012
2017-05-23_06,283.74878
2017-05-23_12,286.47806
2017-05-23_18,285.4931
2017-05-24_00,283.69693
2017-05-24_06,284.4248
2017-05-24_12,285.2953
2017-05-24_18,286.84497
2017-05-25_00,282.89893
2017-05-25_06,284.27167
2017-05-25_12,283.01596
2017-05-25_18,284.5246
2017-05-26_00,282.2647
2017-05-26_06,283.44208
2017-05-26_12,283.39496
2017-05-26_18,284.82062
2017-05-27_00,282.4478
2017-05-27_06,283.63416
2017-05-27_12,283.4804
2017-05-27_18,283.43878
2017-05-28_00,283.41562
2017-05-28_06,284.21582
2017-05-28_12,283.56268
2017-05-28_18,283.87244
2017-05-29_00,283.08032
2017-05-29_06,282.36902
2017-05-29_12,283.63693
2017-05-29_18,283.50116
2017-05-30_00,282.94617
2017-05-30_06,281.9596
2017-05-30_12,282.31448
2017-05-30_18,285.46536
2017-05-31_00,284.83774
2017-05-31_06,283.5494
2017-05-31_12,282.91113
2017-05-31_18,283.41946
2017-06-01_00,280.7882
2017-06-01_06,280.80652
2017-06-01_12,281.5445
2017-06-01_18,283.36493
2017-06-02_00,281.89856
2017-06-02_06,281.2696
2017-06-02_12,280.6836
2017-06-02_18,281.27774
2017-06-03_00,281.4932
2017-06-03_06,281.8009
2017-06-03_12,282.20834
2017-06-03_18,282.04846
2017-06-04_00,281.7881
2017-06-04_06,280.4748
2017-06-04_12,280.3454
2017-06-04_18,281.93658
2017-06-05_00,281.92404
2017-06-05_06,282.11804
2017-06-05_12,282.07208
2017-06-05_18,281.76306
2017-06-06_00,282.32568
2017-06-06_06,283.04218
2017-06-06_12,284.84302
2017-06-06_18,284.68652
2017-06-07_00,284.19897
2017-06-07_06,283.90195
2017-06-07_12,284.3687
2017-06-07_18,285.1943
2017-06-08_00,283.75937
2017-06-08_06,283.63098
2017-06-08_12,284.2209
2017-06-08_18,283.31976
2017-06-09_00,283.03088
2017-06-09_06,283.46738
2017-06-09_12,283.9222
2017-06-09_18,283.34756
2017-06-10_00,283.25037
2017-06-10_06,282.73105
2017-06-10_12,282.864
2017-06-10_18,282.51364
2017-06-11_00,282.08423
2017-06-11_06,282.64804
2017-06-11_12,285.56982
2017-06-11_18,284.83527
2017-06-12_00,283.69656
2017-06-12_06,284.53284
2017-06-12_12,284.23187
2017-06-12_18,285.21725
2017-06-13_00,284.26782
2017-06-13_06,284.48386
2017-06-13_12,285.0111
2017-06-13_18,284.86816
2017-06-14_00,284.10663
2017-06-14_06,282.76367
2017-06-14_12,283.42114
2017-06-14_18,282.75516
2017-06-15_00,283.93372
2017-06-15_06,285.16302
2017-06-15_12,284.23892
2017-06-15_18,285.09692
2017-06-16_00,284.11966
2017-06-16_06,284.2409
2017-06-16_12,284.82373
2017-06-16_18,283.54498
2017-06-17_00,283.85678
2017-06-17_06,282.9925
2017-06-17_12,282.81244
2017-06-17_18,282.78473
2017-06-18_00,281.07404
2017-06-18_06,280.0951
2017-06-18_12,281.66943
2017-06-18_18,283.56848
2017-06-19_00,282.59064
2017-06-19_06,283.62857
2017-06-19_12,284.886
2017-06-19_18,284.27667
2017-06-20_00,284.2024
2017-06-20_06,283.2028
2017-06-20_12,284.02423
2017-06-20_18,284.1667
2017-06-21_00,283.1644
2017-06-21_06,282.2944
2017-06-21_12,282.8888
2017-06-21_18,285.21268
2017-06-22_00,284.9218
2017-06-22_06,285.00092
2017-06-22_12,284.56436
2017-06-22_18,284.1388
2017-06-23_00,283.95972
2017-06-23_06,283.35962
2017-06-23_12,285.2116
2017-06-23_18,285.2068
2017-06-24_00,285.60114
2017-06-24_06,283.65814
2017-06-24_12,285.46863
2017-06-24_18,283.8097
2017-06-25_00,283.51987
2017-06-25_06,282.8212
2017-06-25_12,283.47455
2017-06-25_18,284.37366
2017-06-26_00,283.8158
2017-06-26_06,285.06418
2017-06-26_12,284.34818
2017-06-26_18,285.62982
2017-06-27_00,284.79364
