Date,Average pressure [Pa]
2014-01-01_00,95972.17
2014-01-01_06,95817.38
2014-01-01_12,95914.06
2014-01-01_18,95806.94
2014-01-02_00,95829.42
2014-01-02_06,95727.47
2014-01-02_12,95875.22
2014-01-02_18,95894.75
2014-01-03_00,95919.555
2014-01-03_06,95891.36
2014-01-03_12,96083.96
2014-01-03_18,96038.43
2014-01-04_00,96002.664
2014-01-04_06,95933.13
2014-01-04_12,96043.31
2014-01-04_18,95949.39
2014-01-05_00,95837.52
2014-01-05_06,95803.34
2014-01-05_12,95997.22
2014-01-05_18,95918.92
2014-01-06_00,95805.62
2014-01-06_06,95727.49
2014-01-06_12,95832.25
2014-01-06_18,95782.445
2014-01-07_00,95800.734
2014-01-07_06,95765.75
2014-01-07_12,95964.914
2014-01-07_18,95945.61
2014-01-08_00,95998.17
2014-01-08_06,95954.86
2014-01-08_12,96083.16
2014-01-08_18,95971.29
2014-01-09_00,95963.13
2014-01-09_06,95841.99
2014-01-09_12,95904.71
2014-01-09_18,95719.68
2014-01-10_00,95648.78
2014-01-10_06,95494.38
2014-01-10_12,95653.0
2014-01-10_18,95537.87
2014-01-11_00,95509.836
2014-01-11_06,95406.23
2014-01-11_12,95494.83
2014-01-11_18,95352.39
2014-01-12_00,95426.414
2014-01-12_06,95558.42
2014-01-12_12,95849.414
2014-01-12_18,95892.21
2014-01-13_00,95969.875
2014-01-13_06,95967.28
2014-01-13_12,95960.305
2014-01-13_18,95711.52
2014-01-14_00,95541.38
2014-01-14_06,95362.28
2014-01-14_12,95468.9
2014-01-14_18,95437.234
2014-01-15_00,95480.4
2014-01-15_06,95384.72
2014-01-15_12,95522.73
2014-01-15_18,95540.72
2014-01-16_00,95552.586
2014-01-16_06,95445.75
2014-01-16_12,95543.68
2014-01-16_18,95348.734
2014-01-17_00,95233.33
2014-01-17_06,94997.29
2014-01-17_12,94902.61
2014-01-17_18,94626.39
2014-01-18_00,94443.66
2014-01-18_06,94201.37
2014-01-18_12,94211.65
2014-01-18_18,94211.234
2014-01-19_00,94340.14
2014-01-19_06,94429.95
2014-01-19_12,94531.64
2014-01-19_18,94576.08
2014-01-20_00,94903.91
2014-01-20_06,95141.48
2014-01-20_12,95523.29
2014-01-20_18,95494.6
2014-01-21_00,95566.21
2014-01-21_06,95554.71
2014-01-21_12,95690.41
2014-01-21_18,95601.76
2014-01-22_00,95581.836
2014-01-22_06,95398.78
2014-01-22_12,95430.3
2014-01-22_18,95237.45
2014-01-23_00,95208.445
2014-01-23_06,95102.3
2014-01-23_12,95320.945
2014-01-23_18,95413.914
2014-01-24_00,95611.45
2014-01-24_06,95743.945
2014-01-24_12,95973.14
2014-01-24_18,95789.82
2014-01-25_00,95740.58
2014-01-25_06,95607.3
2014-01-25_12,95657.445
2014-01-25_18,95573.09
2014-01-26_00,95670.63
2014-01-26_06,95725.37
2014-01-26_12,95904.27
2014-01-26_18,95684.18
2014-01-27_00,95616.97
2014-01-27_06,95363.67
2014-01-27_12,95354.42
2014-01-27_18,95035.28
2014-01-28_00,94984.13
2014-01-28_06,94918.75
2014-01-28_12,95069.09
2014-01-28_18,94862.96
2014-01-29_00,94740.234
2014-01-29_06,94404.23
2014-01-29_12,94256.34
2014-01-29_18,93788.58
2014-01-30_00,93529.81
2014-01-30_06,93530.375
2014-01-30_12,93922.484
2014-01-30_18,94091.82
2014-01-31_00,94478.17
2014-01-31_06,94571.12
2014-01-31_12,94873.414
2014-01-31_18,94899.78
2014-02-01_00,95117.336
2014-02-01_06,95049.93
2014-02-01_12,95255.47
2014-02-01_18,95108.13
2014-02-02_00,95160.35
2014-02-02_06,95263.94
2014-02-02_12,95503.25
2014-02-02_18,95387.72
2014-02-03_00,95364.305
2014-02-03_06,95195.9
2014-02-03_12,95293.625
2014-02-03_18,95125.266
2014-02-04_00,95130.62
2014-02-04_06,95187.35
2014-02-04_12,95515.58
2014-02-04_18,95508.375
2014-02-05_00,95566.14
2014-02-05_06,95552.32
2014-02-05_12,95758.13
2014-02-05_18,95616.6
2014-02-06_00,95672.92
2014-02-06_06,95648.83
2014-02-06_12,95778.42
2014-02-06_18,95544.46
2014-02-07_00,95489.72
2014-02-07_06,95386.87
2014-02-07_12,95665.8
2014-02-07_18,95583.01
2014-02-08_00,95703.32
2014-02-08_06,95705.47
2014-02-08_12,95774.0
2014-02-08_18,95537.87
2014-02-09_00,95561.94
2014-02-09_06,95446.53
2014-02-09_12,95625.266
2014-02-09_18,95381.516
2014-02-10_00,95166.086
2014-02-10_06,94705.08
2014-02-10_12,94769.44
2014-02-10_18,95198.0
2014-02-11_00,95595.07
2014-02-11_06,95762.2
2014-02-11_12,95918.875
2014-02-11_18,95712.305
2014-02-12_00,95763.26
2014-02-12_06,95651.08
2014-02-12_12,95848.484
2014-02-12_18,95733.23
2014-02-13_00,95917.555
2014-02-13_06,95941.58
2014-02-13_12,96150.78
2014-02-13_18,95940.67
2014-02-14_00,95907.055
2014-02-14_06,95837.625
2014-02-14_12,95954.445
2014-02-14_18,95709.5
2014-02-15_00,95613.65
2014-02-15_06,95426.54
