Date,Average temperature [K]
2019-01-01_00,281.11337
2019-01-01_06,285.12253
2019-01-01_12,284.9259
2019-01-01_18,286.88898
2019-01-02_00,282.26584
2019-01-02_06,280.23914
2019-01-02_12,278.1626
2019-01-02_18,277.6858
2019-01-03_00,278.367
2019-01-03_06,280.53378
2019-01-03_12,280.02396
2019-01-03_18,280.4608
2019-01-04_00,279.25754
2019-01-04_06,277.20557
2019-01-04_12,277.41498
2019-01-04_18,280.15204
2019-01-05_00,280.83453
2019-01-05_06,280.5578
2019-01-05_12,282.0511
2019-01-05_18,282.11877
2019-01-06_00,281.04126
2019-01-06_06,280.80023
2019-01-06_12,281.00665
2019-01-06_18,282.7483
2019-01-07_00,279.38818
2019-01-07_06,275.6917
2019-01-07_12,273.34192
2019-01-07_18,273.53583
2019-01-08_00,275.16724
2019-01-08_06,278.74594
2019-01-08_12,280.48248
2019-01-08_18,281.57413
2019-01-09_00,281.00293
2019-01-09_06,280.78442
2019-01-09_12,280.3522
2019-01-09_18,280.70172
2019-01-10_00,278.6129
2019-01-10_06,275.69
2019-01-10_12,275.39468
2019-01-10_18,275.99176
2019-01-11_00,276.11505
2019-01-11_06,273.7096
2019-01-11_12,272.3642
2019-01-11_18,273.03857
2019-01-12_00,274.42706
2019-01-12_06,270.86163
2019-01-12_12,271.53558
2019-01-12_18,273.88867
2019-01-13_00,275.61066
2019-01-13_06,274.25873
2019-01-13_12,273.527
2019-01-13_18,273.58618
2019-01-14_00,275.1468
2019-01-14_06,274.4191
2019-01-14_12,271.99792
2019-01-14_18,273.20636
2019-01-15_00,274.23047
2019-01-15_06,274.12946
2019-01-15_12,273.86414
2019-01-15_18,274.9378
2019-01-16_00,275.2213
2019-01-16_06,274.39188
2019-01-16_12,275.34717
2019-01-16_18,275.95312
2019-01-17_00,277.90576
2019-01-17_06,276.98486
2019-01-17_12,272.88846
2019-01-17_18,274.15445
2019-01-18_00,275.73352
2019-01-18_06,276.38617
2019-01-18_12,276.33994
2019-01-18_18,276.9497
2019-01-19_00,276.9331
2019-01-19_06,277.3423
2019-01-19_12,277.00876
2019-01-19_18,277.94547
2019-01-20_00,279.1961
2019-01-20_06,280.44098
2019-01-20_12,280.28348
2019-01-20_18,280.1057
2019-01-21_00,270.87036
2019-01-21_06,265.37335
2019-01-21_12,262.6705
2019-01-21_18,264.71976
2019-01-22_00,267.445
2019-01-22_06,266.88074
2019-01-22_12,268.10992
2019-01-22_18,271.14258
2019-01-23_00,273.56204
2019-01-23_06,275.5419
2019-01-23_12,277.97488
2019-01-23_18,280.90002
2019-01-24_00,280.85626
2019-01-24_06,281.76675
2019-01-24_12,283.67145
2019-01-24_18,284.5653
2019-01-25_00,279.25928
2019-01-25_06,276.53592
2019-01-25_12,275.64578
2019-01-25_18,276.4535
2019-01-26_00,275.9311
2019-01-26_06,273.17883
2019-01-26_12,271.55515
2019-01-26_18,274.55933
2019-01-27_00,275.58008
2019-01-27_06,276.54016
2019-01-27_12,278.05286
2019-01-27_18,281.016
2019-01-28_00,279.6968
2019-01-28_06,278.29034
2019-01-28_12,274.17645
2019-01-28_18,272.40567
2019-01-29_00,273.11313
