Date,Average temperature [K]
2012-01-01_00,278.76685
2012-01-01_06,279.3662
2012-01-01_12,281.87878
2012-01-01_18,282.7597
2012-01-02_00,284.57416
2012-01-02_06,281.79016
2012-01-02_12,279.98682
2012-01-02_18,278.9837
2012-01-03_00,276.75708
2012-01-03_06,276.3872
2012-01-03_12,278.38245
2012-01-03_18,280.71085
2012-01-04_00,278.87387
2012-01-04_06,277.41766
2012-01-04_12,277.05408
2012-01-04_18,277.49536
2012-01-05_00,277.0986
2012-01-05_06,278.4032
2012-01-05_12,277.7182
2012-01-05_18,276.60577
2012-01-06_00,275.52124
2012-01-06_06,276.0728
2012-01-06_12,277.37836
2012-01-06_18,277.016
2012-01-07_00,276.33127
2012-01-07_06,275.8777
2012-01-07_12,278.70746
2012-01-07_18,277.00574
2012-01-08_00,276.883
2012-01-08_06,276.81528
2012-01-08_12,277.41223
2012-01-08_18,277.28308
2012-01-09_00,276.7779
2012-01-09_06,276.31732
2012-01-09_12,277.6469
2012-01-09_18,279.12985
2012-01-10_00,279.42267
2012-01-10_06,277.15356
2012-01-10_12,277.9215
2012-01-10_18,277.91266
2012-01-11_00,279.13757
2012-01-11_06,279.34576
2012-01-11_12,280.3012
2012-01-11_18,280.05957
2012-01-12_00,279.86316
2012-01-12_06,279.9479
2012-01-12_12,280.66772
2012-01-12_18,278.73834
2012-01-13_00,275.85736
2012-01-13_06,275.2046
2012-01-13_12,275.64307
2012-01-13_18,276.43015
2012-01-14_00,275.28857
2012-01-14_06,274.82202
2012-01-14_12,276.11954
2012-01-14_18,275.3446
2012-01-15_00,273.79547
2012-01-15_06,271.05173
2012-01-15_12,272.91663
2012-01-15_18,271.24115
2012-01-16_00,270.62396
2012-01-16_06,270.03534
2012-01-16_12,273.30627
2012-01-16_18,272.59552
2012-01-17_00,271.526
2012-01-17_06,270.1289
2012-01-17_12,273.60507
2012-01-17_18,271.78906
2012-01-18_00,270.02948
2012-01-18_06,270.19843
2012-01-18_12,274.9077
2012-01-18_18,274.27704
2012-01-19_00,275.70367
2012-01-19_06,276.20264
2012-01-19_12,277.34222
2012-01-19_18,276.88208
2012-01-20_00,275.8747
2012-01-20_06,274.3563
2012-01-20_12,274.92267
2012-01-20_18,273.83197
2012-01-21_00,273.9403
2012-01-21_06,273.6601
2012-01-21_12,276.5081
2012-01-21_18,277.71863
2012-01-22_00,276.0987
2012-01-22_06,276.11847
2012-01-22_12,276.25943
2012-01-22_18,277.61954
2012-01-23_00,275.96118
2012-01-23_06,275.3061
2012-01-23_12,275.51917
2012-01-23_18,274.56506
2012-01-24_00,274.2341
2012-01-24_06,273.98676
2012-01-24_12,274.84174
2012-01-24_18,273.7035
2012-01-25_00,272.898
2012-01-25_06,273.11517
2012-01-25_12,274.18207
2012-01-25_18,273.19638
2012-01-26_00,271.76636
2012-01-26_06,271.0604
2012-01-26_12,272.6996
2012-01-26_18,272.95712
2012-01-27_00,272.3868
2012-01-27_06,272.33246
2012-01-27_12,274.73785
2012-01-27_18,273.50226
2012-01-28_00,272.69913
2012-01-28_06,271.59442
2012-01-28_12,272.8562
2012-01-28_18,272.10364
2012-01-29_00,270.69598
2012-01-29_06,269.5064
2012-01-29_12,269.55746
2012-01-29_18,269.36255
2012-01-30_00,267.9839
2012-01-30_06,267.48633
2012-01-30_12,268.7766
2012-01-30_18,268.1463
2012-01-31_00,266.03165
2012-01-31_06,263.75458
2012-01-31_12,266.43933
2012-01-31_18,265.43695
2012-02-01_00,263.58948
2012-02-01_06,262.1245
2012-02-01_12,265.69324
2012-02-01_18,264.46698
2012-02-02_00,261.5334
2012-02-02_06,259.303
2012-02-02_12,263.16968
2012-02-02_18,262.18518
2012-02-03_00,259.84625
2012-02-03_06,260.03632
2012-02-03_12,264.98438
2012-02-03_18,263.7423
2012-02-04_00,262.0827
2012-02-04_06,260.25122
2012-02-04_12,264.2022
2012-02-04_18,262.7295
2012-02-05_00,260.44318
2012-02-05_06,259.34265
2012-02-05_12,264.34863
2012-02-05_18,262.6499
2012-02-06_00,260.79315
2012-02-06_06,258.5595
2012-02-06_12,263.02716
2012-02-06_18,261.21362
2012-02-07_00,257.17645
2012-02-07_06,256.09964
2012-02-07_12,262.23492
2012-02-07_18,264.24448
2012-02-08_00,264.90015
2012-02-08_06,264.85748
2012-02-08_12,266.4257
2012-02-08_18,265.7375
2012-02-09_00,263.24933
2012-02-09_06,264.5302
2012-02-09_12,268.669
2012-02-09_18,269.1054
2012-02-10_00,266.6675
2012-02-10_06,263.50922
2012-02-10_12,265.38812
2012-02-10_18,263.9657
2012-02-11_00,261.73584
2012-02-11_06,261.86835
2012-02-11_12,266.21274
2012-02-11_18,265.22797
2012-02-12_00,262.2879
2012-02-12_06,261.53964
2012-02-12_12,268.4157
2012-02-12_18,269.14124
2012-02-13_00,269.57352
2012-02-13_06,270.2655
2012-02-13_12,272.06952
2012-02-13_18,272.46844
2012-02-14_00,272.55475
2012-02-14_06,272.41428
2012-02-14_12,273.92218
2012-02-14_18,274.76898
2012-02-15_00,274.75806
2012-02-15_06,275.36972
2012-02-15_12,276.13507
2012-02-15_18,275.24664
2012-02-16_00,273.15347
2012-02-16_06,272.47986
2012-02-16_12,275.89395
2012-02-16_18,276.33533
2012-02-17_00,276.7389
2012-02-17_06,276.81317
2012-02-17_12,278.15857
2012-02-17_18,277.63904
2012-02-18_00,276.92517
2012-02-18_06,276.89368
2012-02-18_12,278.74634
2012-02-18_18,279.22424
2012-02-19_00,278.44907
2012-02-19_06,274.90564
2012-02-19_12,276.31866
2012-02-19_18,274.07257
2012-02-20_00,272.35452
2012-02-20_06,271.1449
2012-02-20_12,274.01337
2012-02-20_18,273.08942
2012-02-21_00,272.46936
2012-02-21_06,272.79327
2012-02-21_12,274.92883
2012-02-21_18,276.87057
2012-02-22_00,276.02283
2012-02-22_06,275.19983
2012-02-22_12,280.1588
2012-02-22_18,278.78693
2012-02-23_00,277.68414
2012-02-23_06,276.93237
2012-02-23_12,279.32874
2012-02-23_18,280.77765
2012-02-24_00,281.63574
2012-02-24_06,280.59137
2012-02-24_12,282.38525
2012-02-24_18,281.72632
2012-02-25_00,278.97595
2012-02-25_06,274.99197
2012-02-25_12,278.67133
2012-02-25_18,278.55115
2012-02-26_00,276.77426
2012-02-26_06,276.1383
2012-02-26_12,278.09238
2012-02-26_18,277.3803
2012-02-27_00,274.1029
2012-02-27_06,273.22302
2012-02-27_12,278.01566
2012-02-27_18,278.5622
2012-02-28_00,278.0509
2012-02-28_06,278.45288
2012-02-28_12,280.34442
2012-02-28_18,281.41418
2012-02-29_00,281.51175
