Date,Average temperature [K]
2012-01-01_00,283.86987
2012-01-01_06,283.1079
2012-01-01_12,282.60095
2012-01-01_18,280.5688
2012-01-02_00,279.99603
2012-01-02_06,280.70618
2012-01-02_12,281.06787
2012-01-02_18,282.5042
2012-01-03_00,285.3684
2012-01-03_06,282.8999
2012-01-03_12,281.56555
2012-01-03_18,281.89444
2012-01-04_00,282.7606
2012-01-04_06,283.0334
2012-01-04_12,282.8905
2012-01-04_18,283.85425
2012-01-05_00,284.52194
2012-01-05_06,284.67224
2012-01-05_12,283.7812
2012-01-05_18,283.4959
2012-01-06_00,283.65552
2012-01-06_06,284.0772
2012-01-06_12,284.6386
2012-01-06_18,284.2694
2012-01-07_00,284.75705
2012-01-07_06,282.9602
2012-01-07_12,283.4223
2012-01-07_18,283.73376
2012-01-08_00,285.53046
2012-01-08_06,284.5565
2012-01-08_12,284.37122
2012-01-08_18,284.59998
2012-01-09_00,284.47614
2012-01-09_06,284.08588
2012-01-09_12,283.3432
2012-01-09_18,283.1035
2012-01-10_00,283.888
2012-01-10_06,284.29565
2012-01-10_12,284.1007
2012-01-10_18,284.19098
2012-01-11_00,284.14832
2012-01-11_06,284.12653
2012-01-11_12,285.01996
2012-01-11_18,284.2539
2012-01-12_00,284.3363
2012-01-12_06,283.61685
2012-01-12_12,283.85376
2012-01-12_18,283.47272
2012-01-13_00,283.47064
2012-01-13_06,283.52393
2012-01-13_12,284.0581
2012-01-13_18,283.3398
2012-01-14_00,283.48486
2012-01-14_06,282.8855
2012-01-14_12,283.62198
2012-01-14_18,283.81433
2012-01-15_00,283.08502
2012-01-15_06,282.49313
2012-01-15_12,283.3297
2012-01-15_18,282.45795
2012-01-16_00,282.78998
2012-01-16_06,283.8239
2012-01-16_12,284.05188
2012-01-16_18,283.81378
2012-01-17_00,283.89954
2012-01-17_06,283.6494
2012-01-17_12,284.4244
2012-01-17_18,284.7212
2012-01-18_00,284.91278
2012-01-18_06,284.10712
2012-01-18_12,283.2085
2012-01-18_18,282.19794
2012-01-19_00,283.1324
2012-01-19_06,283.10352
2012-01-19_12,283.96185
2012-01-19_18,283.31616
2012-01-20_00,283.2077
2012-01-20_06,283.71713
2012-01-20_12,283.36798
2012-01-20_18,284.90472
2012-01-21_00,284.6942
2012-01-21_06,283.94086
2012-01-21_12,283.64334
2012-01-21_18,283.26013
2012-01-22_00,282.79742
2012-01-22_06,284.0462
2012-01-22_12,284.2277
2012-01-22_18,282.54922
2012-01-23_00,282.91284
2012-01-23_06,283.29584
2012-01-23_12,284.09094
2012-01-23_18,283.11682
2012-01-24_00,284.39035
2012-01-24_06,284.12103
2012-01-24_12,284.518
2012-01-24_18,283.49255
2012-01-25_00,284.84528
2012-01-25_06,284.1772
2012-01-25_12,281.84662
2012-01-25_18,279.52353
2012-01-26_00,279.927
2012-01-26_06,279.99545
2012-01-26_12,280.74597
2012-01-26_18,281.39902
2012-01-27_00,281.58896
2012-01-27_06,281.23773
2012-01-27_12,282.1231
2012-01-27_18,281.58136
2012-01-28_00,281.14737
2012-01-28_06,282.40692
2012-01-28_12,283.60034
2012-01-28_18,283.5431
2012-01-29_00,283.73407
2012-01-29_06,283.5025
2012-01-29_12,283.73715
2012-01-29_18,283.44116
2012-01-30_00,282.46973
2012-01-30_06,283.2373
2012-01-30_12,283.21655
2012-01-30_18,283.60187
2012-01-31_00,283.09464
2012-01-31_06,283.00995
2012-01-31_12,282.2787
2012-01-31_18,281.41742
2012-02-01_00,280.94348
2012-02-01_06,280.83496
2012-02-01_12,280.53552
2012-02-01_18,280.12665
2012-02-02_00,279.06805
2012-02-02_06,279.49637
2012-02-02_12,280.10864
2012-02-02_18,279.97473
2012-02-03_00,280.76227
2012-02-03_06,282.3205
2012-02-03_12,282.49268
2012-02-03_18,282.8014
2012-02-04_00,283.76337
2012-02-04_06,283.17114
2012-02-04_12,284.15143
2012-02-04_18,282.88672
2012-02-05_00,281.8719
2012-02-05_06,281.99792
2012-02-05_12,284.5879
