Date,Average Pressure [Pa]
2017-01-01_00,96901.15
2017-01-01_06,96723.09
2017-01-01_12,96840.016
2017-01-01_18,96596.14
2017-01-02_00,96518.66
2017-01-02_06,96012.82
2017-01-02_12,95940.5
2017-01-02_18,95789.625
2017-01-03_00,96019.234
2017-01-03_06,96021.66
2017-01-03_12,96256.516
2017-01-03_18,96147.92
2017-01-04_00,95988.19
2017-01-04_06,95695.09
2017-01-04_12,95982.16
2017-01-04_18,96071.75
2017-01-05_00,96316.555
2017-01-05_06,96267.65
2017-01-05_12,96608.914
2017-01-05_18,96680.81
2017-01-06_00,96958.5
2017-01-06_06,96749.34
2017-01-06_12,96905.71
2017-01-06_18,96721.85
2017-01-07_00,96796.266
2017-01-07_06,96435.74
2017-01-07_12,96536.42
2017-01-07_18,96330.71
2017-01-08_00,96315.625
2017-01-08_06,95739.086
2017-01-08_12,95219.36
2017-01-08_18,94638.84
2017-01-09_00,94800.71
2017-01-09_06,94734.375
2017-01-09_12,95192.45
2017-01-09_18,95470.19
2017-01-10_00,95748.195
2017-01-10_06,95390.67
2017-01-10_12,95441.14
2017-01-10_18,95535.305
2017-01-11_00,95801.71
2017-01-11_06,95362.13
2017-01-11_12,95541.65
2017-01-11_18,95372.9
2017-01-12_00,95295.29
2017-01-12_06,94991.7
2017-01-12_12,94961.695
2017-01-12_18,94803.88
2017-01-13_00,94835.695
2017-01-13_06,94630.88
2017-01-13_12,94755.2
2017-01-13_18,94658.055
2017-01-14_00,94708.4
2017-01-14_06,94616.234
2017-01-14_12,94816.26
2017-01-14_18,94981.86
2017-01-15_00,95341.58
2017-01-15_06,95316.87
2017-01-15_12,95540.99
2017-01-15_18,95458.47
2017-01-16_00,95599.17
2017-01-16_06,95435.89
2017-01-16_12,95874.195
2017-01-16_18,96161.16
2017-01-17_00,96690.305
2017-01-17_06,96750.46
2017-01-17_12,97094.66
2017-01-17_18,97210.11
2017-01-18_00,97327.664
2017-01-18_06,96922.484
2017-01-18_12,96773.09
2017-01-18_18,96460.45
2017-01-19_00,96519.484
2017-01-19_06,96228.08
2017-01-19_12,96304.32
2017-01-19_18,96067.09
2017-01-20_00,95811.81
2017-01-20_06,95119.66
2017-01-20_12,94861.984
2017-01-20_18,95049.39
2017-01-21_00,95887.625
2017-01-21_06,96264.33
2017-01-21_12,96559.375
2017-01-21_18,96350.02
2017-01-22_00,96017.43
2017-01-22_06,95359.79
2017-01-22_12,95369.83
2017-01-22_18,95440.21
2017-01-23_00,95691.625
2017-01-23_06,95629.76
2017-01-23_12,95983.35
2017-01-23_18,96111.74
2017-01-24_00,96374.76
2017-01-24_06,96259.4
2017-01-24_12,96614.48
2017-01-24_18,96727.78
2017-01-25_00,97010.42
2017-01-25_06,96905.17
2017-01-25_12,97078.32
2017-01-25_18,97049.17
2017-01-26_00,97197.805
2017-01-26_06,97017.484
2017-01-26_12,97100.66
2017-01-26_18,96791.26
2017-01-27_00,96533.42
2017-01-27_06,96111.84
2017-01-27_12,96422.195
2017-01-27_18,96648.37
2017-01-28_00,96945.44
2017-01-28_06,96839.77
2017-01-28_12,96995.66
2017-01-28_18,96816.84
2017-01-29_00,96839.36
2017-01-29_06,96348.53
2017-01-29_12,96117.65
2017-01-29_18,95424.586
2017-01-30_00,94859.23
2017-01-30_06,94709.33
2017-01-30_12,95284.59
2017-01-30_18,95956.4
2017-01-31_00,96408.27
2017-01-31_06,96475.44
2017-01-31_12,96659.305
2017-01-31_18,96410.984
2017-02-01_00,96171.9
2017-02-01_06,95414.48
2017-02-01_12,95492.164
2017-02-01_18,95657.03
2017-02-02_00,95921.875
2017-02-02_06,95684.86
2017-02-02_12,95738.625
2017-02-02_18,95752.734
2017-02-03_00,96070.336
2017-02-03_06,96058.96
2017-02-03_12,96328.03
2017-02-03_18,96335.18
2017-02-04_00,96473.53
2017-02-04_06,96286.695
2017-02-04_12,96391.89
2017-02-04_18,96177.34
2017-02-05_00,96054.78
2017-02-05_06,95554.125
2017-02-05_12,95003.32
2017-02-05_18,94279.69
2017-02-06_00,94527.64
2017-02-06_06,94640.21
2017-02-06_12,95075.85
2017-02-06_18,95289.82
2017-02-07_00,95613.766
2017-02-07_06,95555.01
2017-02-07_12,95843.266
2017-02-07_18,95799.54
2017-02-08_00,95958.72
2017-02-08_06,95701.08
2017-02-08_12,95793.38
2017-02-08_18,95478.08
2017-02-09_00,95244.21
2017-02-09_06,94614.65
2017-02-09_12,94332.96
2017-02-09_18,93980.734
2017-02-10_00,94356.23
2017-02-10_06,94473.875
2017-02-10_12,94841.89
2017-02-10_18,95064.695
2017-02-11_00,95329.1
2017-02-11_06,95238.04
2017-02-11_12,95446.44
2017-02-11_18,95594.14
2017-02-12_00,95972.63
2017-02-12_06,95997.53
2017-02-12_12,96386.52
2017-02-12_18,96451.586
2017-02-13_00,96683.79
2017-02-13_06,96551.63
2017-02-13_12,96745.36
2017-02-13_18,96719.73
2017-02-14_00,96767.92
2017-02-14_06,96561.81
2017-02-14_12,96840.695
2017-02-14_18,96861.96
2017-02-15_00,97043.68
2017-02-15_06,96872.73
2017-02-15_12,97001.08
2017-02-15_18,96891.58
2017-02-16_00,96962.16
2017-02-16_06,96664.04
2017-02-16_12,96668.625
2017-02-16_18,96365.11
2017-02-17_00,96004.59
2017-02-17_06,95318.625
2017-02-17_12,95679.734
2017-02-17_18,95792.36
2017-02-18_00,95949.85
2017-02-18_06,95652.98
2017-02-18_12,95687.84
2017-02-18_18,95765.97
2017-02-19_00,96069.58
2017-02-19_06,96051.37
2017-02-19_12,96076.56
2017-02-19_18,95743.555
2017-02-20_00,95324.61
2017-02-20_06,94245.38
2017-02-20_12,94383.89
2017-02-20_18,95166.84
2017-02-21_00,96036.57
2017-02-21_06,96297.07
2017-02-21_12,96794.12
2017-02-21_18,96937.65
2017-02-22_00,97104.17
2017-02-22_06,96588.84
2017-02-22_12,96353.61
2017-02-22_18,95555.25
2017-02-23_00,94780.32
2017-02-23_06,94342.14
2017-02-23_12,94816.82
2017-02-23_18,95209.11
2017-02-24_00,95764.086
2017-02-24_06,95825.3
2017-02-24_12,96132.836
2017-02-24_18,96129.56
2017-02-25_00,96316.87
2017-02-25_06,96025.63
2017-02-25_12,96181.86
2017-02-25_18,96173.09
2017-02-26_00,96387.18
2017-02-26_06,96209.836
2017-02-26_12,96528.0
2017-02-26_18,96678.1
2017-02-27_00,96902.69
2017-02-27_06,96799.46
2017-02-27_12,97052.586
2017-02-27_18,96990.945
2017-02-28_00,97063.6
2017-02-28_06,96719.73
2017-02-28_12,96863.695
2017-02-28_18,96700.54
2017-03-01_00,96791.5
2017-03-01_06,96325.98
2017-03-01_12,96328.88
2017-03-01_18,95832.79
2017-03-02_00,95519.164
2017-03-02_06,94985.81
2017-03-02_12,94898.195
2017-03-02_18,95009.01
2017-03-03_00,95466.84
2017-03-03_06,95651.3
2017-03-03_12,96115.695
2017-03-03_18,96225.44
2017-03-04_00,96434.28
2017-03-04_06,96061.16
2017-03-04_12,96239.21
2017-03-04_18,96170.38
2017-03-05_00,96299.93
2017-03-05_06,95827.61
2017-03-05_12,95777.64
2017-03-05_18,95491.625
2017-03-06_00,95345.19
2017-03-06_06,94797.9
2017-03-06_12,94760.64
2017-03-06_18,94819.555
2017-03-07_00,94989.97
2017-03-07_06,94620.36
2017-03-07_12,95105.516
2017-03-07_18,95097.414
2017-03-08_00,95170.24
2017-03-08_06,94913.16
2017-03-08_12,95198.586
2017-03-08_18,95148.266
2017-03-09_00,95273.31
2017-03-09_06,94989.914
2017-03-09_12,95209.836
2017-03-09_18,95233.375
2017-03-10_00,95489.21
2017-03-10_06,95559.59
2017-03-10_12,95977.76
2017-03-10_18,96136.914
2017-03-11_00,96413.89
2017-03-11_06,96362.06
2017-03-11_12,96721.22
2017-03-11_18,96767.555
2017-03-12_00,96925.22
2017-03-12_06,96550.09
2017-03-12_12,96671.51
2017-03-12_18,96533.57
2017-03-13_00,96516.36
2017-03-13_06,96077.44
2017-03-13_12,95974.91
2017-03-13_18,95654.32
2017-03-14_00,95573.66
2017-03-14_06,95190.305
2017-03-14_12,95221.02
2017-03-14_18,95042.53
2017-03-15_00,95126.78
2017-03-15_06,95219.46
2017-03-15_12,95746.555
2017-03-15_18,95859.79
2017-03-16_00,96103.49
2017-03-16_06,95970.29
2017-03-16_12,96217.9
2017-03-16_18,96174.95
2017-03-17_00,96378.47
2017-03-17_06,96202.78
2017-03-17_12,96528.98
2017-03-17_18,96597.51
2017-03-18_00,96719.875
2017-03-18_06,96516.36
2017-03-18_12,96523.85
2017-03-18_18,96399.414
2017-03-19_00,96568.29
2017-03-19_06,96414.82
2017-03-19_12,96626.15
2017-03-19_18,96671.9
2017-03-20_00,96825.414
2017-03-20_06,96521.875
2017-03-20_12,96499.24
2017-03-20_18,96068.7
2017-03-21_00,95715.26
2017-03-21_06,94941.87
2017-03-21_12,94885.94
2017-03-21_18,95085.33
2017-03-22_00,95690.19
2017-03-22_06,95876.516
2017-03-22_12,96240.48
2017-03-22_18,96172.44
2017-03-23_00,96244.14
2017-03-23_06,96001.61
2017-03-23_12,96091.086
2017-03-23_18,95998.484
2017-03-24_00,96102.17
2017-03-24_06,95992.26
2017-03-24_12,96385.18
2017-03-24_18,96364.06
2017-03-25_00,96584.55
2017-03-25_06,96364.77
2017-03-25_12,96574.266
2017-03-25_18,96443.06
2017-03-26_00,96492.9
2017-03-26_06,96172.85
2017-03-26_12,96044.36
2017-03-26_18,95535.695
2017-03-27_00,95431.125
2017-03-27_06,95409.79
2017-03-27_12,95833.03
2017-03-27_18,96025.734
2017-03-28_00,96371.02
2017-03-28_06,96281.32
2017-03-28_12,96572.586
2017-03-28_18,96548.195
2017-03-29_00,96799.17
2017-03-29_06,96627.64
2017-03-29_12,96760.695
2017-03-29_18,96625.39
2017-03-30_00,96570.8
2017-03-30_06,96061.5
2017-03-30_12,96168.43
2017-03-30_18,96222.56
2017-03-31_00,96303.516
2017-03-31_06,96211.086
2017-03-31_12,96218.21
2017-03-31_18,95908.836
2017-04-01_00,95921.39
2017-04-01_06,95735.62
2017-04-01_12,95866.555
2017-04-01_18,95850.3
2017-04-02_00,95991.97
2017-04-02_06,95767.53
2017-04-02_12,96029.3
2017-04-02_18,96117.31
2017-04-03_00,96326.37
2017-04-03_06,95931.79
2017-04-03_12,96184.28
2017-04-03_18,96458.18
2017-04-04_00,96979.055
2017-04-04_06,96918.45
2017-04-04_12,97157.62
2017-04-04_18,97102.39
2017-04-05_00,97270.7
