Date,Average temperature [K]
2020-01-01_00,280.52185
2020-01-01_06,282.6822
2020-01-01_12,284.37335
2020-01-01_18,282.64508
2020-01-02_00,282.05154
2020-01-02_06,281.86563
2020-01-02_12,283.91083
2020-01-02_18,282.07117
2020-01-03_00,281.97882
2020-01-03_06,283.8147
2020-01-03_12,286.48206
2020-01-03_18,283.47076
2020-01-04_00,281.27502
2020-01-04_06,276.95337
2020-01-04_12,280.9454
2020-01-04_18,278.58124
2020-01-05_00,275.06464
2020-01-05_06,274.12927
2020-01-05_12,281.0921
2020-01-05_18,278.28436
2020-01-06_00,274.72736
2020-01-06_06,273.53876
2020-01-06_12,279.75116
2020-01-06_18,280.5929
2020-01-07_00,282.03925
2020-01-07_06,283.40903
2020-01-07_12,285.07733
2020-01-07_18,284.8314
2020-01-08_00,284.1503
2020-01-08_06,283.8003
2020-01-08_12,285.1826
2020-01-08_18,284.30112
2020-01-09_00,284.2977
2020-01-09_06,284.0346
2020-01-09_12,285.2115
2020-01-09_18,283.31564
2020-01-10_00,283.11166
2020-01-10_06,281.515
2020-01-10_12,283.2729
2020-01-10_18,280.93365
2020-01-11_00,278.75226
2020-01-11_06,276.019
2020-01-11_12,282.3267
2020-01-11_18,279.60492
2020-01-12_00,278.97388
2020-01-12_06,280.14917
2020-01-12_12,283.6305
2020-01-12_18,282.77325
2020-01-13_00,282.39227
2020-01-13_06,282.85303
2020-01-13_12,283.7892
2020-01-13_18,282.72397
2020-01-14_00,283.55212
2020-01-14_06,283.0558
2020-01-14_12,283.73846
2020-01-14_18,283.3569
2020-01-15_00,282.34418
2020-01-15_06,282.22504
2020-01-15_12,285.8352
2020-01-15_18,282.25833
2020-01-16_00,279.33774
2020-01-16_06,279.87817
2020-01-16_12,285.5149
2020-01-16_18,285.16388
2020-01-17_00,283.9037
2020-01-17_06,282.78427
2020-01-17_12,283.12683
2020-01-17_18,279.90436
2020-01-18_00,277.08167
2020-01-18_06,277.40936
2020-01-18_12,282.3212
2020-01-18_18,279.62363
2020-01-19_00,277.73105
