Date,Average temperature [K]
2013-01-01_00,298.75403
2013-01-01_06,302.77307
2013-01-01_12,290.6663
2013-01-01_18,286.40604
2013-01-02_00,294.6607
2013-01-02_06,293.82867
2013-01-02_12,284.68585
2013-01-02_18,283.77112
2013-01-03_00,293.6159
2013-01-03_06,301.64188
2013-01-03_12,290.4571
2013-01-03_18,285.88074
2013-01-04_00,301.911
2013-01-04_06,306.6522
2013-01-04_12,294.9938
2013-01-04_18,289.90723
2013-01-05_00,303.88788
2013-01-05_06,307.62604
2013-01-05_12,294.46857
2013-01-05_18,289.1628
2013-01-06_00,300.57013
2013-01-06_06,302.25165
2013-01-06_12,290.26007
2013-01-06_18,287.7917
2013-01-07_00,296.6341
2013-01-07_06,305.9502
2013-01-07_12,295.2749
2013-01-07_18,295.9819
2013-01-08_00,303.0299
2013-01-08_06,304.5422
2013-01-08_12,298.4538
2013-01-08_18,288.44733
2013-01-09_00,291.33536
2013-01-09_06,296.19373
2013-01-09_12,286.25137
2013-01-09_18,283.72986
2013-01-10_00,292.99792
2013-01-10_06,299.07104
2013-01-10_12,289.17322
2013-01-10_18,286.76666
2013-01-11_00,299.6854
2013-01-11_06,305.92035
2013-01-11_12,295.13007
2013-01-11_18,290.57764
2013-01-12_00,303.99774
2013-01-12_06,302.86917
2013-01-12_12,293.36646
2013-01-12_18,289.54947
2013-01-13_00,295.20074
2013-01-13_06,292.56512
2013-01-13_12,285.5312
2013-01-13_18,281.63715
2013-01-14_00,288.5747
2013-01-14_06,291.59296
2013-01-14_12,283.24744
2013-01-14_18,279.76724
2013-01-15_00,291.13177
2013-01-15_06,298.4655
2013-01-15_12,287.69168
2013-01-15_18,283.43332
2013-01-16_00,298.31195
2013-01-16_06,301.27014
2013-01-16_12,288.1424
2013-01-16_18,286.71762
2013-01-17_00,298.44064
2013-01-17_06,306.7127
2013-01-17_12,296.52237
2013-01-17_18,293.62555
2013-01-18_00,304.86
2013-01-18_06,307.90466
2013-01-18_12,292.99188
2013-01-18_18,288.74536
2013-01-19_00,289.4649
2013-01-19_06,291.5199
2013-01-19_12,286.32816
2013-01-19_18,285.99606
2013-01-20_00,291.9169
2013-01-20_06,298.56754
