Date,Average temperature [K]
2019-01-01_00,305.18613
2019-01-01_06,311.01315
2019-01-01_12,302.0387
2019-01-01_18,297.33038
2019-01-02_00,306.51535
2019-01-02_06,312.37244
2019-01-02_12,305.30713
2019-01-02_18,299.69458
2019-01-03_00,305.21906
2019-01-03_06,311.12704
2019-01-03_12,300.93997
2019-01-03_18,298.6019
2019-01-04_00,305.69504
2019-01-04_06,311.29785
2019-01-04_12,304.2426
2019-01-04_18,299.9245
2019-01-05_00,304.34918
2019-01-05_06,310.84637
2019-01-05_12,302.63116
2019-01-05_18,298.57043
2019-01-06_00,305.48853
2019-01-06_06,312.50677
2019-01-06_12,303.5545
2019-01-06_18,299.03052
2019-01-07_00,304.51855
2019-01-07_06,310.03693
2019-01-07_12,302.85217
2019-01-07_18,298.0373
2019-01-08_00,303.43677
2019-01-08_06,308.49985
2019-01-08_12,300.77008
2019-01-08_18,297.26163
2019-01-09_00,303.15137
2019-01-09_06,309.2224
2019-01-09_12,303.24576
2019-01-09_18,297.24664
2019-01-10_00,304.68176
2019-01-10_06,309.9947
2019-01-10_12,298.5988
2019-01-10_18,297.44147
2019-01-11_00,303.76202
2019-01-11_06,308.95618
2019-01-11_12,300.75922
2019-01-11_18,296.91602
2019-01-12_00,303.4212
2019-01-12_06,309.79718
2019-01-12_12,301.78168
2019-01-12_18,297.0415
2019-01-13_00,306.4466
2019-01-13_06,312.2426
2019-01-13_12,303.6979
2019-01-13_18,299.03296
2019-01-14_00,303.53693
2019-01-14_06,310.9728
2019-01-14_12,303.5204
2019-01-14_18,299.18976
2019-01-15_00,306.29297
2019-01-15_06,313.74664
2019-01-15_12,306.75525
2019-01-15_18,301.02765
2019-01-16_00,309.56262
2019-01-16_06,315.97928
2019-01-16_12,307.22266
2019-01-16_18,302.06934
2019-01-17_00,308.29932
2019-01-17_06,314.32666
2019-01-17_12,307.5071
2019-01-17_18,302.46597
2019-01-18_00,306.48303
2019-01-18_06,312.5556
2019-01-18_12,304.49277
2019-01-18_18,299.9795
2019-01-19_00,308.333
