Date,Average temperature [K]
2013-01-01_00,265.70862
2013-01-01_06,264.44055
2013-01-01_12,260.91092
2013-01-01_18,267.19217
2013-01-02_00,267.1988
2013-01-02_06,265.19733
2013-01-02_12,266.99835
2013-01-02_18,270.56262
2013-01-03_00,269.16376
2013-01-03_06,266.0413
2013-01-03_12,263.65533
2013-01-03_18,268.30164
2013-01-04_00,270.58972
2013-01-04_06,264.5145
2013-01-04_12,265.2692
2013-01-04_18,273.27246
2013-01-05_00,272.76044
2013-01-05_06,265.17877
2013-01-05_12,263.21222
2013-01-05_18,273.26096
2013-01-06_00,272.42365
2013-01-06_06,264.1701
2013-01-06_12,265.14923
2013-01-06_18,272.7121
2013-01-07_00,273.17267
2013-01-07_06,272.96436
2013-01-07_12,271.05078
2013-01-07_18,277.84128
2013-01-08_00,273.21838
2013-01-08_06,269.26242
2013-01-08_12,272.75604
2013-01-08_18,279.7281
2013-01-09_00,276.84756
2013-01-09_06,269.4862
2013-01-09_12,270.27725
2013-01-09_18,281.09998
2013-01-10_00,277.34412
2013-01-10_06,273.42896
2013-01-10_12,272.69568
2013-01-10_18,276.0904
2013-01-11_00,277.2357
2013-01-11_06,277.3515
2013-01-11_12,272.2912
2013-01-11_18,270.64697
2013-01-12_00,261.88983
2013-01-12_06,258.74564
2013-01-12_12,256.38843
2013-01-12_18,260.22916
2013-01-13_00,258.8028
2013-01-13_06,255.6623
2013-01-13_12,253.68207
2013-01-13_18,259.8637
2013-01-14_00,259.3247
2013-01-14_06,253.46796
2013-01-14_12,255.25624
2013-01-14_18,260.27847
2013-01-15_00,261.86615
2013-01-15_06,259.16376
2013-01-15_12,254.02713
2013-01-15_18,265.78342
2013-01-16_00,270.62543
2013-01-16_06,270.89563
2013-01-16_12,268.87238
2013-01-16_18,276.40903
2013-01-17_00,276.13644
2013-01-17_06,268.22296
2013-01-17_12,267.57462
2013-01-17_18,275.68024
2013-01-18_00,277.4845
2013-01-18_06,271.87878
2013-01-18_12,269.75946
2013-01-18_18,282.60327
2013-01-19_00,281.4073
2013-01-19_06,273.03455
2013-01-19_12,270.79105
2013-01-19_18,281.31882
2013-01-20_00,279.64395
2013-01-20_06,268.9025
2013-01-20_12,266.9998
2013-01-20_18,275.29086
2013-01-21_00,270.82773
2013-01-21_06,263.25998
2013-01-21_12,262.52454
2013-01-21_18,271.74173
2013-01-22_00,277.36914
2013-01-22_06,273.71475
2013-01-22_12,272.18756
2013-01-22_18,278.27216
2013-01-23_00,277.96088
2013-01-23_06,272.45233
2013-01-23_12,272.44708
2013-01-23_18,278.81302
2013-01-24_00,273.49634
2013-01-24_06,268.93137
2013-01-24_12,267.49133
2013-01-24_18,276.3423
2013-01-25_00,284.6022
2013-01-25_06,274.81152
2013-01-25_12,270.94342
2013-01-25_18,282.6866
2013-01-26_00,282.76294
2013-01-26_06,274.35522
2013-01-26_12,272.67175
2013-01-26_18,281.9792
2013-01-27_00,282.278
2013-01-27_06,276.67993
2013-01-27_12,274.5305
2013-01-27_18,281.0429
2013-01-28_00,283.29547
2013-01-28_06,275.25214
2013-01-28_12,275.63083
2013-01-28_18,277.4215
2013-01-29_00,273.2826
2013-01-29_06,268.46387
2013-01-29_12,266.83667
2013-01-29_18,268.25012
2013-01-30_00,269.85736
2013-01-30_06,264.82962
2013-01-30_12,257.111
