Date,Average temperature [K]
2013-01-01_00,287.505
2013-01-01_06,288.26672
2013-01-01_12,286.56668
2013-01-01_18,286.4988
2013-01-02_00,287.27545
2013-01-02_06,288.02203
2013-01-02_12,288.50616
2013-01-02_18,287.9391
2013-01-03_00,287.74628
2013-01-03_06,287.02908
2013-01-03_12,284.71002
2013-01-03_18,283.06335
2013-01-04_00,283.17908
2013-01-04_06,285.2596
2013-01-04_12,284.93033
2013-01-04_18,286.30127
2013-01-05_00,284.9787
2013-01-05_06,284.7696
2013-01-05_12,284.97784
2013-01-05_18,285.4094
2013-01-06_00,287.20197
2013-01-06_06,285.22772
2013-01-06_12,283.88507
2013-01-06_18,281.8161
2013-01-07_00,281.76935
2013-01-07_06,283.42676
2013-01-07_12,285.39307
2013-01-07_18,290.3076
2013-01-08_00,289.71155
2013-01-08_06,282.74924
2013-01-08_12,279.18182
2013-01-08_18,280.35992
2013-01-09_00,280.6342
2013-01-09_06,282.9452
2013-01-09_12,287.88223
2013-01-09_18,286.75574
2013-01-10_00,284.63904
2013-01-10_06,283.82446
2013-01-10_12,283.71472
2013-01-10_18,284.30963
2013-01-11_00,287.4066
2013-01-11_06,289.58588
2013-01-11_12,287.06854
2013-01-11_18,285.7661
2013-01-12_00,285.35223
2013-01-12_06,285.3721
2013-01-12_12,285.46313
2013-01-12_18,287.86783
2013-01-13_00,288.0733
2013-01-13_06,287.2204
2013-01-13_12,288.61078
2013-01-13_18,287.68842
2013-01-14_00,288.27783
2013-01-14_06,288.23895
2013-01-14_12,286.9745
2013-01-14_18,288.49918
2013-01-15_00,288.70746
2013-01-15_06,289.46698
2013-01-15_12,289.39822
2013-01-15_18,288.60715
2013-01-16_00,289.82074
2013-01-16_06,287.99475
2013-01-16_12,286.10138
2013-01-16_18,285.96957
2013-01-17_00,285.81857
2013-01-17_06,284.4085
2013-01-17_12,287.91885
2013-01-17_18,292.1607
2013-01-18_00,290.13196
2013-01-18_06,290.95007
2013-01-18_12,290.8864
2013-01-18_18,291.86987
2013-01-19_00,290.9273
2013-01-19_06,291.01648
2013-01-19_12,282.2466
2013-01-19_18,281.97018
2013-01-20_00,279.87296
2013-01-20_06,280.42984
2013-01-20_12,282.07352
2013-01-20_18,284.41293
2013-01-21_00,286.75058
2013-01-21_06,287.12375
2013-01-21_12,288.2467
2013-01-21_18,288.94144
2013-01-22_00,290.3872
2013-01-22_06,288.86758
2013-01-22_12,289.38727
2013-01-22_18,290.0832
2013-01-23_00,290.6928
2013-01-23_06,291.19257
2013-01-23_12,291.367
2013-01-23_18,289.9009
2013-01-24_00,290.27417
2013-01-24_06,289.35715
2013-01-24_12,288.89465
2013-01-24_18,288.66504
2013-01-25_00,287.68423
2013-01-25_06,287.54053
2013-01-25_12,289.60065
2013-01-25_18,285.38046
2013-01-26_00,282.46948
2013-01-26_06,282.08813
2013-01-26_12,281.66003
2013-01-26_18,283.94647
2013-01-27_00,286.0456
2013-01-27_06,287.9563
2013-01-27_12,288.2263
2013-01-27_18,284.60004
2013-01-28_00,285.1778
2013-01-28_06,284.4333
2013-01-28_12,281.19772
2013-01-28_18,278.6554
2013-01-29_00,280.3783
2013-01-29_06,280.12744
2013-01-29_12,280.99292
2013-01-29_18,281.51233
2013-01-30_00,280.79633
2013-01-30_06,281.64456
2013-01-30_12,281.71988
2013-01-30_18,281.2417
2013-01-31_00,283.60968
2013-01-31_06,282.86792
2013-01-31_12,282.95398
2013-01-31_18,284.51572
2013-02-01_00,286.5182
2013-02-01_06,286.54807
2013-02-01_12,288.64273
2013-02-01_18,289.25818
