Date,Average pressure [Pa]
2019-01-01_00,101661.4
2019-01-01_06,101644.51
2019-01-01_12,101440.14
2019-01-01_18,101616.06
2019-01-02_00,101442.31
2019-01-02_06,101396.92
2019-01-02_12,101107.55
2019-01-02_18,101311.57
2019-01-03_00,101539.82
2019-01-03_06,101851.195
2019-01-03_12,101870.9
2019-01-03_18,102028.516
2019-01-04_00,102079.93
2019-01-04_06,102135.25
2019-01-04_12,101911.13
2019-01-04_18,101968.19
2019-01-05_00,101815.84
2019-01-05_06,101714.41
2019-01-05_12,101488.016
2019-01-05_18,101519.83
2019-01-06_00,101391.5
2019-01-06_06,101314.77
2019-01-06_12,101321.19
2019-01-06_18,101710.59
2019-01-07_00,101743.66
2019-01-07_06,101785.914
2019-01-07_12,101572.07
2019-01-07_18,101746.805
2019-01-08_00,101636.766
2019-01-08_06,101541.234
2019-01-08_12,101331.34
2019-01-08_18,101715.58
2019-01-09_00,101855.08
2019-01-09_06,102061.06
2019-01-09_12,102019.12
2019-01-09_18,102167.04
2019-01-10_00,102185.45
2019-01-10_06,102285.74
2019-01-10_12,102055.445
2019-01-10_18,102137.74
2019-01-11_00,102088.67
2019-01-11_06,102090.04
2019-01-11_12,101810.28
2019-01-11_18,101753.98
2019-01-12_00,101508.96
2019-01-12_06,101349.46
2019-01-12_12,100863.13
2019-01-12_18,100697.36
2019-01-13_00,100522.66
2019-01-13_06,100821.58
2019-01-13_12,100727.37
2019-01-13_18,100882.766
2019-01-14_00,100950.266
2019-01-14_06,101206.16
2019-01-14_12,101113.87
2019-01-14_18,101295.38
2019-01-15_00,101314.58
2019-01-15_06,101292.99
2019-01-15_12,100997.95
2019-01-15_18,100991.04
2019-01-16_00,100847.44
2019-01-16_06,100982.59
2019-01-16_12,101031.57
2019-01-16_18,101561.11
2019-01-17_00,101851.22
2019-01-17_06,102026.22
2019-01-17_12,102025.93
2019-01-17_18,102165.53
2019-01-18_00,102120.77
2019-01-18_06,102147.14
2019-01-18_12,102028.586
2019-01-18_18,102096.83
2019-01-19_00,102030.79
2019-01-19_06,102028.08
2019-01-19_12,101866.5
2019-01-19_18,101979.2
2019-01-20_00,101954.0
2019-01-20_06,101911.87
2019-01-20_12,101762.48
2019-01-20_18,101705.516
2019-01-21_00,101659.89
2019-01-21_06,101679.56
2019-01-21_12,101426.69
2019-01-21_18,101464.13
2019-01-22_00,101453.56
2019-01-22_06,101564.16
2019-01-22_12,101517.58
2019-01-22_18,101606.55
2019-01-23_00,101584.13
2019-01-23_06,101476.32
2019-01-23_12,101086.695
2019-01-23_18,100864.38
2019-01-24_00,100702.54
2019-01-24_06,100708.03
2019-01-24_12,100948.266
2019-01-24_18,101215.45
2019-01-25_00,101324.22
2019-01-25_06,101392.04
2019-01-25_12,101183.25
2019-01-25_18,101009.766
2019-01-26_00,100838.84
2019-01-26_06,100854.95
2019-01-26_12,100720.51
2019-01-26_18,100876.76
2019-01-27_00,100962.11
2019-01-27_06,101134.74
2019-01-27_12,101021.63
2019-01-27_18,101135.03
2019-01-28_00,101183.5
2019-01-28_06,101370.8
2019-01-28_12,101395.336
2019-01-28_18,101566.016
2019-01-29_00,101669.77
2019-01-29_06,101762.8
2019-01-29_12,101579.37
2019-01-29_18,101358.18
2019-01-30_00,101095.19
2019-01-30_06,101134.94
2019-01-30_12,101205.734
2019-01-30_18,101547.02
2019-01-31_00,101719.12
2019-01-31_06,101854.17
2019-01-31_12,101749.266
2019-01-31_18,101931.445
2019-02-01_00,101896.92
2019-02-01_06,102054.125
2019-02-01_12,101874.83
2019-02-01_18,101961.28
2019-02-02_00,101905.375
2019-02-02_06,102008.96
2019-02-02_12,101908.445
2019-02-02_18,101935.57
2019-02-03_00,101865.77
2019-02-03_06,101933.914
2019-02-03_12,101716.65
2019-02-03_18,101676.56
2019-02-04_00,101497.63
2019-02-04_06,101458.52
2019-02-04_12,101339.77
2019-02-04_18,101263.97
2019-02-05_00,101184.055
2019-02-05_06,101153.47
2019-02-05_12,100833.445
2019-02-05_18,100898.9
2019-02-06_00,101316.65
2019-02-06_06,101592.67
2019-02-06_12,101343.164
2019-02-06_18,101236.35
2019-02-07_00,101229.17
2019-02-07_06,101192.164
2019-02-07_12,100988.97
2019-02-07_18,101104.03
2019-02-08_00,101147.805
2019-02-08_06,101311.13
2019-02-08_12,101289.84
2019-02-08_18,101541.016
2019-02-09_00,101655.95
2019-02-09_06,101769.21
2019-02-09_12,101733.03
2019-02-09_18,101868.58
2019-02-10_00,101878.71
2019-02-10_06,101974.29
2019-02-10_12,101851.91
2019-02-10_18,102017.555
2019-02-11_00,102008.72
2019-02-11_06,102117.36
2019-02-11_12,102051.44
2019-02-11_18,102131.32
2019-02-12_00,102077.47
2019-02-12_06,102043.29
2019-02-12_12,101749.7
2019-02-12_18,101755.055
2019-02-13_00,101637.234
2019-02-13_06,101467.336
2019-02-13_12,101124.734
2019-02-13_18,101143.53
2019-02-14_00,101033.35
2019-02-14_06,101155.23
2019-02-14_12,101044.945
2019-02-14_18,101155.27
2019-02-15_00,101005.62
2019-02-15_06,101092.51
2019-02-15_12,101105.03
2019-02-15_18,101442.53
2019-02-16_00,101643.12
2019-02-16_06,101963.28
2019-02-16_12,101912.04
2019-02-16_18,101992.97
2019-02-17_00,102003.86
2019-02-17_06,102029.23
2019-02-17_12,101854.17
2019-02-17_18,101904.32
2019-02-18_00,101815.67
2019-02-18_06,101888.26
2019-02-18_12,101816.8
2019-02-18_18,102007.88
2019-02-19_00,102090.33
2019-02-19_06,102173.95
2019-02-19_12,102107.984
2019-02-19_18,102180.54
2019-02-20_00,102144.09
2019-02-20_06,102171.92
2019-02-20_12,101956.4
2019-02-20_18,102019.85
2019-02-21_00,101943.04
2019-02-21_06,102007.94
2019-02-21_12,101819.92
2019-02-21_18,101914.26
2019-02-22_00,101795.41
2019-02-22_06,101818.7
2019-02-22_12,101510.35
2019-02-22_18,101636.55
2019-02-23_00,101602.61
2019-02-23_06,101745.945
2019-02-23_12,101602.734
2019-02-23_18,101618.9
2019-02-24_00,101626.93
2019-02-24_06,101707.47
2019-02-24_12,101559.96
2019-02-24_18,101516.41
