Date,Average pressure [Pa]
2021-01-01_00,100709.23
2021-01-01_06,100847.29
2021-01-01_12,100998.09
2021-01-01_18,101064.33
2021-01-02_00,101184.305
2021-01-02_06,101277.414
2021-01-02_12,101348.46
2021-01-02_18,101414.19
2021-01-03_00,101426.88
2021-01-03_06,101467.67
2021-01-03_12,101643.51
2021-01-03_18,101750.734
2021-01-04_00,101759.74
2021-01-04_06,101699.15
2021-01-04_12,101795.51
2021-01-04_18,101816.82
2021-01-05_00,101777.54
2021-01-05_06,101748.78
2021-01-05_12,101817.43
2021-01-05_18,101775.39
2021-01-06_00,101785.89
2021-01-06_06,101765.58
2021-01-06_12,101776.56
2021-01-06_18,101718.75
2021-01-07_00,101646.36
2021-01-07_06,101545.97
2021-01-07_12,101533.375
2021-01-07_18,101509.375
2021-01-08_00,101505.17
2021-01-08_06,101517.92
2021-01-08_12,101734.59
2021-01-08_18,101957.664
2021-01-09_00,102202.25
2021-01-09_06,102389.016
2021-01-09_12,102544.38
2021-01-09_18,102604.93
2021-01-10_00,102637.52
2021-01-10_06,102504.25
2021-01-10_12,102469.29
2021-01-10_18,102351.49
2021-01-11_00,102219.44
2021-01-11_06,101933.375
2021-01-11_12,101656.766
2021-01-11_18,101304.664
2021-01-12_00,100893.36
2021-01-12_06,100667.51
2021-01-12_12,101197.14
2021-01-12_18,101653.445
2021-01-13_00,101962.48
2021-01-13_06,101801.71
2021-01-13_12,101743.12
2021-01-13_18,101721.7
2021-01-14_00,101802.95
2021-01-14_06,101682.3
2021-01-14_12,101594.73
2021-01-14_18,101811.4
2021-01-15_00,102306.32
2021-01-15_06,102705.375
2021-01-15_12,103035.64
2021-01-15_18,103053.69
2021-01-16_00,102891.75
2021-01-16_06,102604.0
2021-01-16_12,101966.36
2021-01-16_18,101517.67
2021-01-17_00,101593.19
2021-01-17_06,101748.07
2021-01-17_12,102223.95
2021-01-17_18,102447.68
2021-01-18_00,102456.16
2021-01-18_06,102271.36
2021-01-18_12,102162.766
2021-01-18_18,101865.086
2021-01-19_00,101285.72
2021-01-19_06,100406.18
2021-01-19_12,100501.125
2021-01-19_18,100270.875
2021-01-20_00,99858.375
2021-01-20_06,99527.27
2021-01-20_12,99209.52
2021-01-20_18,98781.23
2021-01-21_00,97908.836
2021-01-21_06,98628.32
2021-01-21_12,98839.305
2021-01-21_18,98600.875
2021-01-22_00,98494.21
2021-01-22_06,98968.73
2021-01-22_12,99317.14
2021-01-22_18,99470.97
2021-01-23_00,99289.43
2021-01-23_06,99369.68
2021-01-23_12,99419.77
2021-01-23_18,99475.414
2021-01-24_00,99654.055
2021-01-24_06,99850.85
2021-01-24_12,99839.695
2021-01-24_18,99528.3
2021-01-25_00,99680.01
2021-01-25_06,100280.47
2021-01-25_12,100786.74
2021-01-25_18,101098.0
2021-01-26_00,101385.086
2021-01-26_06,101662.086
2021-01-26_12,101779.78
2021-01-26_18,101605.766
2021-01-27_00,101170.12
2021-01-27_06,100919.12
2021-01-27_12,101198.68
2021-01-27_18,101151.05
2021-01-28_00,100964.43
2021-01-28_06,100029.03
2021-01-28_12,100021.78
2021-01-28_18,100155.836
2021-01-29_00,99597.05
2021-01-29_06,99373.586
2021-01-29_12,99591.21
2021-01-29_18,99989.19
2021-01-30_00,100194.58
2021-01-30_06,99940.945
2021-01-30_12,99808.01
2021-01-30_18,99969.53
2021-01-31_00,100283.445
2021-01-31_06,100432.27
2021-01-31_12,100077.61
2021-01-31_18,99419.945
2021-02-01_00,99014.97
2021-02-01_06,99118.66
2021-02-01_12,99621.66
2021-02-01_18,100146.58
2021-02-02_00,100182.42
2021-02-02_06,99607.836
2021-02-02_12,99554.39
2021-02-02_18,99651.63
2021-02-03_00,99481.445
2021-02-03_06,99433.664
2021-02-03_12,99208.4
2021-02-03_18,99859.89
2021-02-04_00,100576.24
2021-02-04_06,100994.8
2021-02-04_12,101170.07
2021-02-04_18,101036.67
2021-02-05_00,100909.375
2021-02-05_06,100838.04
2021-02-05_12,101003.27
2021-02-05_18,101023.66
2021-02-06_00,100968.14
2021-02-06_06,100859.81
2021-02-06_12,100733.18
2021-02-06_18,100457.18
2021-02-07_00,100279.055
2021-02-07_06,100087.06
2021-02-07_12,100091.92
2021-02-07_18,100124.266
2021-02-08_00,100107.74
2021-02-08_06,100089.43
2021-02-08_12,100228.664
2021-02-08_18,100334.79
2021-02-09_00,100512.59
2021-02-09_06,100669.44
2021-02-09_12,100794.266
2021-02-09_18,100787.65
2021-02-10_00,100884.79
2021-02-10_06,101070.9
2021-02-10_12,101496.9
2021-02-10_18,101956.836
2021-02-11_00,102418.45
2021-02-11_06,102710.06
2021-02-11_12,102896.44
2021-02-11_18,102961.234
2021-02-12_00,102962.695
2021-02-12_06,103082.836
2021-02-12_12,103207.664
2021-02-12_18,103310.67
2021-02-13_00,103450.05
2021-02-13_06,103548.17
