Date,Average pressure [Pa]
2021-01-01_00,101092.04
2021-01-01_06,101265.26
2021-01-01_12,101542.234
2021-01-01_18,101679.56
2021-01-02_00,101939.77
2021-01-02_06,102075.07
2021-01-02_12,102035.96
2021-01-02_18,101990.75
2021-01-03_00,102101.88
2021-01-03_06,102055.56
2021-01-03_12,102143.51
2021-01-03_18,102125.734
2021-01-04_00,102240.6
2021-01-04_06,102308.52
2021-01-04_12,102405.27
2021-01-04_18,102409.79
2021-01-05_00,102464.65
2021-01-05_06,102471.44
2021-01-05_12,102493.21
2021-01-05_18,102470.31
2021-01-06_00,102425.734
2021-01-06_06,102338.625
2021-01-06_12,102309.375
2021-01-06_18,102241.016
2021-01-07_00,102151.44
2021-01-07_06,102003.39
2021-01-07_12,102047.44
2021-01-07_18,101923.83
2021-01-08_00,101910.25
2021-01-08_06,101885.89
2021-01-08_12,101999.44
2021-01-08_18,102148.68
2021-01-09_00,102351.47
2021-01-09_06,102555.42
2021-01-09_12,102791.65
2021-01-09_18,102870.164
2021-01-10_00,102916.43
2021-01-10_06,102768.31
2021-01-10_12,102754.055
2021-01-10_18,102597.586
2021-01-11_00,102436.625
2021-01-11_06,102177.91
2021-01-11_12,101986.06
2021-01-11_18,101574.195
2021-01-12_00,101455.08
2021-01-12_06,101305.79
2021-01-12_12,101728.78
2021-01-12_18,101929.62
2021-01-13_00,102067.945
2021-01-13_06,101971.24
2021-01-13_12,102067.336
2021-01-13_18,101919.36
2021-01-14_00,101676.39
2021-01-14_06,101686.984
2021-01-14_12,102272.46
2021-01-14_18,102514.52
2021-01-15_00,102802.414
2021-01-15_06,102906.16
2021-01-15_12,102913.766
2021-01-15_18,102521.266
2021-01-16_00,101824.56
2021-01-16_06,101606.734
2021-01-16_12,101997.61
2021-01-16_18,102153.22
2021-01-17_00,102368.19
2021-01-17_06,102605.49
2021-01-17_12,102931.766
2021-01-17_18,102846.9
2021-01-18_00,102679.59
2021-01-18_06,102332.69
2021-01-18_12,101967.45
2021-01-18_18,101215.48
2021-01-19_00,100801.734
2021-01-19_06,100628.836
2021-01-19_12,100120.66
2021-01-19_18,99359.16
2021-01-20_00,98937.67
2021-01-20_06,98451.88
2021-01-20_12,97938.82
2021-01-20_18,97939.82
