Date,Average temperature [K]
2019-01-01_00,281.29208
2019-01-01_06,281.9365
2019-01-01_12,289.5089
2019-01-01_18,285.42804
2019-01-02_00,282.5759
2019-01-02_06,282.41394
2019-01-02_12,287.85254
2019-01-02_18,284.50122
2019-01-03_00,282.89044
2019-01-03_06,283.30722
2019-01-03_12,289.7388
2019-01-03_18,283.6727
2019-01-04_00,278.64865
2019-01-04_06,281.19043
2019-01-04_12,290.24554
2019-01-04_18,282.7033
2019-01-05_00,279.65436
2019-01-05_06,281.5622
2019-01-05_12,292.47687
2019-01-05_18,288.54797
2019-01-06_00,285.61304
2019-01-06_06,283.0971
2019-01-06_12,289.12677
2019-01-06_18,283.92505
2019-01-07_00,280.7036
2019-01-07_06,279.84357
2019-01-07_12,286.82336
2019-01-07_18,281.64276
2019-01-08_00,279.2312
2019-01-08_06,279.97983
2019-01-08_12,287.711
2019-01-08_18,282.3915
2019-01-09_00,280.2954
2019-01-09_06,279.82788
2019-01-09_12,286.27505
2019-01-09_18,281.72272
2019-01-10_00,279.58655
2019-01-10_06,278.70807
2019-01-10_12,286.22134
2019-01-10_18,280.26227
2019-01-11_00,276.85577
2019-01-11_06,278.39905
2019-01-11_12,286.67474
2019-01-11_18,279.0254
2019-01-12_00,276.27863
2019-01-12_06,277.02814
2019-01-12_12,285.42328
2019-01-12_18,281.88037
2019-01-13_00,281.70294
2019-01-13_06,284.58978
2019-01-13_12,292.81802
2019-01-13_18,288.31372
2019-01-14_00,284.6385
2019-01-14_06,280.8439
2019-01-14_12,288.4579
2019-01-14_18,283.04425
2019-01-15_00,279.47314
2019-01-15_06,280.5987
2019-01-15_12,290.0995
2019-01-15_18,283.82355
2019-01-16_00,279.51233
2019-01-16_06,281.1741
2019-01-16_12,291.3037
2019-01-16_18,284.13037
2019-01-17_00,282.65137
2019-01-17_06,280.46533
2019-01-17_12,286.9407
2019-01-17_18,284.5153
2019-01-18_00,281.08313
2019-01-18_06,281.0805
2019-01-18_12,286.26035
2019-01-18_18,280.8252
2019-01-19_00,275.17236
2019-01-19_06,275.98242
2019-01-19_12,284.8569
2019-01-19_18,279.25894
2019-01-20_00,276.1507
2019-01-20_06,278.33502
2019-01-20_12,287.0706
2019-01-20_18,280.5232
2019-01-21_00,279.344
2019-01-21_06,279.847
2019-01-21_12,287.0128
2019-01-21_18,280.66214
2019-01-22_00,277.19794
2019-01-22_06,277.9989
2019-01-22_12,288.1441
2019-01-22_18,282.2417
2019-01-23_00,279.41312
2019-01-23_06,279.59952
2019-01-23_12,288.78543
2019-01-23_18,283.26575
2019-01-24_00,278.19318
2019-01-24_06,279.46646
2019-01-24_12,291.63043
2019-01-24_18,286.64587
2019-01-25_00,282.78906
2019-01-25_06,284.6282
2019-01-25_12,293.8914
2019-01-25_18,285.64832
2019-01-26_00,281.61566
2019-01-26_06,282.15686
2019-01-26_12,294.37253
2019-01-26_18,288.55884
