Date,Average Pressure [Pa]
2021-01-01_00,95806.1
2021-01-01_06,95865.65
2021-01-01_12,96148.875
2021-01-01_18,96069.8
2021-01-02_00,96123.37
2021-01-02_06,95956.71
2021-01-02_12,96439.48
2021-01-02_18,96459.89
2021-01-03_00,96719.46
2021-01-03_06,96635.25
2021-01-03_12,96851.71
2021-01-03_18,96800.734
2021-01-04_00,96974.586
2021-01-04_06,96861.65
2021-01-04_12,96908.4
2021-01-04_18,96752.37
2021-01-05_00,96618.164
2021-01-05_06,96230.03
2021-01-05_12,96135.79
2021-01-05_18,95899.22
2021-01-06_00,96014.8
2021-01-06_06,95759.33
2021-01-06_12,95772.266
2021-01-06_18,95379.69
2021-01-07_00,95167.06
2021-01-07_06,94463.94
2021-01-07_12,95038.06
2021-01-07_18,95316.016
2021-01-08_00,95449.7
2021-01-08_06,95157.766
2021-01-08_12,95368.97
2021-01-08_18,95393.21
2021-01-09_00,95479.984
2021-01-09_06,95312.06
2021-01-09_12,95567.82
2021-01-09_18,95756.88
2021-01-10_00,96143.38
2021-01-10_06,96130.81
2021-01-10_12,96357.57
2021-01-10_18,96369.46
2021-01-11_00,96779.2
2021-01-11_06,96704.86
2021-01-11_12,96835.28
2021-01-11_18,96401.93
2021-01-12_00,96122.266
2021-01-12_06,95680.79
2021-01-12_12,95661.59
2021-01-12_18,95705.79
2021-01-13_00,95967.555
2021-01-13_06,95949.37
2021-01-13_12,96156.79
2021-01-13_18,96080.3
2021-01-14_00,96251.39
2021-01-14_06,96252.22
2021-01-14_12,96728.71
2021-01-14_18,96857.49
2021-01-15_00,96958.664
2021-01-15_06,96563.19
2021-01-15_12,96427.44
2021-01-15_18,96023.22
2021-01-16_00,95834.33
2021-01-16_06,95482.125
2021-01-16_12,95857.375
2021-01-16_18,96077.05
2021-01-17_00,96118.19
2021-01-17_06,95807.445
2021-01-17_12,95992.7
2021-01-17_18,96048.07
2021-01-18_00,96099.125
2021-01-18_06,95601.83
2021-01-18_12,95569.8
2021-01-18_18,95472.12
2021-01-19_00,96125.95
2021-01-19_06,96430.4
2021-01-19_12,96918.31
2021-01-19_18,97079.86
2021-01-20_00,97332.2
2021-01-20_06,97235.086
2021-01-20_12,97287.65
2021-01-20_18,97179.27
2021-01-21_00,97199.85
2021-01-21_06,96776.37
2021-01-21_12,96673.68
2021-01-21_18,96361.03
2021-01-22_00,96407.1
2021-01-22_06,96175.37
2021-01-22_12,96434.33
2021-01-22_18,96455.734
2021-01-23_00,96699.586
2021-01-23_06,96529.055
2021-01-23_12,96574.07
2021-01-23_18,96483.62
2021-01-24_00,96614.99
2021-01-24_06,96423.9
2021-01-24_12,96699.07
2021-01-24_18,96788.06
2021-01-25_00,97082.35
2021-01-25_06,97007.81
