Date,Average pressure [Pa]
2021-01-01_00,101065.48
2021-01-01_06,101087.13
2021-01-01_12,100920.75
2021-01-01_18,101051.05
2021-01-02_00,101574.93
2021-01-02_06,101613.35
2021-01-02_12,101454.71
2021-01-02_18,100913.41
2021-01-03_00,100933.914
2021-01-03_06,101410.64
2021-01-03_12,101857.57
2021-01-03_18,102099.17
2021-01-04_00,102476.93
2021-01-04_06,102371.02
2021-01-04_12,102329.88
2021-01-04_18,102135.57
2021-01-05_00,102236.13
2021-01-05_06,102165.19
2021-01-05_12,101992.43
2021-01-05_18,101559.766
2021-01-06_00,101465.58
2021-01-06_06,100724.95
2021-01-06_12,100140.625
2021-01-06_18,100400.78
2021-01-07_00,101033.86
2021-01-07_06,101175.66
2021-01-07_12,100922.44
2021-01-07_18,100339.06
2021-01-08_00,100302.05
2021-01-08_06,100377.3
2021-01-08_12,100605.69
2021-01-08_18,100645.164
2021-01-09_00,100786.625
2021-01-09_06,100477.3
2021-01-09_12,100682.664
2021-01-09_18,100796.336
2021-01-10_00,100929.71
2021-01-10_06,100777.69
2021-01-10_12,101033.35
2021-01-10_18,101229.62
2021-01-11_00,101648.34
2021-01-11_06,101728.69
2021-01-11_12,102108.33
2021-01-11_18,102338.26
2021-01-12_00,102801.17
2021-01-12_06,102755.01
2021-01-12_12,102586.2
2021-01-12_18,101918.29
2021-01-13_00,100991.38
2021-01-13_06,100104.055
2021-01-13_12,100848.586
2021-01-13_18,101421.7
2021-01-14_00,101995.92
2021-01-14_06,101987.766
2021-01-14_12,101923.63
2021-01-14_18,101493.43
2021-01-15_00,101668.04
2021-01-15_06,101737.41
2021-01-15_12,102097.36
2021-01-15_18,102165.41
2021-01-16_00,102489.41
2021-01-16_06,102325.09
2021-01-16_12,102202.3
2021-01-16_18,101825.484
2021-01-17_00,101615.84
2021-01-17_06,101554.32
2021-01-17_12,101627.86
2021-01-17_18,100535.96
2021-01-18_00,100021.78
2021-01-18_06,101104.95
2021-01-18_12,101296.36
2021-01-18_18,100701.805
2021-01-19_00,100398.22
2021-01-19_06,100278.055
2021-01-19_12,100571.44
2021-01-19_18,100596.66
2021-01-20_00,101049.0
2021-01-20_06,101309.305
2021-01-20_12,101508.74
2021-01-20_18,101572.63
2021-01-21_00,101952.586
2021-01-21_06,102182.23
2021-01-21_12,102323.68
2021-01-21_18,102164.16
2021-01-22_00,102151.24
2021-01-22_06,101857.79
2021-01-22_12,101496.83
2021-01-22_18,101406.91
2021-01-23_00,101581.62
2021-01-23_06,101854.055
2021-01-23_12,102200.24
2021-01-23_18,102223.85
2021-01-24_00,102375.93
2021-01-24_06,102095.38
2021-01-24_12,101660.79
2021-01-24_18,100789.234
2021-01-25_00,100378.445
2021-01-25_06,100338.28
2021-01-25_12,100741.43
2021-01-25_18,101158.16
2021-01-26_00,101541.336
2021-01-26_06,101810.52
2021-01-26_12,102214.94
2021-01-26_18,102426.86
2021-01-27_00,102670.9
2021-01-27_06,102593.336
2021-01-27_12,102577.586
2021-01-27_18,102433.86
2021-01-28_00,102469.9
2021-01-28_06,102273.56
2021-01-28_12,102121.0
2021-01-28_18,101583.96
2021-01-29_00,101397.83
2021-01-29_06,100743.12
2021-01-29_12,100307.62
2021-01-29_18,100257.16
2021-01-30_00,100468.016
2021-01-30_06,100326.1
2021-01-30_12,100477.54
2021-01-30_18,100509.375
2021-01-31_00,100849.07
2021-01-31_06,101176.02
2021-01-31_12,101460.42
2021-01-31_18,101564.48
