Date,Average pressure [Pa]
2021-01-01_00,101117.04
2021-01-01_06,100881.664
2021-01-01_12,101056.69
2021-01-01_18,100861.984
2021-01-02_00,101096.805
2021-01-02_06,100830.15
2021-01-02_12,101055.49
2021-01-02_18,100925.125
2021-01-03_00,101150.32
2021-01-03_06,100848.53
2021-01-03_12,101068.9
2021-01-03_18,100878.47
2021-01-04_00,101080.055
2021-01-04_06,100863.99
2021-01-04_12,101059.57
2021-01-04_18,100850.805
2021-01-05_00,101073.63
2021-01-05_06,100762.45
2021-01-05_12,101024.46
2021-01-05_18,100804.69
2021-01-06_00,101015.97
2021-01-06_06,100763.234
2021-01-06_12,100972.66
2021-01-06_18,100738.67
2021-01-07_00,100949.875
2021-01-07_06,100703.0
2021-01-07_12,100911.89
2021-01-07_18,100680.86
2021-01-08_00,100951.66
2021-01-08_06,100726.91
2021-01-08_12,100965.45
2021-01-08_18,100752.195
2021-01-09_00,100968.266
2021-01-09_06,100642.92
2021-01-09_12,100995.945
2021-01-09_18,100781.49
2021-01-10_00,101022.68
2021-01-10_06,100743.7
2021-01-10_12,101060.305
2021-01-10_18,100736.65
2021-01-11_00,101031.16
2021-01-11_06,100785.33
2021-01-11_12,100974.34
2021-01-11_18,100740.21
2021-01-12_00,101003.516
2021-01-12_06,100781.57
2021-01-12_12,101013.16
2021-01-12_18,100836.26
2021-01-13_00,101096.07
2021-01-13_06,100833.74
2021-01-13_12,101047.805
2021-01-13_18,100809.59
2021-01-14_00,101041.234
2021-01-14_06,100756.91
2021-01-14_12,101032.23
2021-01-14_18,100772.73
2021-01-15_00,100915.695
2021-01-15_06,100619.83
2021-01-15_12,100839.94
2021-01-15_18,100645.09
2021-01-16_00,100891.75
2021-01-16_06,100618.06
2021-01-16_12,100852.3
2021-01-16_18,100688.766
2021-01-17_00,100914.28
2021-01-17_06,100736.74
2021-01-17_12,100977.86
2021-01-17_18,100800.414
2021-01-18_00,101067.875
2021-01-18_06,100794.41
2021-01-18_12,101026.44
2021-01-18_18,100916.26
2021-01-19_00,101234.94
2021-01-19_06,101027.27
2021-01-19_12,101262.45
2021-01-19_18,101071.266
2021-01-20_00,101314.625
2021-01-20_06,100985.48
2021-01-20_12,101228.664
2021-01-20_18,101075.76
2021-01-21_00,101265.87
2021-01-21_06,100927.54
2021-01-21_12,101146.336
2021-01-21_18,100948.14
2021-01-22_00,101232.1
2021-01-22_06,100901.15
2021-01-22_12,101106.2
2021-01-22_18,100904.17
2021-01-23_00,101132.01
2021-01-23_06,100838.43
2021-01-23_12,101085.79
2021-01-23_18,100941.04
2021-01-24_00,101216.945
2021-01-24_06,100925.85
2021-01-24_12,101128.76
2021-01-24_18,100875.56
2021-01-25_00,101050.32
2021-01-25_06,100772.66
2021-01-25_12,100980.88
2021-01-25_18,100763.625
2021-01-26_00,100997.98
2021-01-26_06,100675.76
2021-01-26_12,100915.33
2021-01-26_18,100719.83
2021-01-27_00,100927.15
2021-01-27_06,100697.24
2021-01-27_12,100813.13
2021-01-27_18,100733.86
2021-01-28_00,100969.51
2021-01-28_06,100755.59
2021-01-28_12,100936.625
2021-01-28_18,100787.48
2021-01-29_00,100972.44
2021-01-29_06,100717.73
2021-01-29_12,100927.15
2021-01-29_18,100865.75
2021-01-30_00,101100.05
2021-01-30_06,100747.98
2021-01-30_12,100976.37
2021-01-30_18,100906.64
2021-01-31_00,101176.414
2021-01-31_06,100892.43
2021-01-31_12,101102.61
2021-01-31_18,100959.4
2021-02-01_00,101118.484
2021-02-01_06,100905.766
2021-02-01_12,101085.33
2021-02-01_18,100988.375
2021-02-02_00,101194.14
2021-02-02_06,100874.63
2021-02-02_12,101145.41
2021-02-02_18,100995.38
2021-02-03_00,101196.68
2021-02-03_06,100880.15
2021-02-03_12,101073.24
2021-02-03_18,100986.06
2021-02-04_00,101136.79
2021-02-04_06,100831.125
2021-02-04_12,101074.76
2021-02-04_18,100934.72
2021-02-05_00,101128.125
2021-02-05_06,100794.68
2021-02-05_12,101048.98
2021-02-05_18,100849.44
2021-02-06_00,101186.11
2021-02-06_06,100882.47
2021-02-06_12,101052.32
2021-02-06_18,100878.664
2021-02-07_00,101100.93
2021-02-07_06,100740.19
2021-02-07_12,100942.31
2021-02-07_18,100823.09
2021-02-08_00,101138.6
2021-02-08_06,100887.87
2021-02-08_12,101141.164
2021-02-08_18,100934.79
2021-02-09_00,101114.55
2021-02-09_06,100840.14
2021-02-09_12,101077.86
2021-02-09_18,100954.445
2021-02-10_00,101158.62
2021-02-10_06,100878.71
2021-02-10_12,101054.32
2021-02-10_18,100969.73
2021-02-11_00,101198.14
2021-02-11_06,100873.34
2021-02-11_12,101078.47
2021-02-11_18,100896.0
2021-02-12_00,101134.96
2021-02-12_06,100873.46
2021-02-12_12,101080.71
2021-02-12_18,100909.5
2021-02-13_00,101187.16
2021-02-13_06,100916.14
2021-02-13_12,101044.46
2021-02-13_18,100864.65
2021-02-14_00,101080.49
2021-02-14_06,100807.4
2021-02-14_12,101023.9
2021-02-14_18,100844.53
2021-02-15_00,101011.59
2021-02-15_06,100744.77
2021-02-15_12,100941.38
2021-02-15_18,100742.555
2021-02-16_00,101023.56
2021-02-16_06,100734.72
2021-02-16_12,100958.11
2021-02-16_18,100733.27
2021-02-17_00,100966.06
2021-02-17_06,100680.62
2021-02-17_12,100967.73
2021-02-17_18,100759.11
2021-02-18_00,101041.99
2021-02-18_06,100704.125
2021-02-18_12,100965.89
2021-02-18_18,100780.79
2021-02-19_00,100992.7
2021-02-19_06,100696.24
2021-02-19_12,101038.74
2021-02-19_18,100853.445
2021-02-20_00,101097.75
2021-02-20_06,100759.13
2021-02-20_12,101055.4
2021-02-20_18,100908.72
2021-02-21_00,101187.11
2021-02-21_06,100936.695
2021-02-21_12,101194.92
2021-02-21_18,100997.266
2021-02-22_00,101211.35
2021-02-22_06,100929.62
2021-02-22_12,101149.37
2021-02-22_18,100983.47
2021-02-23_00,101141.58
2021-02-23_06,100735.16
2021-02-23_12,100951.3
2021-02-23_18,100747.63
2021-02-24_00,100977.83
2021-02-24_06,100710.23
2021-02-24_12,100862.74
2021-02-24_18,100723.09
2021-02-25_00,100950.93
2021-02-25_06,100650.78
2021-02-25_12,100869.555
2021-02-25_18,100699.24
2021-02-26_00,100951.3
2021-02-26_06,100730.055
2021-02-26_12,101012.086
2021-02-26_18,100852.61
2021-02-27_00,101142.28
2021-02-27_06,100877.93
2021-02-27_12,101093.43
2021-02-27_18,100943.12
2021-02-28_00,101237.086
2021-02-28_06,100966.7
2021-02-28_12,101125.34
2021-02-28_18,101010.94
2021-03-01_00,101260.42
2021-03-01_06,101005.95
2021-03-01_12,101143.19
2021-03-01_18,101025.24
2021-03-02_00,101251.83
2021-03-02_06,100994.31
2021-03-02_12,101204.055
2021-03-02_18,101069.21
2021-03-03_00,101237.06
2021-03-03_06,101042.53
2021-03-03_12,101244.9
2021-03-03_18,101159.984
2021-03-04_00,101358.96
2021-03-04_06,101068.45
2021-03-04_12,101290.87
2021-03-04_18,101093.21
2021-03-05_00,101290.45
2021-03-05_06,101036.13
2021-03-05_12,101244.266
2021-03-05_18,101041.36
2021-03-06_00,101340.086
2021-03-06_06,101041.38
2021-03-06_12,101272.14
2021-03-06_18,101075.93
2021-03-07_00,101259.305
2021-03-07_06,100993.99
2021-03-07_12,101217.84
2021-03-07_18,101024.68
2021-03-08_00,101230.49
2021-03-08_06,101000.05
2021-03-08_12,101188.04
2021-03-08_18,100941.19
2021-03-09_00,101175.93
2021-03-09_06,100980.47
2021-03-09_12,101220.92
2021-03-09_18,101088.21
2021-03-10_00,101275.09
2021-03-10_06,101015.92
2021-03-10_12,101300.78
2021-03-10_18,101118.484
2021-03-11_00,101422.95
2021-03-11_06,101116.97
2021-03-11_12,101339.84
2021-03-11_18,101098.734
2021-03-12_00,101357.57
2021-03-12_06,101157.03
2021-03-12_12,101349.17
2021-03-12_18,101178.76
2021-03-13_00,101387.65
2021-03-13_06,101006.64
2021-03-13_12,101166.36
2021-03-13_18,100958.4
2021-03-14_00,101183.89
2021-03-14_06,100882.81
2021-03-14_12,101162.59
2021-03-14_18,100960.81
2021-03-15_00,101200.71
2021-03-15_06,100956.766
2021-03-15_12,101198.53
2021-03-15_18,100980.766
2021-03-16_00,101244.99
2021-03-16_06,100952.71
2021-03-16_12,101211.26
2021-03-16_18,101007.74
2021-03-17_00,101169.46
2021-03-17_06,100884.16
2021-03-17_12,101063.67
2021-03-17_18,100919.51
2021-03-18_00,101098.22
2021-03-18_06,100762.984
2021-03-18_12,100976.93
2021-03-18_18,100778.734
2021-03-19_00,100989.75
2021-03-19_06,100713.625
2021-03-19_12,100929.17
2021-03-19_18,100749.195
2021-03-20_00,100982.94
2021-03-20_06,100690.48
2021-03-20_12,100946.61
2021-03-20_18,100719.016
2021-03-21_00,101033.03
2021-03-21_06,100801.44
2021-03-21_12,101048.586
2021-03-21_18,100925.09
2021-03-22_00,101203.49
2021-03-22_06,100943.8
2021-03-22_12,101244.75
2021-03-22_18,101086.766
2021-03-23_00,101269.625
2021-03-23_06,100966.06
2021-03-23_12,101148.95
2021-03-23_18,100953.664
2021-03-24_00,101137.06
2021-03-24_06,100778.91
2021-03-24_12,101074.0
2021-03-24_18,100854.71
2021-03-25_00,101066.164
2021-03-25_06,100840.67
2021-03-25_12,101060.766
2021-03-25_18,100797.336
2021-03-26_00,100998.0
2021-03-26_06,100721.12
2021-03-26_12,100957.62
2021-03-26_18,100743.68
2021-03-27_00,100969.46
2021-03-27_06,100665.086
2021-03-27_12,100954.2
2021-03-27_18,100734.47
2021-03-28_00,100936.5
2021-03-28_06,100648.266
2021-03-28_12,100871.78
2021-03-28_18,100637.33
2021-03-29_00,100886.35
2021-03-29_06,100592.19
2021-03-29_12,100814.97
2021-03-29_18,100589.8
2021-03-30_00,100760.42
2021-03-30_06,100462.35
2021-03-30_12,100703.3
2021-03-30_18,100547.336
2021-03-31_00,100771.85
2021-03-31_06,100446.46
2021-03-31_12,100688.305
2021-03-31_18,100540.77
2021-04-01_00,100802.88
2021-04-01_06,100566.336
2021-04-01_12,100761.18
2021-04-01_18,100582.79
2021-04-02_00,100923.92
2021-04-02_06,100647.46
2021-04-02_12,100879.734
2021-04-02_18,100638.99
2021-04-03_00,100877.37
2021-04-03_06,100605.47
2021-04-03_12,100890.99
2021-04-03_18,100697.95
2021-04-04_00,100989.06
2021-04-04_06,100618.234
2021-04-04_12,100937.84
2021-04-04_18,100807.25
2021-04-05_00,101027.05
2021-04-05_06,100797.484
2021-04-05_12,101042.164
2021-04-05_18,100828.586
2021-04-06_00,101147.83
2021-04-06_06,100869.36
2021-04-06_12,101100.22
2021-04-06_18,100855.445
2021-04-07_00,101018.77
2021-04-07_06,100705.62
2021-04-07_12,100917.26
2021-04-07_18,100662.74
2021-04-08_00,100889.21
2021-04-08_06,100597.0
2021-04-08_12,100934.914
2021-04-08_18,100799.61
2021-04-09_00,101030.4
2021-04-09_06,100775.69
2021-04-09_12,101088.8
2021-04-09_18,100891.28
2021-04-10_00,101155.47
2021-04-10_06,100887.89
2021-04-10_12,101170.8
2021-04-10_18,100965.19
2021-04-11_00,101182.664
2021-04-11_06,100893.09
2021-04-11_12,101127.3
2021-04-11_18,100868.21
2021-04-12_00,101075.32
2021-04-12_06,100738.695
2021-04-12_12,100956.34
2021-04-12_18,100692.336
2021-04-13_00,100901.0
2021-04-13_06,100550.0
2021-04-13_12,100786.59
2021-04-13_18,100482.375
2021-04-14_00,100689.234
2021-04-14_06,100338.52
2021-04-14_12,100637.234
2021-04-14_18,100432.03
2021-04-15_00,100686.305
2021-04-15_06,100421.73
2021-04-15_12,100721.9
2021-04-15_18,100584.13
2021-04-16_00,100900.66
2021-04-16_06,100706.69
2021-04-16_12,101017.45
2021-04-16_18,100843.9
2021-04-17_00,101121.22
2021-04-17_06,100864.21
2021-04-17_12,101124.05
2021-04-17_18,100878.88
2021-04-18_00,101085.84
2021-04-18_06,100777.91
2021-04-18_12,101043.73
2021-04-18_18,100863.55
2021-04-19_00,101049.46
2021-04-19_06,100771.63
2021-04-19_12,101089.19
2021-04-19_18,100911.57
2021-04-20_00,101148.875
2021-04-20_06,100862.984
2021-04-20_12,101201.586
2021-04-20_18,101052.27
2021-04-21_00,101205.1
2021-04-21_06,100908.4
2021-04-21_12,101152.25
2021-04-21_18,100984.055
2021-04-22_00,101182.055
2021-04-22_06,100800.76
2021-04-22_12,100989.87
2021-04-22_18,100862.52
2021-04-23_00,101062.96
2021-04-23_06,100729.2
2021-04-23_12,101017.234
2021-04-23_18,100845.83
2021-04-24_00,101039.77
2021-04-24_06,100767.14
2021-04-24_12,101008.27
2021-04-24_18,100776.71
2021-04-25_00,100954.15
2021-04-25_06,100744.53
2021-04-25_12,101023.07
2021-04-25_18,100839.16
2021-04-26_00,101082.25
2021-04-26_06,100860.57
2021-04-26_12,101170.97
2021-04-26_18,101017.12
2021-04-27_00,101257.3
2021-04-27_06,100997.83
2021-04-27_12,101218.8
2021-04-27_18,101122.14
2021-04-28_00,101325.34
2021-04-28_06,101045.22
2021-04-28_12,101199.0
2021-04-28_18,101006.55
2021-04-29_00,101173.46
2021-04-29_06,100927.95
2021-04-29_12,101161.65
2021-04-29_18,101054.2
2021-04-30_00,101275.195
2021-04-30_06,101047.7
2021-04-30_12,101266.38
2021-04-30_18,101085.305
2021-05-01_00,101243.45
2021-05-01_06,100995.945
2021-05-01_12,101204.93
2021-05-01_18,101023.484
2021-05-02_00,101189.305
2021-05-02_06,100981.01
2021-05-02_12,101175.586
2021-05-02_18,100962.72
2021-05-03_00,101142.9
2021-05-03_06,100851.1
2021-05-03_12,101019.92
2021-05-03_18,100923.61
2021-05-04_00,101067.36
2021-05-04_06,100828.88
2021-05-04_12,100986.06
2021-05-04_18,100906.25
2021-05-05_00,101083.13
2021-05-05_06,100838.234
2021-05-05_12,101048.68
2021-05-05_18,100858.3
2021-05-06_00,101035.72
2021-05-06_06,100770.31
2021-05-06_12,101068.21
2021-05-06_18,100879.32
2021-05-07_00,101036.79
2021-05-07_06,100753.836
2021-05-07_12,100969.164
2021-05-07_18,100789.48
2021-05-08_00,100983.52
2021-05-08_06,100753.34
2021-05-08_12,101040.5
2021-05-08_18,100785.086
2021-05-09_00,101034.89
2021-05-09_06,100775.02
2021-05-09_12,101035.72
2021-05-09_18,100778.664
2021-05-10_00,101009.35
2021-05-10_06,100827.95
2021-05-10_12,101123.29
2021-05-10_18,100973.76
2021-05-11_00,101090.67
2021-05-11_06,100832.69
2021-05-11_12,101073.56
2021-05-11_18,100856.03
2021-05-12_00,101054.445
2021-05-12_06,100769.36
2021-05-12_12,101089.89
2021-05-12_18,100905.69
2021-05-13_00,101046.58
2021-05-13_06,100798.05
2021-05-13_12,101006.88
2021-05-13_18,100816.6
2021-05-14_00,101052.734
2021-05-14_06,100812.13
2021-05-14_12,100966.164
2021-05-14_18,100862.18
