Date,Average temperature [K]
2020-01-01_00,293.05798
2020-01-01_06,297.57037
2020-01-01_12,289.34943
2020-01-01_18,284.7984
2020-01-02_00,293.55057
2020-01-02_06,303.09366
2020-01-02_12,293.0456
2020-01-02_18,291.2533
2020-01-03_00,303.4217
2020-01-03_06,313.2102
2020-01-03_12,302.5797
2020-01-03_18,291.1651
2020-01-04_00,291.86243
2020-01-04_06,291.82983
2020-01-04_12,286.98447
2020-01-04_18,285.48212
2020-01-05_00,285.91376
2020-01-05_06,288.39
2020-01-05_12,287.88556
2020-01-05_18,285.383
2020-01-06_00,291.37726
2020-01-06_06,296.9582
2020-01-06_12,289.8449
2020-01-06_18,286.84436
2020-01-07_00,295.34882
2020-01-07_06,301.90024
2020-01-07_12,292.5915
2020-01-07_18,289.91245
2020-01-08_00,298.22012
2020-01-08_06,306.21484
2020-01-08_12,296.93747
2020-01-08_18,294.1312
2020-01-09_00,301.848
2020-01-09_06,312.8305
2020-01-09_12,304.23834
2020-01-09_18,295.48605
2020-01-10_00,294.0272
2020-01-10_06,291.79724
2020-01-10_12,289.00726
2020-01-10_18,286.5025
2020-01-11_00,291.76007
2020-01-11_06,294.59958
2020-01-11_12,287.55032
2020-01-11_18,286.6147
2020-01-12_00,291.43774
2020-01-12_06,300.11646
2020-01-12_12,292.12512
2020-01-12_18,289.40656
2020-01-13_00,299.46893
2020-01-13_06,305.80127
2020-01-13_12,293.90933
2020-01-13_18,290.7811
2020-01-14_00,298.88318
2020-01-14_06,303.9552
2020-01-14_12,292.96356
2020-01-14_18,288.7905
2020-01-15_00,293.00922
2020-01-15_06,294.72845
2020-01-15_12,288.63892
2020-01-15_18,287.72073
2020-01-16_00,291.60678
2020-01-16_06,294.5725
2020-01-16_12,288.27368
2020-01-16_18,284.53156
2020-01-17_00,289.95935
2020-01-17_06,295.12997
2020-01-17_12,287.81726
2020-01-17_18,284.99713
2020-01-18_00,292.17493
2020-01-18_06,297.81757
2020-01-18_12,289.1674
2020-01-18_18,287.33163
2020-01-19_00,291.88437
2020-01-19_06,292.48523
2020-01-19_12,289.0863
2020-01-19_18,288.81476
2020-01-20_00,290.40765
2020-01-20_06,294.41995
2020-01-20_12,288.16974
2020-01-20_18,285.45065
2020-01-21_00,290.97922
2020-01-21_06,299.1516
2020-01-21_12,292.51752
2020-01-21_18,294.2127
2020-01-22_00,295.52734
2020-01-22_06,293.2301
2020-01-22_12,290.48938
2020-01-22_18,288.64417
2020-01-23_00,290.6718
2020-01-23_06,293.01596
2020-01-23_12,288.10062
2020-01-23_18,286.31815
2020-01-24_00,292.13458
2020-01-24_06,296.358
2020-01-24_12,290.28467
2020-01-24_18,287.36395
