Date,Average preserature [K]
2014-09-07_12,99486.55
2014-09-07_18,99339.19
2014-09-08_00,99418.7
2014-09-08_06,99218.77
2014-09-08_12,99159.16
2014-09-08_18,98916.48
2014-09-09_00,99068.29
2014-09-09_06,99093.14
2014-09-09_12,99495.66
2014-09-09_18,99584.28
2014-09-10_00,99747.22
2014-09-10_06,99645.22
2014-09-10_12,99775.91
2014-09-10_18,99702.805
2014-09-11_00,99826.44
2014-09-11_06,99586.35
2014-09-11_12,99721.73
2014-09-11_18,99654.17
2014-09-12_00,99816.016
2014-09-12_06,99646.02
2014-09-12_12,99797.92
2014-09-12_18,99678.61
2014-09-13_00,99843.875
2014-09-13_06,99638.45
2014-09-13_12,99844.41
2014-09-13_18,99805.71
2014-09-14_00,99981.81
2014-09-14_06,99850.34
2014-09-14_12,100139.19
2014-09-14_18,100072.53
2014-09-15_00,100173.0
2014-09-15_06,99948.68
2014-09-15_12,100005.81
2014-09-15_18,99846.44
2014-09-16_00,99925.78
2014-09-16_06,99713.5
2014-09-16_12,99883.86
2014-09-16_18,99961.06
2014-09-17_00,100147.336
2014-09-17_06,99862.35
2014-09-17_12,99876.37
2014-09-17_18,99689.26
2014-09-18_00,99840.38
2014-09-18_06,99710.45
2014-09-18_12,99979.49
2014-09-18_18,99934.55
2014-09-19_00,100084.836
2014-09-19_06,99868.36
2014-09-19_12,99949.09
2014-09-19_18,99808.03
2014-09-20_00,100044.75
2014-09-20_06,99909.5
2014-09-20_12,100120.58
2014-09-20_18,100070.164
2014-09-21_00,100405.3
2014-09-21_06,100224.85
2014-09-21_12,100411.33
2014-09-21_18,100363.11
2014-09-22_00,100467.67
2014-09-22_06,100215.164
2014-09-22_12,100501.05
2014-09-22_18,100598.53
2014-09-23_00,100878.78
2014-09-23_06,100605.3
2014-09-23_12,100799.22
2014-09-23_18,100585.375
2014-09-24_00,100569.85
2014-09-24_06,100199.66
2014-09-24_12,100058.96
2014-09-24_18,99623.68
2014-09-25_00,99217.19
2014-09-25_06,98898.07
2014-09-25_12,99163.695
2014-09-25_18,99519.625
2014-09-26_00,99978.445
2014-09-26_06,100034.5
2014-09-26_12,100458.03
2014-09-26_18,100480.01
2014-09-27_00,100630.34
2014-09-27_06,100306.32
2014-09-27_12,100330.91
2014-09-27_18,99997.586
2014-09-28_00,99874.266
2014-09-28_06,99468.43
2014-09-28_12,99536.16
2014-09-28_18,99443.06
2014-09-29_00,99588.99
2014-09-29_06,99482.57
2014-09-29_12,99681.055
2014-09-29_18,99722.12
2014-09-30_00,99923.76
2014-09-30_06,99845.8
2014-09-30_12,100114.84
2014-09-30_18,100105.81
2014-10-01_00,100300.85
2014-10-01_06,100217.58
2014-10-01_12,100391.26
2014-10-01_18,100253.64
2014-10-02_00,100275.46
2014-10-02_06,99921.46
2014-10-02_12,99865.82
2014-10-02_18,99581.71
2014-10-03_00,99576.66
2014-10-03_06,99270.31
2014-10-03_12,99371.85
2014-10-03_18,99385.42
2014-10-04_00,99830.1
2014-10-04_06,99957.125
2014-10-04_12,100360.84
2014-10-04_18,100400.266
2014-10-05_00,100469.36
2014-10-05_06,100085.64
2014-10-05_12,99839.75
2014-10-05_18,99021.555
2014-10-06_00,97378.25
2014-10-06_06,98273.51
2014-10-06_12,99120.484
2014-10-06_18,99696.66
2014-10-07_00,100279.59
2014-10-07_06,100380.42
2014-10-07_12,100688.84
2014-10-07_18,100668.66
2014-10-08_00,100858.64
2014-10-08_06,100690.14
2014-10-08_12,100883.4
2014-10-08_18,100844.83
2014-10-09_00,100958.72
2014-10-09_06,100789.625
2014-10-09_12,100857.836
2014-10-09_18,100724.05
2014-10-10_00,100797.17
2014-10-10_06,100541.38
2014-10-10_12,100625.516
2014-10-10_18,100590.6
2014-10-11_00,100872.0
2014-10-11_06,100831.71
2014-10-11_12,101041.234
2014-10-11_18,101055.125
2014-10-12_00,101181.25
2014-10-12_06,100805.62
2014-10-12_12,100770.75
2014-10-12_18,100365.695
2014-10-13_00,100090.97
2014-10-13_06,99327.95
2014-10-13_12,98346.46
2014-10-13_18,97427.34
2014-10-14_00,98151.0
2014-10-14_06,98822.36
2014-10-14_12,99480.766
2014-10-14_18,99836.67
2014-10-15_00,100280.64
2014-10-15_06,100264.36
2014-10-15_12,100436.57
2014-10-15_18,100344.53
2014-10-16_00,100452.0
2014-10-16_06,100105.34
2014-10-16_12,100108.69
2014-10-16_18,100018.31
2014-10-17_00,100300.0
2014-10-17_06,100234.62
2014-10-17_12,100591.234
2014-10-17_18,100667.84
2014-10-18_00,100991.06
2014-10-18_06,100848.0
2014-10-18_12,101116.7
2014-10-18_18,101119.484
2014-10-19_00,101407.984
2014-10-19_06,101223.24
2014-10-19_12,101341.14
2014-10-19_18,101188.87
2014-10-20_00,101168.36
2014-10-20_06,100843.09
2014-10-20_12,100860.4
2014-10-20_18,100606.86
2014-10-21_00,100589.914
2014-10-21_06,100181.86
2014-10-21_12,100093.31
2014-10-21_18,99770.29
2014-10-22_00,99791.36
2014-10-22_06,99704.836
2014-10-22_12,99961.81
2014-10-22_18,99993.41
2014-10-23_00,100320.14
2014-10-23_06,100313.19
2014-10-23_12,100593.04
2014-10-23_18,100594.164
2014-10-24_00,100804.03
2014-10-24_06,100673.78
2014-10-24_12,100880.59
2014-10-24_18,100865.72
2014-10-25_00,101011.2
2014-10-25_06,100837.16
2014-10-25_12,100927.47
2014-10-25_18,100781.1
2014-10-26_00,100820.29
2014-10-26_06,100496.58
2014-10-26_12,100328.88
2014-10-26_18,99992.97
2014-10-27_00,99910.89
2014-10-27_06,99606.79
2014-10-27_12,99834.55
2014-10-27_18,100144.234
2014-10-28_00,100552.08
2014-10-28_06,100445.07
2014-10-28_12,100715.75
2014-10-28_18,100814.89
2014-10-29_00,101087.96
2014-10-29_06,100961.914
2014-10-29_12,101128.516
2014-10-29_18,101237.45
2014-10-30_00,101429.125
2014-10-30_06,101198.31
2014-10-30_12,101234.836
2014-10-30_18,101105.91
2014-10-31_00,101166.06
2014-10-31_06,100872.195
2014-10-31_12,100885.87
2014-10-31_18,100659.836
2014-11-01_00,100519.36
2014-11-01_06,100089.28
2014-11-01_12,99834.11
2014-11-01_18,99528.15
2014-11-02_00,99521.78
2014-11-02_06,99050.46
2014-11-02_12,98910.13
2014-11-02_18,98813.234
2014-11-03_00,99219.14
2014-11-03_06,99202.734
2014-11-03_12,99731.96
2014-11-03_18,100035.766
2014-11-04_00,100586.984
2014-11-04_06,100548.39
2014-11-04_12,100849.46
2014-11-04_18,100746.7
2014-11-05_00,100876.37
2014-11-05_06,100586.59
2014-11-05_12,100557.445
2014-11-05_18,100344.29
2014-11-06_00,100183.984
2014-11-06_06,99775.76
2014-11-06_12,99682.81
2014-11-06_18,99678.81
2014-11-07_00,100371.266
2014-11-07_06,100551.24
2014-11-07_12,101023.85
2014-11-07_18,101127.05
2014-11-08_00,101334.445
2014-11-08_06,101154.1
2014-11-08_12,101224.93
2014-11-08_18,100967.26
2014-11-09_00,100923.12
2014-11-09_06,100499.98
2014-11-09_12,100351.49
2014-11-09_18,100088.35
2014-11-10_00,100276.22
2014-11-10_06,100193.77
2014-11-10_12,100374.24
2014-11-10_18,100247.586
2014-11-11_00,100264.77
2014-11-11_06,99896.9
2014-11-11_12,99873.53
2014-11-11_18,99629.34
2014-11-12_00,99508.4
2014-11-12_06,99117.97
2014-11-12_12,99146.484
2014-11-12_18,99133.35
2014-11-13_00,99457.57
2014-11-13_06,99475.78
2014-11-13_12,99928.69
2014-11-13_18,100103.93
2014-11-14_00,100304.47
2014-11-14_06,100173.414
2014-11-14_12,100412.35
2014-11-14_18,100463.94
2014-11-15_00,100671.83
2014-11-15_06,100551.71
2014-11-15_12,100885.52
2014-11-15_18,100926.54
2014-11-16_00,101142.51
2014-11-16_06,100885.16
2014-11-16_12,100878.734
2014-11-16_18,100700.414
2014-11-17_00,100735.74
2014-11-17_06,100379.56
2014-11-17_12,100249.31
2014-11-17_18,100022.875
2014-11-18_00,100373.05
2014-11-18_06,100310.5
2014-11-18_12,100596.53
2014-11-18_18,100678.61
2014-11-19_00,100971.336
2014-11-19_06,100898.09
2014-11-19_12,101145.945
2014-11-19_18,101096.46
2014-11-20_00,101170.24
2014-11-20_06,101026.54
2014-11-20_12,101132.79
2014-11-20_18,101084.33
2014-11-21_00,101262.06
2014-11-21_06,101056.836
2014-11-21_12,101152.34
2014-11-21_18,101032.47
2014-11-22_00,101062.766
2014-11-22_06,100675.83
2014-11-22_12,100769.85
2014-11-22_18,100653.81
2014-11-23_00,100762.94
2014-11-23_06,100669.66
2014-11-23_12,100947.805
2014-11-23_18,100868.31
2014-11-24_00,100991.945
2014-11-24_06,100495.31
2014-11-24_12,100418.945
2014-11-24_18,100133.766
2014-11-25_00,100146.19
2014-11-25_06,99838.97
2014-11-25_12,99948.53
2014-11-25_18,99832.94
2014-11-26_00,99904.42
2014-11-26_06,99619.266
2014-11-26_12,99833.03
2014-11-26_18,100075.39
2014-11-27_00,100537.086
2014-11-27_06,100683.055
2014-11-27_12,101064.41
2014-11-27_18,101094.625
2014-11-28_00,101258.03
2014-11-28_06,100901.95
2014-11-28_12,100827.05
2014-11-28_18,100495.336
2014-11-29_00,100213.94
2014-11-29_06,99639.8
2014-11-29_12,99914.82
2014-11-29_18,100167.92
2014-11-30_00,100495.53
2014-11-30_06,100135.81
2014-11-30_12,100006.88
2014-11-30_18,99445.51
2014-12-01_00,98826.805
2014-12-01_06,98004.37
2014-12-01_12,98378.47
2014-12-01_18,98708.23
2014-12-02_00,99267.77
2014-12-02_06,99359.47
2014-12-02_12,99712.82
2014-12-02_18,99891.6
2014-12-03_00,100271.484
2014-12-03_06,100282.91
2014-12-03_12,100390.28
2014-12-03_18,100196.945
2014-12-04_00,100072.7
2014-12-04_06,99556.2
2014-12-04_12,99272.46
2014-12-04_18,99120.85
2014-12-05_00,99371.484
2014-12-05_06,99236.086
2014-12-05_12,99389.67
2014-12-05_18,99368.92
2014-12-06_00,99523.51
2014-12-06_06,99469.68
2014-12-06_12,99805.445
2014-12-06_18,99993.97
2014-12-07_00,100498.02
2014-12-07_06,100641.43
2014-12-07_12,100943.09
2014-12-07_18,100939.77
2014-12-08_00,101174.17
2014-12-08_06,100928.39
2014-12-08_12,100986.33
2014-12-08_18,100862.28
2014-12-09_00,100921.945
2014-12-09_06,100760.35
2014-12-09_12,101179.516
2014-12-09_18,101288.13
2014-12-10_00,101502.0
2014-12-10_06,101178.56
2014-12-10_12,101097.12
2014-12-10_18,100641.36
2014-12-11_00,100056.71
2014-12-11_06,99245.07
2014-12-11_12,99462.06
2014-12-11_18,99617.016
2014-12-12_00,99909.695
2014-12-12_06,99626.66
2014-12-12_12,99614.87
2014-12-12_18,99644.07
2014-12-13_00,99923.0
2014-12-13_06,99631.836
2014-12-13_12,99882.27
2014-12-13_18,99980.445
2014-12-14_00,100369.41
2014-12-14_06,100284.055
2014-12-14_12,100559.35
2014-12-14_18,100695.92
2014-12-15_00,100995.46
2014-12-15_06,100966.36
2014-12-15_12,101169.38
2014-12-15_18,100812.26
2014-12-16_00,100279.15
2014-12-16_06,98730.734
2014-12-16_12,98234.2
2014-12-16_18,98595.77
2014-12-17_00,98856.03
2014-12-17_06,98811.914
2014-12-17_12,99086.33
2014-12-17_18,99321.875
2014-12-18_00,100025.93
2014-12-18_06,100192.06
2014-12-18_12,100836.45
2014-12-18_18,101263.6
2014-12-19_00,101652.54
2014-12-19_06,101554.81
2014-12-19_12,101522.7
2014-12-19_18,101270.83
2014-12-20_00,101004.54
2014-12-20_06,99852.586
2014-12-20_12,98953.25
2014-12-20_18,99390.14
2014-12-21_00,99769.36
2014-12-21_06,99573.9
2014-12-21_12,99659.23
2014-12-21_18,99685.914
2014-12-22_00,99900.875
2014-12-22_06,99713.8
2014-12-22_12,99945.7
2014-12-22_18,100128.42
2014-12-23_00,100662.2
2014-12-23_06,100648.05
2014-12-23_12,100856.42
2014-12-23_18,100737.41
2014-12-24_00,100710.25
2014-12-24_06,100008.47
2014-12-24_12,99843.21
2014-12-24_18,99640.26
2014-12-25_00,99948.68
2014-12-25_06,99775.98
2014-12-25_12,100114.52
2014-12-25_18,100285.79
2014-12-26_00,100589.086
2014-12-26_06,100414.6
2014-12-26_12,100609.13
2014-12-26_18,100819.31
2014-12-27_00,101154.86
2014-12-27_06,101230.54
2014-12-27_12,101345.336
2014-12-27_18,101129.23
2014-12-28_00,101068.555
2014-12-28_06,100595.63
2014-12-28_12,100439.086
2014-12-28_18,99876.02
2014-12-29_00,99401.195
2014-12-29_06,99002.61
2014-12-29_12,99265.016
2014-12-29_18,99390.92
2014-12-30_00,99561.13
2014-12-30_06,99404.37
2014-12-30_12,99740.11
2014-12-30_18,99728.56
2014-12-31_00,99840.5
2014-12-31_06,99335.35
2014-12-31_12,98589.48
2014-12-31_18,98564.8
