Date,Average preserature [K]
2014-03-05_12,98887.766
2014-03-05_18,99391.53
2014-03-06_00,100065.92
2014-03-06_06,100095.38
2014-03-06_12,100368.484
2014-03-06_18,100541.73
2014-03-07_00,100808.01
2014-03-07_06,100399.29
2014-03-07_12,100495.14
2014-03-07_18,100385.914
2014-03-08_00,100593.8
2014-03-08_06,100238.55
2014-03-08_12,100298.76
2014-03-08_18,100204.34
2014-03-09_00,100174.63
2014-03-09_06,99702.78
2014-03-09_12,99534.5
2014-03-09_18,99316.67
2014-03-10_00,99767.875
2014-03-10_06,99872.53
2014-03-10_12,100417.6
2014-03-10_18,100780.86
2014-03-11_00,101176.44
2014-03-11_06,101035.03
2014-03-11_12,100984.33
2014-03-11_18,100783.13
2014-03-12_00,100881.25
2014-03-12_06,100520.24
2014-03-12_12,100472.66
2014-03-12_18,100208.5
2014-03-13_00,99806.25
2014-03-13_06,98976.05
2014-03-13_12,98076.586
2014-03-13_18,98285.23
2014-03-14_00,98956.25
2014-03-14_06,99171.9
2014-03-14_12,99620.46
2014-03-14_18,99928.734
2014-03-15_00,100525.516
2014-03-15_06,100519.555
2014-03-15_12,100685.25
2014-03-15_18,100580.88
2014-03-16_00,100655.64
2014-03-16_06,100262.43
2014-03-16_12,100605.375
2014-03-16_18,100777.734
2014-03-17_00,101163.48
2014-03-17_06,100936.16
2014-03-17_12,100970.51
2014-03-17_18,100588.695
2014-03-18_00,100360.45
2014-03-18_06,99673.39
2014-03-18_12,99572.266
2014-03-18_18,99683.16
2014-03-19_00,100311.67
2014-03-19_06,100323.07
2014-03-19_12,100543.92
2014-03-19_18,100146.78
2014-03-20_00,99671.336
2014-03-20_06,98529.78
2014-03-20_12,98019.625
2014-03-20_18,98063.43
2014-03-21_00,98634.055
2014-03-21_06,98787.89
2014-03-21_12,99570.53
2014-03-21_18,100024.09
2014-03-22_00,100563.55
2014-03-22_06,100479.54
2014-03-22_12,100566.87
2014-03-22_18,100671.02
2014-03-23_00,100987.33
2014-03-23_06,100825.09
2014-03-23_12,100871.0
2014-03-23_18,100905.03
2014-03-24_00,101172.95
2014-03-24_06,100891.45
2014-03-24_12,100842.45
2014-03-24_18,100510.2
2014-03-25_00,100505.766
2014-03-25_06,100107.375
2014-03-25_12,100227.02
2014-03-25_18,100096.07
2014-03-26_00,100301.15
2014-03-26_06,99886.695
2014-03-26_12,99646.46
2014-03-26_18,99283.13
2014-03-27_00,99449.39
2014-03-27_06,99659.766
2014-03-27_12,100183.42
2014-03-27_18,100401.0
2014-03-28_00,100802.586
2014-03-28_06,100642.625
2014-03-28_12,100716.336
2014-03-28_18,100547.46
2014-03-29_00,100546.555
2014-03-29_06,100207.2
2014-03-29_12,100104.17
2014-03-29_18,99570.875
2014-03-30_00,99016.48
2014-03-30_06,97715.086
2014-03-30_12,97811.625
2014-03-30_18,98435.96
2014-03-31_00,99224.05
2014-03-31_06,99409.55
2014-03-31_12,99720.58
2014-03-31_18,99919.7
2014-04-01_00,100426.54
2014-04-01_06,100391.945
2014-04-01_12,100625.83
2014-04-01_18,100616.89
2014-04-02_00,100806.94
2014-04-02_06,100603.08
2014-04-02_12,100700.195
2014-04-02_18,100467.97
2014-04-03_00,100389.16
2014-04-03_06,99858.74
2014-04-03_12,99520.09
2014-04-03_18,98583.69
2014-04-04_00,98283.52
2014-04-04_06,98019.31
2014-04-04_12,98616.016
2014-04-04_18,99164.38
2014-04-05_00,99738.086
2014-04-05_06,99702.49
2014-04-05_12,99801.37
2014-04-05_18,99327.02
2014-04-06_00,99444.19
2014-04-06_06,99246.29
2014-04-06_12,99856.18
2014-04-06_18,100080.055
2014-04-07_00,100299.34
2014-04-07_06,99977.586
2014-04-07_12,99981.27
2014-04-07_18,99816.45
2014-04-08_00,99975.516
2014-04-08_06,99767.7
2014-04-08_12,100037.89
2014-04-08_18,100106.125
2014-04-09_00,100355.25
2014-04-09_06,100066.8
2014-04-09_12,100154.81
2014-04-09_18,99951.805
2014-04-10_00,99844.51
2014-04-10_06,99299.76
2014-04-10_12,99766.99
2014-04-10_18,100175.95
2014-04-11_00,100544.09
2014-04-11_06,100276.02
2014-04-11_12,100375.61
2014-04-11_18,100301.734
2014-04-12_00,100533.766
2014-04-12_06,100272.56
2014-04-12_12,100453.88
2014-04-12_18,100429.3
2014-04-13_00,100591.92
2014-04-13_06,100331.32
2014-04-13_12,100365.11
2014-04-13_18,100182.49
2014-04-14_00,100349.15
2014-04-14_06,100241.36
2014-04-14_12,100391.67
2014-04-14_18,100317.7
2014-04-15_00,100353.125
2014-04-15_06,99937.67
2014-04-15_12,99889.234
2014-04-15_18,99824.76
2014-04-16_00,100094.92
2014-04-16_06,99859.35
2014-04-16_12,99887.67
2014-04-16_18,99897.484
2014-04-17_00,100132.42
2014-04-17_06,99886.625
2014-04-17_12,99941.99
2014-04-17_18,99804.88
2014-04-18_00,100024.734
2014-04-18_06,99861.65
2014-04-18_12,99965.48
2014-04-18_18,99948.12
2014-04-19_00,100338.625
2014-04-19_06,100323.34
2014-04-19_12,100689.94
2014-04-19_18,100808.16
2014-04-20_00,100951.54
2014-04-20_06,100806.516
2014-04-20_12,100803.76
2014-04-20_18,100580.95
2014-04-21_00,100464.16
2014-04-21_06,100093.266
2014-04-21_12,99757.27
2014-04-21_18,99440.82
2014-04-22_00,99666.11
2014-04-22_06,99647.36
2014-04-22_12,99900.15
2014-04-22_18,99964.84
2014-04-23_00,100219.266
2014-04-23_06,100126.47
2014-04-23_12,100458.914
2014-04-23_18,100627.08
2014-04-24_00,101024.93
2014-04-24_06,100943.09
2014-04-24_12,101185.59
2014-04-24_18,101096.945
2014-04-25_00,101261.42
2014-04-25_06,101047.484
2014-04-25_12,101259.766
2014-04-25_18,101143.06
2014-04-26_00,101362.89
2014-04-26_06,101253.78
2014-04-26_12,101465.82
2014-04-26_18,101268.92
2014-04-27_00,101374.83
2014-04-27_06,101045.77
2014-04-27_12,101060.375
2014-04-27_18,100832.25
2014-04-28_00,100854.15
2014-04-28_06,100506.42
2014-04-28_12,100574.66
2014-04-28_18,100423.76
2014-04-29_00,100617.84
2014-04-29_06,100513.52
2014-04-29_12,100550.586
2014-04-29_18,100281.64
2014-04-30_00,100231.18
2014-04-30_06,99991.5
2014-04-30_12,100048.68
2014-04-30_18,99820.8
2014-05-01_00,99784.836
2014-05-01_06,99531.01
2014-05-01_12,99644.44
2014-05-01_18,99685.03
2014-05-02_00,99852.25
2014-05-02_06,99719.92
2014-05-02_12,99869.945
2014-05-02_18,99781.69
2014-05-03_00,99898.195
2014-05-03_06,99588.04
2014-05-03_12,99771.61
2014-05-03_18,100237.06
2014-05-04_00,100614.97
2014-05-04_06,100561.81
2014-05-04_12,100771.266
2014-05-04_18,100510.74
2014-05-05_00,100453.78
2014-05-05_06,100218.77
2014-05-05_12,100233.3
2014-05-05_18,99920.36
2014-05-06_00,100043.82
2014-05-06_06,99902.37
2014-05-06_12,100203.54
2014-05-06_18,100266.97
2014-05-07_00,100536.72
2014-05-07_06,100400.98
2014-05-07_12,100531.59
2014-05-07_18,100463.06
2014-05-08_00,100513.6
2014-05-08_06,100157.33
2014-05-08_12,100110.28
2014-05-08_18,99830.93
2014-05-09_00,99870.164
2014-05-09_06,99520.83
2014-05-09_12,99855.01
2014-05-09_18,99878.93
2014-05-10_00,100296.24
2014-05-10_06,100280.766
2014-05-10_12,100605.516
2014-05-10_18,100654.42
2014-05-11_00,100920.7
2014-05-11_06,100860.2
2014-05-11_12,100975.07
2014-05-11_18,100812.55
2014-05-12_00,100697.12
2014-05-12_06,100306.16
2014-05-12_12,100121.83
2014-05-12_18,99569.41
2014-05-13_00,99175.98
2014-05-13_06,98890.87
2014-05-13_12,99270.77
2014-05-13_18,99405.93
2014-05-14_00,99537.43
2014-05-14_06,99268.234
2014-05-14_12,99181.79
2014-05-14_18,98596.44
2014-05-15_00,98091.625
2014-05-15_06,98018.875
2014-05-15_12,98174.17
2014-05-15_18,98385.42
2014-05-16_00,98783.27
2014-05-16_06,98572.85
2014-05-16_12,98952.39
2014-05-16_18,99058.16
2014-05-17_00,99446.85
2014-05-17_06,99428.445
2014-05-17_12,99605.125
2014-05-17_18,99814.016
2014-05-18_00,100061.74
2014-05-18_06,99954.76
2014-05-18_12,100060.086
2014-05-18_18,100078.69
2014-05-19_00,100223.266
2014-05-19_06,100020.41
2014-05-19_12,100042.9
2014-05-19_18,100104.0
2014-05-20_00,100141.336
2014-05-20_06,99845.75
2014-05-20_12,99675.98
2014-05-20_18,98900.22
2014-05-21_00,98085.13
2014-05-21_06,98041.75
2014-05-21_12,98540.26
2014-05-21_18,98793.31
2014-05-22_00,99134.305
2014-05-22_06,99121.14
2014-05-22_12,99635.11
2014-05-22_18,99964.04
2014-05-23_00,100346.31
2014-05-23_06,100348.0
2014-05-23_12,100578.17
2014-05-23_18,100548.9
2014-05-24_00,100664.21
2014-05-24_06,100394.21
2014-05-24_12,100408.055
2014-05-24_18,100188.8
2014-05-25_00,100213.8
2014-05-25_06,100012.59
2014-05-25_12,100126.32
2014-05-25_18,99957.33
2014-05-26_00,99969.7
2014-05-26_06,99629.86
2014-05-26_12,99472.05
2014-05-26_18,98942.28
2014-05-27_00,98887.375
2014-05-27_06,98856.49
2014-05-27_12,99102.61
2014-05-27_18,99124.414
2014-05-28_00,99381.516
2014-05-28_06,99254.93
2014-05-28_12,99367.12
2014-05-28_18,99316.555
2014-05-29_00,99552.76
2014-05-29_06,99588.55
2014-05-29_12,99870.77
2014-05-29_18,99820.266
2014-05-30_00,100015.97
2014-05-30_06,99878.56
2014-05-30_12,99971.945
2014-05-30_18,99923.76
2014-05-31_00,99996.51
2014-05-31_06,99820.77
2014-05-31_12,99956.664
2014-05-31_18,99912.18
2014-06-01_00,99985.45
2014-06-01_06,99913.26
2014-06-01_12,100062.06
2014-06-01_18,100001.05
2014-06-02_00,100112.55
2014-06-02_06,99971.875
2014-06-02_12,100087.45
2014-06-02_18,100078.98
2014-06-03_00,100079.734
2014-06-03_06,99884.11
2014-06-03_12,100036.81
2014-06-03_18,99928.0
2014-06-04_00,99984.72
2014-06-04_06,99800.125
2014-06-04_12,99922.07
2014-06-04_18,99699.83
2014-06-05_00,99684.984
2014-06-05_06,99513.72
2014-06-05_12,99462.11
2014-06-05_18,99213.234
2014-06-06_00,99226.125
2014-06-06_06,98982.25
2014-06-06_12,99050.71
2014-06-06_18,98955.17
2014-06-07_00,99133.766
2014-06-07_06,99002.88
2014-06-07_12,99129.69
2014-06-07_18,99058.81
2014-06-08_00,99250.734
2014-06-08_06,99288.305
2014-06-08_12,99604.76
2014-06-08_18,99655.27
2014-06-09_00,99858.11
2014-06-09_06,99821.02
2014-06-09_12,99980.88
2014-06-09_18,99927.78
2014-06-10_00,99997.336
2014-06-10_06,99845.83
2014-06-10_12,99926.17
2014-06-10_18,99641.45
2014-06-11_00,99578.445
2014-06-11_06,99117.73
2014-06-11_12,98857.375
2014-06-11_18,98271.9
2014-06-12_00,98168.09
2014-06-12_06,97994.14
2014-06-12_12,98044.68
2014-06-12_18,98069.625
2014-06-13_00,98393.625
2014-06-13_06,98458.64
2014-06-13_12,98811.45
2014-06-13_18,98972.83
2014-06-14_00,99179.25
2014-06-14_06,99081.055
2014-06-14_12,99173.98
2014-06-14_18,99189.695
2014-06-15_00,99334.445
2014-06-15_06,99185.695
2014-06-15_12,99220.92
2014-06-15_18,99204.76
2014-06-16_00,99280.766
2014-06-16_06,99153.0
2014-06-16_12,99257.18
2014-06-16_18,99269.31
2014-06-17_00,99401.98
2014-06-17_06,99321.14
2014-06-17_12,99389.234
2014-06-17_18,99176.05
2014-06-18_00,99146.19
2014-06-18_06,98903.195
2014-06-18_12,98918.58
2014-06-18_18,98996.805
2014-06-19_00,99286.914
2014-06-19_06,99269.7
2014-06-19_12,99473.7
2014-06-19_18,99536.03
2014-06-20_00,99670.12
2014-06-20_06,99602.22
2014-06-20_12,99791.38
2014-06-20_18,99787.57
2014-06-21_00,99821.09
2014-06-21_06,99643.19
2014-06-21_12,99523.9
2014-06-21_18,99178.47
2014-06-22_00,99086.26
2014-06-22_06,98988.625
2014-06-22_12,99155.54
2014-06-22_18,99084.42
2014-06-23_00,99204.69
2014-06-23_06,99150.34
2014-06-23_12,99277.34
2014-06-23_18,99207.94
2014-06-24_00,99236.33
2014-06-24_06,99169.625
2014-06-24_12,99488.695
2014-06-24_18,99572.68
2014-06-25_00,99773.195
2014-06-25_06,99701.83
2014-06-25_12,99872.73
2014-06-25_18,99805.49
2014-06-26_00,99880.79
2014-06-26_06,99758.13
2014-06-26_12,99837.8
2014-06-26_18,99692.9
2014-06-27_00,99703.195
2014-06-27_06,99481.88
2014-06-27_12,99482.64
2014-06-27_18,99259.96
2014-06-28_00,99129.5
2014-06-28_06,98827.805
2014-06-28_12,98853.08
2014-06-28_18,98706.91
2014-06-29_00,98845.77
2014-06-29_06,98739.99
2014-06-29_12,99042.41
2014-06-29_18,99283.18
2014-06-30_00,99583.18
2014-06-30_06,99545.58
2014-06-30_12,99650.71
2014-06-30_18,99544.555
2014-07-01_00,99783.96
2014-07-01_06,99718.336
2014-07-01_12,99827.76
2014-07-01_18,99802.586
2014-07-02_00,99935.375
2014-07-02_06,99703.17
2014-07-02_12,99770.8
2014-07-02_18,99600.66
2014-07-03_00,99566.336
2014-07-03_06,99436.67
2014-07-03_12,99435.84
2014-07-03_18,99006.766
2014-07-04_00,99091.04
2014-07-04_06,99044.945
2014-07-04_12,99249.68
2014-07-04_18,99196.05
2014-07-05_00,99449.05
2014-07-05_06,99510.03
2014-07-05_12,99750.61
2014-07-05_18,99788.67
2014-07-06_00,99871.78
2014-07-06_06,99775.0
2014-07-06_12,99830.766
2014-07-06_18,99656.2
2014-07-07_00,99600.15
2014-07-07_06,99413.99
2014-07-07_12,99413.19
2014-07-07_18,99405.49
2014-07-08_00,99742.21
2014-07-08_06,99796.484
2014-07-08_12,99975.02
2014-07-08_18,99826.805
2014-07-09_00,99828.93
2014-07-09_06,99599.76
2014-07-09_12,99638.99
2014-07-09_18,99322.51
2014-07-10_00,99159.67
2014-07-10_06,98793.016
2014-07-10_12,98417.234
2014-07-10_18,97669.164
2014-07-11_00,97999.17
2014-07-11_06,98162.984
2014-07-11_12,98547.56
2014-07-11_18,98699.414
2014-07-12_00,99055.055
2014-07-12_06,99103.47
2014-07-12_12,99296.51
2014-07-12_18,99249.516
2014-07-13_00,99349.39
2014-07-13_06,99122.29
2014-07-13_12,99099.24
2014-07-13_18,99106.734
2014-07-14_00,99330.375
2014-07-14_06,99352.98
2014-07-14_12,99571.58
2014-07-14_18,99743.21
2014-07-15_00,99991.06
2014-07-15_06,99908.62
2014-07-15_12,100062.48
2014-07-15_18,100006.18
2014-07-16_00,100026.24
2014-07-16_06,99707.35
2014-07-16_12,99813.16
2014-07-16_18,99815.43
2014-07-17_00,99909.81
2014-07-17_06,99889.086
2014-07-17_12,100022.24
2014-07-17_18,99937.72
2014-07-18_00,99952.0
2014-07-18_06,99892.234
2014-07-18_12,100047.61
2014-07-18_18,100009.16
2014-07-19_00,100143.266
2014-07-19_06,99946.164
2014-07-19_12,99961.45
2014-07-19_18,99801.3
2014-07-20_00,99892.21
2014-07-20_06,99653.734
2014-07-20_12,99855.27
2014-07-20_18,99717.19
2014-07-21_00,99897.05
2014-07-21_06,99739.016
2014-07-21_12,99875.8
2014-07-21_18,99678.32
2014-07-22_00,99742.016
2014-07-22_06,99497.36
2014-07-22_12,99566.77
2014-07-22_18,99370.07
2014-07-23_00,99355.17
2014-07-23_06,99149.17
2014-07-23_12,99204.56
2014-07-23_18,99032.984
2014-07-24_00,99094.68
2014-07-24_06,99083.74
2014-07-24_12,99400.91
2014-07-24_18,99507.01
2014-07-25_00,99756.1
2014-07-25_06,99798.51
2014-07-25_12,100026.69
2014-07-25_18,99947.195
2014-07-26_00,100013.305
2014-07-26_06,99823.92
2014-07-26_12,99751.24
2014-07-26_18,99481.94
2014-07-27_00,99426.0
2014-07-27_06,99065.38
2014-07-27_12,99141.5
2014-07-27_18,99272.78
2014-07-28_00,99580.93
2014-07-28_06,99577.37
2014-07-28_12,99803.445
2014-07-28_18,99841.555
2014-07-29_00,100153.98
2014-07-29_06,100103.445
2014-07-29_12,100279.95
2014-07-29_18,100281.86
2014-07-30_00,100373.37
2014-07-30_06,100279.47
2014-07-30_12,100255.375
2014-07-30_18,100113.74
2014-07-31_00,100156.4
2014-07-31_06,99982.2
2014-07-31_12,99991.8
2014-07-31_18,99898.78
2014-08-01_00,99960.52
2014-08-01_06,99762.766
2014-08-01_12,99890.28
2014-08-01_18,99748.92
2014-08-02_00,99856.516
2014-08-02_06,99651.516
2014-08-02_12,99765.89
2014-08-02_18,99679.37
2014-08-03_00,99783.2
2014-08-03_06,99676.05
2014-08-03_12,99740.82
2014-08-03_18,99637.45
2014-08-04_00,99735.28
2014-08-04_06,99584.64
2014-08-04_12,99638.16
2014-08-04_18,99567.234
2014-08-05_00,99675.63
2014-08-05_06,99457.94
2014-08-05_12,99599.7
2014-08-05_18,99494.58
2014-08-06_00,99580.984
2014-08-06_06,99414.305
2014-08-06_12,99553.32
2014-08-06_18,99487.18
2014-08-07_00,99623.17
2014-08-07_06,99428.39
2014-08-07_12,99610.33
2014-08-07_18,99526.69
2014-08-08_00,99580.375
2014-08-08_06,99528.3
2014-08-08_12,99737.04
2014-08-08_18,99634.74
2014-08-09_00,99738.5
2014-08-09_06,99632.69
2014-08-09_12,99660.81
2014-08-09_18,99304.78
2014-08-10_00,99061.55
2014-08-10_06,98633.5
2014-08-10_12,98647.24
2014-08-10_18,98573.586
2014-08-11_00,98649.78
2014-08-11_06,98651.22
2014-08-11_12,98994.51
2014-08-11_18,99084.445
2014-08-12_00,99245.38
2014-08-12_06,99182.03
2014-08-12_12,99418.36
2014-08-12_18,99469.36
2014-08-13_00,99669.73
2014-08-13_06,99667.65
2014-08-13_12,99862.11
2014-08-13_18,99796.53
2014-08-14_00,99910.766
2014-08-14_06,99800.39
2014-08-14_12,99910.52
2014-08-14_18,99787.89
2014-08-15_00,99768.38
2014-08-15_06,99543.9
2014-08-15_12,99646.0
2014-08-15_18,99529.81
2014-08-16_00,99723.12
2014-08-16_06,99641.99
2014-08-16_12,99882.88
2014-08-16_18,99895.12
2014-08-17_00,100070.92
2014-08-17_06,100047.24
2014-08-17_12,100230.23
2014-08-17_18,100191.36
2014-08-18_00,100329.0
2014-08-18_06,100191.48
2014-08-18_12,100267.9
2014-08-18_18,100181.836
2014-08-19_00,100264.48
2014-08-19_06,100080.93
2014-08-19_12,100164.5
2014-08-19_18,100036.89
2014-08-20_00,100204.0
2014-08-20_06,99966.336
2014-08-20_12,100051.61
2014-08-20_18,100019.12
2014-08-21_00,100073.92
2014-08-21_06,99855.93
2014-08-21_12,99995.09
2014-08-21_18,100006.49
2014-08-22_00,100061.35
2014-08-22_06,99826.02
2014-08-22_12,99920.8
2014-08-22_18,99894.83
2014-08-23_00,99995.7
2014-08-23_06,99834.94
2014-08-23_12,99948.266
2014-08-23_18,99832.836
2014-08-24_00,99940.67
2014-08-24_06,99726.34
2014-08-24_12,99898.78
2014-08-24_18,99738.33
2014-08-25_00,99776.32
2014-08-25_06,99613.26
2014-08-25_12,99786.89
2014-08-25_18,99580.32
2014-08-26_00,99618.625
2014-08-26_06,99362.28
2014-08-26_12,99579.34
2014-08-26_18,99718.99
2014-08-27_00,100008.89
2014-08-27_06,99982.47
2014-08-27_12,100140.97
2014-08-27_18,100034.67
2014-08-28_00,100131.445
2014-08-28_06,100014.67
2014-08-28_12,100131.984
2014-08-28_18,100100.586
2014-08-29_00,100215.8
2014-08-29_06,100064.41
2014-08-29_12,100153.86
2014-08-29_18,99976.32
2014-08-30_00,99996.78
2014-08-30_06,99859.89
2014-08-30_12,99968.75
2014-08-30_18,99936.33
2014-08-31_00,100043.8
2014-08-31_06,99939.16
2014-08-31_12,100114.36
2014-08-31_18,100008.52
2014-09-01_00,100080.1
2014-09-01_06,99901.61
2014-09-01_12,99914.914
2014-09-01_18,99867.73
2014-09-02_00,100058.836
2014-09-02_06,99974.31
2014-09-02_12,100208.836
2014-09-02_18,100126.69
2014-09-03_00,100245.875
2014-09-03_06,100068.46
2014-09-03_12,100186.625
2014-09-03_18,100102.27
2014-09-04_00,100068.82
2014-09-04_06,99960.81
2014-09-04_12,100109.445
2014-09-04_18,99938.72
2014-09-05_00,100056.4
2014-09-05_06,99841.26
2014-09-05_12,99938.11
2014-09-05_18,99888.305
2014-09-06_00,99985.4
2014-09-06_06,99765.72
2014-09-06_12,99861.11
2014-09-06_18,99566.84
2014-09-07_00,99571.07
2014-09-07_06,99376.22
