Date,Average pressure [Pa]
2016-01-01_00,101212.11
2016-01-01_06,101048.195
2016-01-01_12,100559.305
2016-01-01_18,99675.91
2016-01-02_00,99215.48
2016-01-02_06,98902.08
2016-01-02_12,99198.95
2016-01-02_18,99748.195
2016-01-03_00,99868.484
2016-01-03_06,99245.41
2016-01-03_12,98091.31
2016-01-03_18,97840.555
2016-01-04_00,97912.35
2016-01-04_06,97882.96
2016-01-04_12,97832.16
2016-01-04_18,97775.484
2016-01-05_00,97730.71
2016-01-05_06,97663.45
2016-01-05_12,97828.93
2016-01-05_18,97965.84
2016-01-06_00,98223.92
2016-01-06_06,98482.42
2016-01-06_12,98871.66
2016-01-06_18,98737.375
2016-01-07_00,98058.35
2016-01-07_06,97590.04
2016-01-07_12,98478.86
2016-01-07_18,99141.89
2016-01-08_00,99349.85
2016-01-08_06,99199.09
2016-01-08_12,99136.16
2016-01-08_18,99067.58
2016-01-09_00,98952.54
2016-01-09_06,98719.77
2016-01-09_12,98433.11
2016-01-09_18,97829.25
2016-01-10_00,97980.34
2016-01-10_06,97927.78
2016-01-10_12,97971.22
2016-01-10_18,98075.805
2016-01-11_00,97672.51
2016-01-11_06,97221.78
2016-01-11_12,97592.016
2016-01-11_18,97954.62
2016-01-12_00,98591.92
2016-01-12_06,99097.36
2016-01-12_12,99506.34
2016-01-12_18,99972.875
2016-01-13_00,100551.08
2016-01-13_06,100883.57
2016-01-13_12,100944.51
2016-01-13_18,100532.79
2016-01-14_00,100130.25
2016-01-14_06,99840.77
2016-01-14_12,100025.07
2016-01-14_18,100396.9
2016-01-15_00,100805.766
2016-01-15_06,100907.42
2016-01-15_12,101228.836
2016-01-15_18,101514.11
2016-01-16_00,101743.41
2016-01-16_06,101800.734
2016-01-16_12,101962.016
2016-01-16_18,101928.93
2016-01-17_00,101840.695
2016-01-17_06,101583.72
2016-01-17_12,101462.04
2016-01-17_18,101115.06
2016-01-18_00,100698.98
2016-01-18_06,100150.54
2016-01-18_12,99930.59
2016-01-18_18,100048.34
2016-01-19_00,100229.42
2016-01-19_06,100315.33
2016-01-19_12,100482.96
2016-01-19_18,100544.68
2016-01-20_00,100674.63
2016-01-20_06,100723.83
2016-01-20_12,100880.375
2016-01-20_18,100925.24
2016-01-21_00,100999.24
2016-01-21_06,101016.43
2016-01-21_12,101143.8
2016-01-21_18,101082.836
2016-01-22_00,101027.83
2016-01-22_06,100810.62
2016-01-22_12,100766.65
2016-01-22_18,101306.4
2016-01-23_00,101804.23
2016-01-23_06,102116.97
2016-01-23_12,102257.375
2016-01-23_18,102027.91
2016-01-24_00,101958.81
2016-01-24_06,101930.64
2016-01-24_12,101976.266
2016-01-24_18,101732.03
2016-01-25_00,101415.04
2016-01-25_06,101158.86
2016-01-25_12,101224.34
2016-01-25_18,101388.35
2016-01-26_00,101636.55
2016-01-26_06,101458.5
2016-01-26_12,101268.6
2016-01-26_18,101107.42
2016-01-27_00,100941.87
2016-01-27_06,100677.125
2016-01-27_12,100521.07
2016-01-27_18,100401.414
2016-01-28_00,101017.234
2016-01-28_06,101455.59
2016-01-28_12,101808.89
2016-01-28_18,101882.33
2016-01-29_00,101929.62
2016-01-29_06,101764.84
2016-01-29_12,101684.79
2016-01-29_18,101447.336
2016-01-30_00,101073.68
2016-01-30_06,100497.61
2016-01-30_12,100423.05
2016-01-30_18,100656.25
2016-01-31_00,100537.695
2016-01-31_06,100229.1
2016-01-31_12,100419.58
2016-01-31_18,100865.84
2016-02-01_00,101270.336
2016-02-01_06,101355.32
2016-02-01_12,101445.336
2016-02-01_18,101409.52
2016-02-02_00,101318.336
2016-02-02_06,100969.8
2016-02-02_12,100970.38
2016-02-02_18,101156.734
2016-02-03_00,101219.83
2016-02-03_06,101321.24
2016-02-03_12,101751.17
2016-02-03_18,102059.64
2016-02-04_00,102282.1
2016-02-04_06,101975.69
2016-02-04_12,102005.766
2016-02-04_18,102004.93
2016-02-05_00,101936.4
2016-02-05_06,101585.28
2016-02-05_12,101273.76
2016-02-05_18,100727.22
2016-02-06_00,100295.73
2016-02-06_06,99885.305
2016-02-06_12,99281.62
