Date,Average pressure [Pa]
2013-01-01_00,100406.69
2013-01-01_06,100116.7
2013-01-01_12,100335.74
2013-01-01_18,100178.22
2013-01-02_00,100380.375
2013-01-02_06,100080.664
2013-01-02_12,100350.37
2013-01-02_18,100190.945
2013-01-03_00,100393.555
2013-01-03_06,100070.875
2013-01-03_12,100271.73
2013-01-03_18,100007.49
2013-01-04_00,100290.06
2013-01-04_06,99959.79
2013-01-04_12,100138.11
2013-01-04_18,99924.22
2013-01-05_00,100240.45
2013-01-05_06,99936.28
2013-01-05_12,100208.445
2013-01-05_18,100061.57
2013-01-06_00,100316.06
2013-01-06_06,100029.055
2013-01-06_12,100311.74
2013-01-06_18,100106.71
2013-01-07_00,100359.81
2013-01-07_06,100062.87
2013-01-07_12,100293.45
2013-01-07_18,100123.09
2013-01-08_00,100351.805
2013-01-08_06,99983.72
2013-01-08_12,100219.875
2013-01-08_18,100040.84
2013-01-09_00,100311.67
2013-01-09_06,100013.016
2013-01-09_12,100250.46
2013-01-09_18,100114.28
2013-01-10_00,100331.81
2013-01-10_06,100083.13
2013-01-10_12,100357.96
2013-01-10_18,100290.11
2013-01-11_00,100510.914
2013-01-11_06,100273.805
2013-01-11_12,100509.16
2013-01-11_18,100444.85
2013-01-12_00,100618.82
2013-01-12_06,100353.76
2013-01-12_12,100501.22
2013-01-12_18,100302.88
2013-01-13_00,100507.375
2013-01-13_06,100204.34
2013-01-13_12,100371.73
2013-01-13_18,100328.17
2013-01-14_00,100554.56
2013-01-14_06,100298.83
2013-01-14_12,100503.47
2013-01-14_18,100375.3
2013-01-15_00,100528.34
2013-01-15_06,100244.875
2013-01-15_12,100497.09
2013-01-15_18,100394.29
2013-01-16_00,100590.77
2013-01-16_06,100279.836
2013-01-16_12,100519.9
2013-01-16_18,100330.984
2013-01-17_00,100576.24
2013-01-17_06,100284.86
2013-01-17_12,100487.766
2013-01-17_18,100269.12
2013-01-18_00,100555.88
2013-01-18_06,100278.0
2013-01-18_12,100553.195
2013-01-18_18,100370.09
2013-01-19_00,100542.19
2013-01-19_06,100150.125
2013-01-19_12,100465.75
2013-01-19_18,100387.11
2013-01-20_00,100643.336
2013-01-20_06,100271.414
2013-01-20_12,100513.04
2013-01-20_18,100370.73
2013-01-21_00,100506.18
2013-01-21_06,100141.336
2013-01-21_12,100420.14
2013-01-21_18,100250.56
2013-01-22_00,100537.67
2013-01-22_06,100210.375
2013-01-22_12,100431.47
2013-01-22_18,100305.15
2013-01-23_00,100504.08
2013-01-23_06,100224.91
2013-01-23_12,100480.375
2013-01-23_18,100317.73
2013-01-24_00,100651.15
2013-01-24_06,100345.555
2013-01-24_12,100533.18
2013-01-24_18,100349.78
2013-01-25_00,100603.25
2013-01-25_06,100266.43
2013-01-25_12,100453.91
2013-01-25_18,100286.625
2013-01-26_00,100518.06
2013-01-26_06,100213.65
