Date,Average pressure [Pa]
2013-01-01_00,101633.25
2013-01-01_06,101614.75
2013-01-01_12,101902.54
2013-01-01_18,101847.75
2013-01-02_00,101979.984
2013-01-02_06,101673.63
2013-01-02_12,101678.49
2013-01-02_18,101342.51
2013-01-03_00,101330.27
2013-01-03_06,101485.72
2013-01-03_12,101559.62
2013-01-03_18,101444.99
2013-01-04_00,101613.89
2013-01-04_06,101605.1
2013-01-04_12,101777.95
2013-01-04_18,101898.83
2013-01-05_00,102232.64
2013-01-05_06,102088.625
2013-01-05_12,102025.63
2013-01-05_18,101517.04
2013-01-06_00,101288.72
2013-01-06_06,101283.74
2013-01-06_12,101569.555
2013-01-06_18,101606.71
2013-01-07_00,101906.69
2013-01-07_06,101722.63
2013-01-07_12,101810.25
2013-01-07_18,101639.5
2013-01-08_00,101600.63
2013-01-08_06,101302.08
2013-01-08_12,101421.44
2013-01-08_18,101358.03
2013-01-09_00,101406.984
2013-01-09_06,100893.09
2013-01-09_12,100725.46
2013-01-09_18,100770.14
2013-01-10_00,101280.64
2013-01-10_06,101419.07
2013-01-10_12,101695.07
2013-01-10_18,101785.42
2013-01-11_00,102154.27
2013-01-11_06,102319.12
2013-01-11_12,102561.89
2013-01-11_18,102612.04
2013-01-12_00,102652.414
2013-01-12_06,102023.68
2013-01-12_12,101821.92
2013-01-12_18,101953.27
2013-01-13_00,102136.28
2013-01-13_06,102132.08
2013-01-13_12,102193.21
2013-01-13_18,101910.2
2013-01-14_00,101324.09
2013-01-14_06,99692.58
2013-01-14_12,96619.875
2013-01-14_18,98454.59
2013-01-15_00,100623.66
2013-01-15_06,101238.234
2013-01-15_12,101663.89
2013-01-15_18,101802.1
2013-01-16_00,102007.18
2013-01-16_06,101722.02
2013-01-16_12,101494.12
2013-01-16_18,101313.016
2013-01-17_00,101169.21
2013-01-17_06,101081.34
2013-01-17_12,101131.125
2013-01-17_18,100952.32
2013-01-18_00,101089.87
2013-01-18_06,101098.31
2013-01-18_12,101332.88
2013-01-18_18,101568.14
2013-01-19_00,101885.55
2013-01-19_06,101787.234
2013-01-19_12,101951.3
2013-01-19_18,101896.484
2013-01-20_00,101994.9
2013-01-20_06,101977.27
2013-01-20_12,102275.54
2013-01-20_18,102309.79
2013-01-21_00,102534.305
2013-01-21_06,102421.02
2013-01-21_12,102533.42
2013-01-21_18,102189.234
2013-01-22_00,101788.45
2013-01-22_06,100554.125
2013-01-22_12,99899.44
2013-01-22_18,100528.98
2013-01-23_00,101390.016
2013-01-23_06,101463.19
2013-01-23_12,101655.375
2013-01-23_18,101302.88
2013-01-24_00,101310.914
2013-01-24_06,100953.76
2013-01-24_12,100762.87
2013-01-24_18,100424.0
2013-01-25_00,100207.55
2013-01-25_06,99719.945
2013-01-25_12,100175.39
2013-01-25_18,100167.09
2013-01-26_00,100119.234
2013-01-26_06,100039.04
2013-01-26_12,100038.625
2013-01-26_18,100105.69
2013-01-27_00,100580.59
2013-01-27_06,101007.836
2013-01-27_12,101259.984
2013-01-27_18,101196.78
2013-01-28_00,100869.77
2013-01-28_06,100517.555
2013-01-28_12,101261.89
2013-01-28_18,101554.95
2013-01-29_00,101743.04
2013-01-29_06,101895.24
2013-01-29_12,102123.17
2013-01-29_18,101946.97
2013-01-30_00,101885.42
2013-01-30_06,102016.45
2013-01-30_12,102416.48
2013-01-30_18,102491.58
2013-01-31_00,102867.53
2013-01-31_06,103000.98
2013-01-31_12,103236.89
2013-01-31_18,103281.91
2013-02-01_00,103367.04
2013-02-01_06,103198.39
2013-02-01_12,103053.08
2013-02-01_18,102608.33
2013-02-02_00,102171.07
2013-02-02_06,101547.14
2013-02-02_12,101070.555
2013-02-02_18,101315.305
2013-02-03_00,102032.4
2013-02-03_06,102302.586
2013-02-03_12,102392.8
2013-02-03_18,102191.555
2013-02-04_00,101566.164
2013-02-04_06,100895.41
2013-02-04_12,100308.914
2013-02-04_18,100900.805
2013-02-05_00,101721.12
2013-02-05_06,101925.15
2013-02-05_12,102127.1
2013-02-05_18,101819.875
2013-02-06_00,101521.53
2013-02-06_06,100629.71
2013-02-06_12,100632.03
2013-02-06_18,100994.83
2013-02-07_00,101305.08
2013-02-07_06,100768.21
2013-02-07_12,100599.85
2013-02-07_18,100034.57
2013-02-08_00,100365.164
2013-02-08_06,100732.18
2013-02-08_12,101287.016
2013-02-08_18,101616.8
2013-02-09_00,101865.945
2013-02-09_06,101851.91
2013-02-09_12,101982.47
2013-02-09_18,101836.625
2013-02-10_00,101760.086
2013-02-10_06,101529.64
2013-02-10_12,101553.71
2013-02-10_18,101314.82
2013-02-11_00,101397.17
2013-02-11_06,101644.9
2013-02-11_12,102081.4
2013-02-11_18,102357.47
2013-02-12_00,102809.305
2013-02-12_06,102666.99
2013-02-12_12,102534.55
2013-02-12_18,101706.34
2013-02-13_00,100371.09
2013-02-13_06,100327.17
2013-02-13_12,101404.664
2013-02-13_18,102038.21
2013-02-14_00,102315.97
2013-02-14_06,102220.41
2013-02-14_12,102258.13
2013-02-14_18,101711.625
2013-02-15_00,101357.72
2013-02-15_06,100758.664
2013-02-15_12,100135.11
2013-02-15_18,100087.67
2013-02-16_00,100741.6
2013-02-16_06,100946.63
2013-02-16_12,101382.35
2013-02-16_18,101431.49
2013-02-17_00,101856.69
2013-02-17_06,102072.73
2013-02-17_12,102307.35
2013-02-17_18,102152.61
2013-02-18_00,101798.12
2013-02-18_06,101130.81
2013-02-18_12,100311.84
2013-02-18_18,100563.234
2013-02-19_00,100968.8
2013-02-19_06,100992.58
2013-02-19_12,101160.13
2013-02-19_18,101033.47
2013-02-20_00,101445.29
2013-02-20_06,101419.555
2013-02-20_12,101419.99
2013-02-20_18,101409.52
