Date,Average temperature [K]
2015-01-01_00,298.44354
2015-01-01_06,303.45038
2015-01-01_12,292.4749
2015-01-01_18,288.7027
2015-01-02_00,299.69376
2015-01-02_06,305.7646
2015-01-02_12,294.7998
2015-01-02_18,290.1797
2015-01-03_00,300.26874
2015-01-03_06,305.33704
2015-01-03_12,297.4969
2015-01-03_18,292.60773
2015-01-04_00,300.15735
2015-01-04_06,299.92267
2015-01-04_12,293.92355
2015-01-04_18,290.68594
2015-01-05_00,297.71198
2015-01-05_06,299.78644
2015-01-05_12,293.60962
2015-01-05_18,290.89447
2015-01-06_00,297.13477
2015-01-06_06,301.72592
2015-01-06_12,294.46332
2015-01-06_18,290.65198
2015-01-07_00,299.25653
2015-01-07_06,302.61536
2015-01-07_12,293.35794
2015-01-07_18,290.62473
2015-01-08_00,300.6856
2015-01-08_06,302.75784
2015-01-08_12,293.2901
2015-01-08_18,291.38266
2015-01-09_00,297.0653
2015-01-09_06,295.6827
2015-01-09_12,291.24646
2015-01-09_18,291.44672
2015-01-10_00,296.1218
2015-01-10_06,294.0598
2015-01-10_12,290.9297
2015-01-10_18,289.9535
2015-01-11_00,291.935
2015-01-11_06,295.66907
2015-01-11_12,291.5606
2015-01-11_18,288.31873
2015-01-12_00,293.77405
2015-01-12_06,299.2742
2015-01-12_12,290.09436
2015-01-12_18,287.51477
2015-01-13_00,294.2174
2015-01-13_06,294.0821
2015-01-13_12,292.18506
2015-01-13_18,290.32745
2015-01-14_00,289.74445
2015-01-14_06,292.16956
2015-01-14_12,290.72162
2015-01-14_18,285.54556
2015-01-15_00,292.0172
2015-01-15_06,297.3553
2015-01-15_12,289.59747
2015-01-15_18,284.88342
2015-01-16_00,291.8729
2015-01-16_06,296.92877
2015-01-16_12,290.63092
2015-01-16_18,287.08344
2015-01-17_00,293.32623
2015-01-17_06,297.3739
2015-01-17_12,288.8261
2015-01-17_18,284.3208
2015-01-18_00,294.13928
2015-01-18_06,298.10577
2015-01-18_12,289.6745
2015-01-18_18,286.4001
2015-01-19_00,293.85718
2015-01-19_06,297.15753
2015-01-19_12,288.23962
2015-01-19_18,285.99686
2015-01-20_00,294.11993
2015-01-20_06,298.8426
2015-01-20_12,292.48163
2015-01-20_18,289.5876
2015-01-21_00,295.01257
2015-01-21_06,299.0035
2015-01-21_12,293.1148
2015-01-21_18,289.91544
2015-01-22_00,297.08887
2015-01-22_06,302.58447
2015-01-22_12,295.98535
2015-01-22_18,291.15112
2015-01-23_00,299.6501
2015-01-23_06,303.87756
2015-01-23_12,295.88342
2015-01-23_18,293.69666
2015-01-24_00,298.5631
2015-01-24_06,297.8708
2015-01-24_12,292.424
2015-01-24_18,290.84613
2015-01-25_00,295.30823
2015-01-25_06,297.58438
2015-01-25_12,288.61926
2015-01-25_18,284.53543
2015-01-26_00,292.51257
2015-01-26_06,296.04785
2015-01-26_12,288.32886
2015-01-26_18,286.71127
2015-01-27_00,292.48273
2015-01-27_06,296.2552
2015-01-27_12,288.39142
2015-01-27_18,286.62524
2015-01-28_00,291.01215
2015-01-28_06,295.99564
2015-01-28_12,287.55923
2015-01-28_18,284.29077
2015-01-29_00,288.65436
2015-01-29_06,294.4818
2015-01-29_12,286.36597
2015-01-29_18,282.3725
2015-01-30_00,288.5026
2015-01-30_06,293.7124
2015-01-30_12,286.5628
2015-01-30_18,281.96283
2015-01-31_00,291.2434
2015-01-31_06,295.92517
2015-01-31_12,288.81683
2015-01-31_18,285.12158
2015-02-01_00,292.1927
2015-02-01_06,295.2608
2015-02-01_12,289.02826
2015-02-01_18,285.1725
2015-02-02_00,291.87387
2015-02-02_06,297.11984
2015-02-02_12,289.6921
2015-02-02_18,284.36804
2015-02-03_00,291.70114
2015-02-03_06,298.4722
2015-02-03_12,290.41678
2015-02-03_18,285.7232
2015-02-04_00,293.89157
2015-02-04_06,298.18304
2015-02-04_12,289.43396
2015-02-04_18,286.35126
2015-02-05_00,292.9876
2015-02-05_06,298.93823
2015-02-05_12,291.7259
2015-02-05_18,286.90686
2015-02-06_00,294.24066
2015-02-06_06,300.51935
2015-02-06_12,293.13892
2015-02-06_18,287.10004
2015-02-07_00,295.4368
2015-02-07_06,301.04593
2015-02-07_12,293.22412
2015-02-07_18,289.20508
2015-02-08_00,300.0542
2015-02-08_06,304.73322
2015-02-08_12,296.7857
2015-02-08_18,290.8744
2015-02-09_00,295.04163
2015-02-09_06,298.87878
2015-02-09_12,291.15863
2015-02-09_18,290.07233
2015-02-10_00,296.2572
2015-02-10_06,301.63458
2015-02-10_12,295.20587
2015-02-10_18,291.46936
2015-02-11_00,298.31885
2015-02-11_06,301.2668
2015-02-11_12,292.43048
2015-02-11_18,290.56433
2015-02-12_00,296.75488
2015-02-12_06,296.78326
2015-02-12_12,291.45642
2015-02-12_18,289.37708
2015-02-13_00,295.21042
2015-02-13_06,299.8862
2015-02-13_12,292.56137
2015-02-13_18,288.80774
2015-02-14_00,293.45966
2015-02-14_06,293.01135
2015-02-14_12,289.6444
2015-02-14_18,287.22705
2015-02-15_00,295.26767
2015-02-15_06,301.09668
2015-02-15_12,292.66235
2015-02-15_18,290.11566
2015-02-16_00,297.0208
2015-02-16_06,303.09732
2015-02-16_12,296.14932
2015-02-16_18,292.68933
2015-02-17_00,298.65625
2015-02-17_06,297.60727
2015-02-17_12,291.8758
2015-02-17_18,289.74902
2015-02-18_00,295.83597
2015-02-18_06,300.407
2015-02-18_12,294.149
2015-02-18_18,289.7907
2015-02-19_00,295.77573
2015-02-19_06,300.41486
2015-02-19_12,293.98477
2015-02-19_18,290.01953
2015-02-20_00,297.23776
2015-02-20_06,301.64203
2015-02-20_12,293.8495
2015-02-20_18,289.34363
2015-02-21_00,297.534
2015-02-21_06,301.8235
2015-02-21_12,294.15778
2015-02-21_18,290.23956
2015-02-22_00,296.49695
2015-02-22_06,302.75653
2015-02-22_12,295.3039
2015-02-22_18,289.6712
2015-02-23_00,296.49878
2015-02-23_06,303.89185
2015-02-23_12,293.51715
2015-02-23_18,290.59613
2015-02-24_00,297.20093
2015-02-24_06,297.55408
2015-02-24_12,290.4922
2015-02-24_18,288.59473
2015-02-25_00,293.35834
2015-02-25_06,296.06848
2015-02-25_12,289.35568
2015-02-25_18,287.08533
2015-02-26_00,291.38855
2015-02-26_06,297.6068
2015-02-26_12,290.86166
2015-02-26_18,287.78772
2015-02-27_00,294.5475
2015-02-27_06,300.43158
2015-02-27_12,292.41733
2015-02-27_18,290.02194
2015-02-28_00,296.90085
2015-02-28_06,302.50214
2015-02-28_12,293.94244
2015-02-28_18,293.2444
2015-03-01_00,297.50647
2015-03-01_06,298.03827
2015-03-01_12,288.7994
2015-03-01_18,284.09833
2015-03-02_00,291.10367
2015-03-02_06,298.33475
2015-03-02_12,291.45477
2015-03-02_18,288.5111
2015-03-03_00,294.1435
2015-03-03_06,299.02206
2015-03-03_12,291.54712
2015-03-03_18,287.06573
2015-03-04_00,294.61932
2015-03-04_06,299.7987
2015-03-04_12,288.9281
2015-03-04_18,287.85233
2015-03-05_00,288.64923
2015-03-05_06,291.61548
2015-03-05_12,284.251
2015-03-05_18,281.42044
2015-03-06_00,286.72794
2015-03-06_06,292.43274
2015-03-06_12,285.47925
2015-03-06_18,281.23303
2015-03-07_00,290.83987
2015-03-07_06,295.23303
2015-03-07_12,287.85992
2015-03-07_18,285.23856
2015-03-08_00,293.97073
2015-03-08_06,298.8668
2015-03-08_12,288.26184
2015-03-08_18,284.30536
2015-03-09_00,294.4688
