Date,Average Pressure [Pa]
2015-01-01_00,94845.36
2015-01-01_06,94727.54
2015-01-01_12,95271.92
2015-01-01_18,95509.2
2015-01-02_00,95720.85
2015-01-02_06,95414.016
2015-01-02_12,95325.195
2015-01-02_18,95615.28
2015-01-03_00,96035.94
2015-01-03_06,96006.79
2015-01-03_12,96181.91
2015-01-03_18,95994.58
2015-01-04_00,95914.21
2015-01-04_06,95605.42
2015-01-04_12,95805.93
2015-01-04_18,95965.75
2015-01-05_00,96380.664
2015-01-05_06,96288.766
2015-01-05_12,96405.03
2015-01-05_18,95925.09
2015-01-06_00,95315.086
2015-01-06_06,94316.14
2015-01-06_12,94444.12
2015-01-06_18,94749.66
2015-01-07_00,94997.31
2015-01-07_06,94826.02
2015-01-07_12,95145.63
2015-01-07_18,95269.555
2015-01-08_00,95538.914
2015-01-08_06,95467.625
2015-01-08_12,95533.33
2015-01-08_18,95571.336
2015-01-09_00,95765.65
2015-01-09_06,95600.07
2015-01-09_12,95690.75
2015-01-09_18,95600.39
2015-01-10_00,95728.22
2015-01-10_06,95641.89
2015-01-10_12,95853.32
2015-01-10_18,95837.234
2015-01-11_00,95940.82
2015-01-11_06,95407.664
2015-01-11_12,95576.266
2015-01-11_18,95946.805
2015-01-12_00,96330.86
2015-01-12_06,96433.55
2015-01-12_12,96797.875
2015-01-12_18,96958.94
2015-01-13_00,97287.766
2015-01-13_06,97210.18
2015-01-13_12,97410.84
2015-01-13_18,97350.85
2015-01-14_00,97347.12
2015-01-14_06,96977.32
2015-01-14_12,96864.5
2015-01-14_18,96508.984
2015-01-15_00,96227.47
2015-01-15_06,95278.54
2015-01-15_12,95223.98
2015-01-15_18,95589.72
2015-01-16_00,96008.52
2015-01-16_06,95936.48
2015-01-16_12,95795.484
2015-01-16_18,95168.484
2015-01-17_00,95099.63
2015-01-17_06,95250.34
2015-01-17_12,95765.625
2015-01-17_18,96119.266
2015-01-18_00,96243.016
2015-01-18_06,96174.125
2015-01-18_12,96249.29
2015-01-18_18,95768.84
2015-01-19_00,95540.97
2015-01-19_06,95418.04
2015-01-19_12,95967.92
2015-01-19_18,96199.7
2015-01-20_00,96586.28
2015-01-20_06,96650.09
2015-01-20_12,97115.72
2015-01-20_18,97229.54
2015-01-21_00,97349.09
2015-01-21_06,96959.01
2015-01-21_12,96817.9
2015-01-21_18,96422.7
2015-01-22_00,96100.63
2015-01-22_06,95420.12
2015-01-22_12,94890.164
2015-01-22_18,94639.58
2015-01-23_00,95086.57
2015-01-23_06,95342.12
2015-01-23_12,95961.81
2015-01-23_18,96243.945
2015-01-24_00,96639.55
2015-01-24_06,96562.89
2015-01-24_12,96769.266
2015-01-24_18,96872.22
2015-01-25_00,97258.57
2015-01-25_06,97149.05
2015-01-25_12,97320.31
2015-01-25_18,97087.28
2015-01-26_00,96955.25
2015-01-26_06,96448.34
2015-01-26_12,96337.8
2015-01-26_18,95829.2
2015-01-27_00,95518.12
2015-01-27_06,95376.63
2015-01-27_12,95603.125
2015-01-27_18,95742.75
2015-01-28_00,96163.234
2015-01-28_06,96251.86
2015-01-28_12,96699.586
2015-01-28_18,96853.69
2015-01-29_00,97146.875
2015-01-29_06,96952.39
2015-01-29_12,97091.19
2015-01-29_18,96798.46
2015-01-30_00,96572.85
2015-01-30_06,95786.26
2015-01-30_12,95414.77
2015-01-30_18,95279.88
2015-01-31_00,95688.72
2015-01-31_06,95651.69
2015-01-31_12,96055.54
2015-01-31_18,96144.36
2015-02-01_00,96432.03
2015-02-01_06,96352.64
2015-02-01_12,96591.164
2015-02-01_18,96524.34
2015-02-02_00,96663.97
2015-02-02_06,96533.18
2015-02-02_12,96719.58
2015-02-02_18,96603.445
2015-02-03_00,96768.77
2015-02-03_06,96534.55
2015-02-03_12,96643.41
2015-02-03_18,96521.73
2015-02-04_00,96588.55
2015-02-04_06,96265.6
2015-02-04_12,96294.41
2015-02-04_18,96073.92
2015-02-05_00,96003.64
2015-02-05_06,95523.14
2015-02-05_12,95616.87
2015-02-05_18,95646.945
2015-02-06_00,95993.09
2015-02-06_06,96130.055
2015-02-06_12,96569.92
2015-02-06_18,96679.76
2015-02-07_00,96811.45
2015-02-07_06,96510.4
2015-02-07_12,96496.63
2015-02-07_18,96142.97
2015-02-08_00,95779.54
2015-02-08_06,95071.02
2015-02-08_12,95064.06
2015-02-08_18,95327.414
2015-02-09_00,95703.516
2015-02-09_06,95365.086
2015-02-09_12,95515.38
2015-02-09_18,95406.27
2015-02-10_00,95682.836
2015-02-10_06,95435.2
2015-02-10_12,95706.08
2015-02-10_18,95745.875
2015-02-11_00,95890.41
2015-02-11_06,95538.21
2015-02-11_12,95596.58
2015-02-11_18,95361.55
2015-02-12_00,95222.9
2015-02-12_06,94747.9
2015-02-12_12,94826.34
2015-02-12_18,94622.83
2015-02-13_00,94867.67
2015-02-13_06,94817.06
2015-02-13_12,95316.555
2015-02-13_18,95340.87
2015-02-14_00,95734.5
2015-02-14_06,95695.73
2015-02-14_12,95851.86
2015-02-14_18,95724.95
2015-02-15_00,95820.51
2015-02-15_06,95678.76
2015-02-15_12,96011.305
2015-02-15_18,95991.41
2015-02-16_00,96075.125
2015-02-16_06,95786.26
2015-02-16_12,95847.44
2015-02-16_18,95780.95
2015-02-17_00,95881.055
2015-02-17_06,95630.91
2015-02-17_12,95713.13
2015-02-17_18,95434.67
2015-02-18_00,95371.7
2015-02-18_06,95197.63
2015-02-18_12,95403.93
2015-02-18_18,95392.06
2015-02-19_00,95584.35
2015-02-19_06,95546.97
2015-02-19_12,96009.79
2015-02-19_18,96183.57
2015-02-20_00,96512.2
2015-02-20_06,96543.82
2015-02-20_12,96921.53
2015-02-20_18,97038.6
2015-02-21_00,97247.95
2015-02-21_06,97043.12
2015-02-21_12,97222.7
2015-02-21_18,97054.664
2015-02-22_00,97032.91
2015-02-22_06,96512.16
2015-02-22_12,96252.69
2015-02-22_18,95765.84
2015-02-23_00,95797.414
2015-02-23_06,95466.82
2015-02-23_12,95744.05
2015-02-23_18,95809.59
2015-02-24_00,95962.984
2015-02-24_06,95700.484
2015-02-24_12,95977.71
2015-02-24_18,96007.59
2015-02-25_00,96439.13
2015-02-25_06,96330.56
2015-02-25_12,96640.43
2015-02-25_18,96561.28
2015-02-26_00,96628.836
2015-02-26_06,96111.84
2015-02-26_12,95613.914
2015-02-26_18,95063.766
2015-02-27_00,95368.41
2015-02-27_06,95440.164
2015-02-27_12,96023.98
2015-02-27_18,96340.87
2015-02-28_00,96942.84
2015-02-28_06,96868.38
2015-02-28_12,97098.17
2015-02-28_18,96830.516
2015-03-01_00,96538.19
2015-03-01_06,95487.67
2015-03-01_12,94605.62
2015-03-01_18,94897.73
2015-03-02_00,95591.92
2015-03-02_06,95849.66
2015-03-02_12,96247.83
2015-03-02_18,96445.22
2015-03-03_00,96572.83
2015-03-03_06,96424.875
2015-03-03_12,96134.5
2015-03-03_18,95265.38
2015-03-04_00,94896.07
2015-03-04_06,94942.14
2015-03-04_12,95397.17
2015-03-04_18,95614.26
2015-03-05_00,96091.48
2015-03-05_06,96096.36
2015-03-05_12,96547.0
2015-03-05_18,96670.12
2015-03-06_00,96972.12
2015-03-06_06,96701.516
2015-03-06_12,96908.664
2015-03-06_18,96824.875
2015-03-07_00,96955.64
2015-03-07_06,96668.875
2015-03-07_12,96752.78
2015-03-07_18,96577.17
2015-03-08_00,96700.85
2015-03-08_06,96628.78
2015-03-08_12,96819.73
2015-03-08_18,96657.81
2015-03-09_00,96564.72
2015-03-09_06,95769.555
2015-03-09_12,94927.02
2015-03-09_18,94166.53
2015-03-10_00,94363.375
2015-03-10_06,94307.86
2015-03-10_12,95009.89
2015-03-10_18,95176.49
2015-03-11_00,95438.06
2015-03-11_06,95242.73
2015-03-11_12,95686.5
2015-03-11_18,95615.06
2015-03-12_00,95695.51
2015-03-12_06,95523.805
2015-03-12_12,95904.3
2015-03-12_18,96017.84
2015-03-13_00,96225.22
2015-03-13_06,96046.24
2015-03-13_12,96169.6
2015-03-13_18,96225.98
2015-03-14_00,96413.28
2015-03-14_06,96313.84
2015-03-14_12,96847.66
2015-03-14_18,96954.27
2015-03-15_00,97172.68
2015-03-15_06,96762.89
2015-03-15_12,96769.05
2015-03-15_18,96713.6
2015-03-16_00,96975.734
2015-03-16_06,96658.86
2015-03-16_12,96783.375
2015-03-16_18,96556.984
2015-03-17_00,96640.67
2015-03-17_06,96231.23
2015-03-17_12,96345.41
2015-03-17_18,96221.75
2015-03-18_00,96530.23
2015-03-18_06,96334.47
2015-03-18_12,96380.88
2015-03-18_18,95873.7
2015-03-19_00,95484.57
2015-03-19_06,95240.36
2015-03-19_12,95590.43
2015-03-19_18,95728.93
2015-03-20_00,96048.586
2015-03-20_06,95852.125
2015-03-20_12,96085.84
2015-03-20_18,96079.39
2015-03-21_00,96270.83
2015-03-21_06,95997.9
2015-03-21_12,96157.35
2015-03-21_18,95999.61
2015-03-22_00,96023.484
2015-03-22_06,95598.24
2015-03-22_12,95685.72
2015-03-22_18,95644.21
2015-03-23_00,95838.8
2015-03-23_06,95632.2
2015-03-23_12,96023.56
2015-03-23_18,96113.35
2015-03-24_00,96366.53
2015-03-24_06,96315.305
2015-03-24_12,96622.85
2015-03-24_18,96716.43
2015-03-25_00,97085.55
2015-03-25_06,97101.266
2015-03-25_12,97401.0
2015-03-25_18,97425.39
2015-03-26_00,97597.98
2015-03-26_06,97265.8
2015-03-26_12,97331.27
2015-03-26_18,97142.06
2015-03-27_00,97100.85
2015-03-27_06,96689.28
2015-03-27_12,96735.94
2015-03-27_18,96494.68
2015-03-28_00,96586.086
2015-03-28_06,96226.125
2015-03-28_12,96311.35
2015-03-28_18,96218.36
2015-03-29_00,96196.97
2015-03-29_06,95891.67
2015-03-29_12,95939.04
2015-03-29_18,96037.18
2015-03-30_00,96425.266
2015-03-30_06,96383.836
2015-03-30_12,96681.125
2015-03-30_18,96598.66
2015-03-31_00,96654.59
2015-03-31_06,96199.734
2015-03-31_12,96201.76
2015-03-31_18,95909.13
2015-04-01_00,95863.65
2015-04-01_06,95378.15
2015-04-01_12,95829.88
2015-04-01_18,96166.84
2015-04-02_00,96573.98
2015-04-02_06,96340.65
2015-04-02_12,96473.805
2015-04-02_18,96024.83
2015-04-03_00,95743.82
2015-04-03_06,95354.71
2015-04-03_12,95498.05
2015-04-03_18,95818.92
2015-04-04_00,96462.984
2015-04-04_06,96595.68
2015-04-04_12,96827.88
2015-04-04_18,96565.21
2015-04-05_00,96447.39
2015-04-05_06,95940.87
2015-04-05_12,95916.38
2015-04-05_18,95747.68
2015-04-06_00,95910.45
2015-04-06_06,95784.305
2015-04-06_12,95914.48
2015-04-06_18,95905.3
2015-04-07_00,96228.71
2015-04-07_06,96276.414
2015-04-07_12,96590.84
2015-04-07_18,96639.41
2015-04-08_00,96923.85
2015-04-08_06,96885.96
2015-04-08_12,97093.77
2015-04-08_18,97120.09
2015-04-09_00,97332.86
2015-04-09_06,97074.78
2015-04-09_12,97304.62
2015-04-09_18,97078.03
2015-04-10_00,97072.75
2015-04-10_06,96860.16
2015-04-10_12,96846.05
2015-04-10_18,96483.664
2015-04-11_00,96611.35
2015-04-11_06,96600.93
2015-04-11_12,97112.2
2015-04-11_18,97249.85
2015-04-12_00,97569.97
2015-04-12_06,97378.37
2015-04-12_12,97548.02
2015-04-12_18,97386.914
2015-04-13_00,97279.76
2015-04-13_06,96762.5
2015-04-13_12,96438.87
2015-04-13_18,95845.66
2015-04-14_00,95851.414
2015-04-14_06,95522.63
2015-04-14_12,95418.484
2015-04-14_18,95006.375
2015-04-15_00,95078.49
2015-04-15_06,94615.67
2015-04-15_12,95228.516
2015-04-15_18,95442.65
2015-04-16_00,95813.8
2015-04-16_06,95684.836
2015-04-16_12,95802.02
2015-04-16_18,95615.92
2015-04-17_00,95681.91
2015-04-17_06,95562.65
2015-04-17_12,95993.21
2015-04-17_18,96349.61
2015-04-18_00,96481.01
2015-04-18_06,96121.97
2015-04-18_12,96294.8
2015-04-18_18,96277.86
2015-04-19_00,96392.77
2015-04-19_06,96212.96
2015-04-19_12,96265.77
2015-04-19_18,95959.836
2015-04-20_00,95754.445
2015-04-20_06,95159.16
2015-04-20_12,94897.92
2015-04-20_18,94797.29
2015-04-21_00,95298.63
2015-04-21_06,95598.12
2015-04-21_12,96245.75
2015-04-21_18,96414.38
2015-04-22_00,96584.55
2015-04-22_06,96302.08
2015-04-22_12,96386.11
2015-04-22_18,96342.99
2015-04-23_00,96646.36
2015-04-23_06,96550.414
2015-04-23_12,96891.26
2015-04-23_18,96762.375
2015-04-24_00,96739.914
2015-04-24_06,96140.53
2015-04-24_12,96226.734
2015-04-24_18,96211.84
2015-04-25_00,96458.33
2015-04-25_06,96253.54
2015-04-25_12,96613.13
2015-04-25_18,96631.86
2015-04-26_00,96734.18
2015-04-26_06,96441.36
2015-04-26_12,96537.82
2015-04-26_18,96486.67
2015-04-27_00,96571.83
2015-04-27_06,96263.97
2015-04-27_12,96461.57
2015-04-27_18,96409.25
2015-04-28_00,96547.7
2015-04-28_06,96326.125
2015-04-28_12,96481.79
2015-04-28_18,96360.42
2015-04-29_00,96383.59
2015-04-29_06,96142.555
2015-04-29_12,96328.86
2015-04-29_18,96185.59
2015-04-30_00,96344.625
2015-04-30_06,96139.04
2015-04-30_12,96295.875
2015-04-30_18,96165.14
2015-05-01_00,96265.33
2015-05-01_06,95998.484
2015-05-01_12,96270.92
2015-05-01_18,96240.48
2015-05-02_00,96431.91
2015-05-02_06,96249.95
2015-05-02_12,96401.1
2015-05-02_18,96233.27
2015-05-03_00,96285.18
2015-05-03_06,95881.91
2015-05-03_12,95914.52
2015-05-03_18,95676.49
2015-05-04_00,95524.05
2015-05-04_06,95048.12
2015-05-04_12,95011.305
2015-05-04_18,95071.36
2015-05-05_00,95470.46
2015-05-05_06,95574.34
2015-05-05_12,95926.24
2015-05-05_18,95951.86
2015-05-06_00,96014.58
2015-05-06_06,95816.26
2015-05-06_12,95964.8
2015-05-06_18,95791.53
2015-05-07_00,95929.62
2015-05-07_06,95786.01
2015-05-07_12,95921.414
2015-05-07_18,95880.125
2015-05-08_00,95976.91
2015-05-08_06,95810.16
2015-05-08_12,96083.25
2015-05-08_18,95980.984
2015-05-09_00,96028.125
2015-05-09_06,95634.2
2015-05-09_12,95726.08
2015-05-09_18,95664.04
2015-05-10_00,95825.69
