Date,Average temperature [K]
2015-01-01_00,268.95233
2015-01-01_06,268.6281
2015-01-01_12,266.34113
2015-01-01_18,266.44635
2015-01-02_00,266.89688
2015-01-02_06,270.48822
2015-01-02_12,268.87744
2015-01-02_18,266.97363
2015-01-03_00,268.37762
2015-01-03_06,272.77747
2015-01-03_12,269.61456
2015-01-03_18,268.325
2015-01-04_00,269.00793
2015-01-04_06,273.54572
2015-01-04_12,271.7966
2015-01-04_18,271.13663
2015-01-05_00,271.96735
2015-01-05_06,278.75958
2015-01-05_12,272.6604
2015-01-05_18,273.1645
2015-01-06_00,275.42383
2015-01-06_06,277.97495
2015-01-06_12,272.75336
2015-01-06_18,269.5055
2015-01-07_00,269.92255
2015-01-07_06,272.27307
2015-01-07_12,269.11722
2015-01-07_18,268.41574
2015-01-08_00,269.62994
2015-01-08_06,272.6133
2015-01-08_12,269.74176
2015-01-08_18,268.69614
2015-01-09_00,269.83337
2015-01-09_06,273.57626
2015-01-09_12,270.19568
2015-01-09_18,268.95844
2015-01-10_00,269.53635
2015-01-10_06,273.47876
2015-01-10_12,271.37207
2015-01-10_18,270.2621
2015-01-11_00,271.373
2015-01-11_06,273.2765
2015-01-11_12,270.64606
2015-01-11_18,268.39343
2015-01-12_00,268.94983
2015-01-12_06,272.35526
2015-01-12_12,269.6886
2015-01-12_18,269.5553
2015-01-13_00,270.6554
2015-01-13_06,275.25934
2015-01-13_12,268.9536
2015-01-13_18,267.7757
2015-01-14_00,269.64386
2015-01-14_06,276.6349
2015-01-14_12,272.54974
2015-01-14_18,272.36636
2015-01-15_00,273.25354
2015-01-15_06,273.44025
2015-01-15_12,273.12726
2015-01-15_18,271.81213
2015-01-16_00,271.5941
2015-01-16_06,276.5689
2015-01-16_12,271.73688
2015-01-16_18,272.1562
2015-01-17_00,271.9693
2015-01-17_06,270.62244
2015-01-17_12,267.99408
2015-01-17_18,266.9922
2015-01-18_00,268.9054
2015-01-18_06,274.29376
2015-01-18_12,269.30243
2015-01-18_18,268.7707
2015-01-19_00,270.58423
2015-01-19_06,273.30304
2015-01-19_12,271.84363
2015-01-19_18,270.58328
2015-01-20_00,271.46906
2015-01-20_06,274.284
2015-01-20_12,268.63495
2015-01-20_18,267.47382
2015-01-21_00,270.0199
2015-01-21_06,276.7291
2015-01-21_12,273.39166
2015-01-21_18,272.33536
2015-01-22_00,273.67334
2015-01-22_06,275.74414
2015-01-22_12,274.80615
2015-01-22_18,274.4275
2015-01-23_00,273.6579
2015-01-23_06,274.214
2015-01-23_12,270.01526
2015-01-23_18,267.81482
2015-01-24_00,269.51672
2015-01-24_06,276.28876
2015-01-24_12,272.70477
2015-01-24_18,271.83148
2015-01-25_00,272.7843
2015-01-25_06,278.59756
2015-01-25_12,273.45276
2015-01-25_18,271.60526
2015-01-26_00,274.05115
2015-01-26_06,278.75488
2015-01-26_12,275.53052
2015-01-26_18,274.63998
2015-01-27_00,275.7176
2015-01-27_06,277.04083
2015-01-27_12,272.0218
2015-01-27_18,269.44702
2015-01-28_00,269.7641
2015-01-28_06,271.49075
2015-01-28_12,266.85416
2015-01-28_18,265.2942
2015-01-29_00,267.5191
2015-01-29_06,273.4369
2015-01-29_12,270.67798
2015-01-29_18,270.16302
2015-01-30_00,272.08658
2015-01-30_06,273.92432
2015-01-30_12,272.25665
2015-01-30_18,272.07123
2015-01-31_00,271.1477
2015-01-31_06,271.15955
2015-01-31_12,267.9013
2015-01-31_18,266.3921
2015-02-01_00,267.5916
2015-02-01_06,271.04742
2015-02-01_12,268.18256
2015-02-01_18,266.99426
2015-02-02_00,268.90414
2015-02-02_06,272.55734
2015-02-02_12,269.2502
2015-02-02_18,267.74353
2015-02-03_00,268.99802
2015-02-03_06,274.99417
2015-02-03_12,269.69754
2015-02-03_18,266.6978
2015-02-04_00,268.85007
2015-02-04_06,276.07465
2015-02-04_12,270.0619
2015-02-04_18,268.3405
2015-02-05_00,270.117
2015-02-05_06,275.427
2015-02-05_12,270.9803
2015-02-05_18,269.07727
2015-02-06_00,270.20502
2015-02-06_06,275.0926
2015-02-06_12,270.20288
2015-02-06_18,267.0019
2015-02-07_00,270.0496
2015-02-07_06,277.68314
2015-02-07_12,271.59717
2015-02-07_18,270.68506
2015-02-08_00,272.66406
2015-02-08_06,274.04083
2015-02-08_12,270.09674
2015-02-08_18,266.90125
2015-02-09_00,267.21887
2015-02-09_06,268.93396
2015-02-09_12,267.55463
2015-02-09_18,267.0611
2015-02-10_00,268.53406
2015-02-10_06,272.00323
2015-02-10_12,270.5091
2015-02-10_18,269.7301
2015-02-11_00,271.4536
2015-02-11_06,276.69308
2015-02-11_12,273.13556
2015-02-11_18,270.10388
2015-02-12_00,271.18848
2015-02-12_06,276.6568
2015-02-12_12,273.2738
2015-02-12_18,270.7384
2015-02-13_00,270.21286
2015-02-13_06,268.99704
2015-02-13_12,267.02768
2015-02-13_18,267.06165
2015-02-14_00,268.93085
2015-02-14_06,272.45667
2015-02-14_12,271.28064
2015-02-14_18,271.37354
2015-02-15_00,272.92636
2015-02-15_06,274.82373
2015-02-15_12,268.97583
2015-02-15_18,265.62738
2015-02-16_00,268.67316
2015-02-16_06,277.39664
2015-02-16_12,270.767
2015-02-16_18,271.15662
2015-02-17_00,272.4707
2015-02-17_06,274.83237
2015-02-17_12,274.222
2015-02-17_18,273.09717
2015-02-18_00,273.4175
2015-02-18_06,276.08426
2015-02-18_12,272.51276
2015-02-18_18,271.30145
2015-02-19_00,272.5648
2015-02-19_06,275.29523
2015-02-19_12,272.30704
2015-02-19_18,270.8916
2015-02-20_00,272.42282
2015-02-20_06,276.602
2015-02-20_12,271.41345
2015-02-20_18,267.9369
2015-02-21_00,272.36017
2015-02-21_06,279.9934
2015-02-21_12,275.8072
2015-02-21_18,275.0916
2015-02-22_00,277.97107
2015-02-22_06,280.35272
2015-02-22_12,279.31903
2015-02-22_18,280.91437
2015-02-23_00,280.28735
2015-02-23_06,281.18872
2015-02-23_12,274.5357
2015-02-23_18,272.47992
2015-02-24_00,274.5266
2015-02-24_06,279.93152
2015-02-24_12,273.8291
2015-02-24_18,271.25732
2015-02-25_00,273.64935
2015-02-25_06,279.76868
2015-02-25_12,274.45236
2015-02-25_18,272.85486
2015-02-26_00,274.35876
2015-02-26_06,276.68542
2015-02-26_12,276.41147
2015-02-26_18,275.2423
2015-02-27_00,273.64612
2015-02-27_06,274.0268
2015-02-27_12,270.55795
2015-02-27_18,269.4819
2015-02-28_00,271.57663
2015-02-28_06,278.7326
2015-02-28_12,273.49127
2015-02-28_18,273.48267
2015-03-01_00,274.93176
2015-03-01_06,276.37177
2015-03-01_12,273.28574
2015-03-01_18,272.61932
2015-03-02_00,273.92007
2015-03-02_06,275.80692
2015-03-02_12,271.28925
2015-03-02_18,268.8744
2015-03-03_00,272.28168
2015-03-03_06,277.28183
2015-03-03_12,274.26538
2015-03-03_18,275.43243
2015-03-04_00,275.8371
2015-03-04_06,277.45984
2015-03-04_12,273.07947
2015-03-04_18,271.47098
2015-03-05_00,273.3587
2015-03-05_06,275.54126
2015-03-05_12,270.93948
2015-03-05_18,270.77835
2015-03-06_00,273.34415
2015-03-06_06,278.48303
2015-03-06_12,274.68823
2015-03-06_18,273.74524
2015-03-07_00,276.3726
2015-03-07_06,279.61194
2015-03-07_12,277.11188
2015-03-07_18,275.67166
2015-03-08_00,276.606
2015-03-08_06,282.10507
2015-03-08_12,277.6549
2015-03-08_18,275.43378
2015-03-09_00,277.15533
2015-03-09_06,281.92697
2015-03-09_12,277.03076
2015-03-09_18,274.1507
2015-03-10_00,272.8316
2015-03-10_06,270.8701
2015-03-10_12,267.8764
2015-03-10_18,267.87695
2015-03-11_00,269.72693
2015-03-11_06,271.31378
2015-03-11_12,269.58908
2015-03-11_18,269.6585
2015-03-12_00,271.1438
2015-03-12_06,273.72388
2015-03-12_12,270.91635
2015-03-12_18,268.98132
2015-03-13_00,271.9862
2015-03-13_06,277.39587
2015-03-13_12,274.05597
2015-03-13_18,272.37048
2015-03-14_00,274.1586
2015-03-14_06,276.8235
2015-03-14_12,271.50995
2015-03-14_18,268.87875
2015-03-15_00,273.91632
2015-03-15_06,280.65167
2015-03-15_12,276.67633
2015-03-15_18,276.12735
2015-03-16_00,278.70932
2015-03-16_06,286.1972
2015-03-16_12,279.9828
2015-03-16_18,275.00018
2015-03-17_00,278.7026
2015-03-17_06,290.32257
2015-03-17_12,281.4046
2015-03-17_18,277.30698
2015-03-18_00,281.96432
2015-03-18_06,288.42023
2015-03-18_12,281.39383
2015-03-18_18,281.47327
2015-03-19_00,282.7255
2015-03-19_06,283.81378
2015-03-19_12,280.60428
2015-03-19_18,278.0322
2015-03-20_00,281.73096
2015-03-20_06,284.60516
2015-03-20_12,277.05035
2015-03-20_18,275.11707
2015-03-21_00,279.09778
2015-03-21_06,285.9016
2015-03-21_12,278.43063
2015-03-21_18,275.28357
2015-03-22_00,279.31995
2015-03-22_06,286.467
2015-03-22_12,278.10352
2015-03-22_18,273.3809
2015-03-23_00,275.61108
2015-03-23_06,275.47858
2015-03-23_12,270.66248
2015-03-23_18,269.70856
2015-03-24_00,272.54858
2015-03-24_06,273.78058
2015-03-24_12,270.75043
2015-03-24_18,269.7099
2015-03-25_00,274.56674
2015-03-25_06,276.8064
2015-03-25_12,271.91125
2015-03-25_18,268.58383
2015-03-26_00,274.11008
2015-03-26_06,281.96008
2015-03-26_12,273.95853
2015-03-26_18,270.43427
2015-03-27_00,276.47382
2015-03-27_06,287.4627
2015-03-27_12,277.05167
2015-03-27_18,273.87
2015-03-28_00,278.3637
2015-03-28_06,288.15173
2015-03-28_12,280.1184
2015-03-28_18,276.57825
2015-03-29_00,281.49097
2015-03-29_06,281.3333
2015-03-29_12,278.32074
2015-03-29_18,275.06097
2015-03-30_00,279.4445
2015-03-30_06,289.97083
2015-03-30_12,280.41333
2015-03-30_18,276.56836
2015-03-31_00,281.89374
2015-03-31_06,290.7614
2015-03-31_12,282.6466
2015-03-31_18,282.16827
2015-04-01_00,283.00934
2015-04-01_06,283.45694
2015-04-01_12,278.95367
2015-04-01_18,276.3559
2015-04-02_00,282.0763
2015-04-02_06,286.434
2015-04-02_12,280.76596
2015-04-02_18,281.64038
2015-04-03_00,283.40445
2015-04-03_06,285.95917
2015-04-03_12,285.74246
2015-04-03_18,283.73267
2015-04-04_00,287.30856
2015-04-04_06,291.68866
2015-04-04_12,286.69876
2015-04-04_18,284.3449
2015-04-05_00,283.28333
2015-04-05_06,284.58838
2015-04-05_12,283.72522
2015-04-05_18,282.85303
2015-04-06_00,284.13947
2015-04-06_06,285.5246
2015-04-06_12,283.13553
2015-04-06_18,280.09167
2015-04-07_00,278.4184
2015-04-07_06,279.96732
2015-04-07_12,276.44574
2015-04-07_18,274.4173
2015-04-08_00,273.73596
2015-04-08_06,279.3373
2015-04-08_12,276.13742
2015-04-08_18,274.7883
2015-04-09_00,278.2439
2015-04-09_06,283.78687
2015-04-09_12,278.31598
2015-04-09_18,277.05402
2015-04-10_00,279.5833
2015-04-10_06,281.26413
2015-04-10_12,278.69632
2015-04-10_18,277.82687
2015-04-11_00,280.1848
2015-04-11_06,283.2825
2015-04-11_12,278.57202
2015-04-11_18,276.39868
2015-04-12_00,281.4647
2015-04-12_06,287.50995
2015-04-12_12,282.26895
2015-04-12_18,279.89722
2015-04-13_00,279.18848
2015-04-13_06,280.4039
2015-04-13_12,280.3943
2015-04-13_18,280.8563
2015-04-14_00,282.02686
2015-04-14_06,283.59827
2015-04-14_12,282.3561
2015-04-14_18,280.52185
2015-04-15_00,281.13544
2015-04-15_06,280.958
2015-04-15_12,277.4928
2015-04-15_18,277.74335
2015-04-16_00,282.96405
2015-04-16_06,288.98193
2015-04-16_12,284.03275
2015-04-16_18,280.546
2015-04-17_00,279.424
2015-04-17_06,282.85077
2015-04-17_12,276.60846
2015-04-17_18,273.47955
2015-04-18_00,281.2547
2015-04-18_06,288.49634
2015-04-18_12,281.94714
2015-04-18_18,278.04166
2015-04-19_00,282.7088
2015-04-19_06,282.0689
2015-04-19_12,282.33887
2015-04-19_18,284.30316
2015-04-20_00,284.8901
2015-04-20_06,288.46765
2015-04-20_12,287.31616
2015-04-20_18,282.77063
2015-04-21_00,282.53735
2015-04-21_06,287.28073
2015-04-21_12,280.175
2015-04-21_18,278.73624
2015-04-22_00,284.68707
2015-04-22_06,290.3805
2015-04-22_12,283.74484
2015-04-22_18,280.55945
2015-04-23_00,285.72684
2015-04-23_06,291.78607
2015-04-23_12,283.96924
2015-04-23_18,280.3922
2015-04-24_00,287.95404
2015-04-24_06,291.54834
2015-04-24_12,284.2708
2015-04-24_18,280.36633
2015-04-25_00,285.65857
2015-04-25_06,289.78098
2015-04-25_12,281.40137
2015-04-25_18,277.18768
2015-04-26_00,284.78186
2015-04-26_06,292.0279
2015-04-26_12,285.79453
2015-04-26_18,281.57843
2015-04-27_00,287.88007
2015-04-27_06,295.42188
2015-04-27_12,288.34357
2015-04-27_18,283.39038
2015-04-28_00,289.27707
2015-04-28_06,294.60614
2015-04-28_12,287.94092
2015-04-28_18,283.8429
2015-04-29_00,289.3084
2015-04-29_06,293.27625
2015-04-29_12,286.95325
2015-04-29_18,284.23865
2015-04-30_00,290.19888
2015-04-30_06,293.88965
2015-04-30_12,287.29135
2015-04-30_18,284.0442
2015-05-01_00,289.67487
2015-05-01_06,295.42755
2015-05-01_12,288.16928
2015-05-01_18,284.6091
2015-05-02_00,290.12817
2015-05-02_06,296.77084
2015-05-02_12,289.055
2015-05-02_18,285.37076
2015-05-03_00,290.72888
2015-05-03_06,294.7705
2015-05-03_12,288.62076
2015-05-03_18,285.82758
2015-05-04_00,288.10828
2015-05-04_06,289.0182
2015-05-04_12,286.78806
2015-05-04_18,282.16388
2015-05-05_00,285.66162
2015-05-05_06,292.0653
2015-05-05_12,284.5337
2015-05-05_18,281.6549
2015-05-06_00,287.8943
2015-05-06_06,292.34732
2015-05-06_12,286.65662
2015-05-06_18,283.83423
2015-05-07_00,288.27283
2015-05-07_06,292.72778
2015-05-07_12,286.57446
2015-05-07_18,284.57367
2015-05-08_00,288.99976
2015-05-08_06,294.4931
2015-05-08_12,286.89362
2015-05-08_18,284.56824
2015-05-09_00,286.33755
2015-05-09_06,288.8067
2015-05-09_12,284.5964
2015-05-09_18,281.863
2015-05-10_00,286.797
2015-05-10_06,288.77185
2015-05-10_12,281.47537
2015-05-10_18,276.79752
2015-05-11_00,285.61975
2015-05-11_06,290.24408
2015-05-11_12,284.36914
2015-05-11_18,284.56775
2015-05-12_00,287.3428
2015-05-12_06,286.57507
2015-05-12_12,286.5441
2015-05-12_18,282.65674
2015-05-13_00,287.88043
2015-05-13_06,293.40884
2015-05-13_12,288.3246
2015-05-13_18,283.57797
2015-05-14_00,290.39178
2015-05-14_06,294.71484
2015-05-14_12,288.66156
2015-05-14_18,287.0157
2015-05-15_00,291.7746
2015-05-15_06,296.4762
2015-05-15_12,291.91888
2015-05-15_18,289.49667
2015-05-16_00,288.1183
2015-05-16_06,292.32257
2015-05-16_12,286.20398
2015-05-16_18,282.33746
