Date,Average temperature [K]
2015-01-01_00,273.69696
2015-01-01_06,272.68573
2015-01-01_12,271.77423
2015-01-01_18,271.8482
2015-01-02_00,272.0497
2015-01-02_06,274.46527
2015-01-02_12,273.67285
2015-01-02_18,272.3462
2015-01-03_00,273.72723
2015-01-03_06,276.75354
2015-01-03_12,274.82794
2015-01-03_18,272.9041
2015-01-04_00,273.4513
2015-01-04_06,277.6258
2015-01-04_12,276.16672
2015-01-04_18,274.96182
2015-01-05_00,275.5938
2015-01-05_06,280.13165
2015-01-05_12,275.56665
2015-01-05_18,276.47113
2015-01-06_00,277.55127
2015-01-06_06,278.51498
2015-01-06_12,276.02533
2015-01-06_18,274.26868
2015-01-07_00,274.6623
2015-01-07_06,275.7594
2015-01-07_12,274.314
2015-01-07_18,274.15598
2015-01-08_00,274.56256
2015-01-08_06,275.8809
2015-01-08_12,274.61237
2015-01-08_18,274.45737
2015-01-09_00,274.75037
2015-01-09_06,276.6373
2015-01-09_12,274.6532
2015-01-09_18,274.0561
2015-01-10_00,274.12766
2015-01-10_06,276.86646
2015-01-10_12,275.5747
2015-01-10_18,274.93103
2015-01-11_00,275.9477
2015-01-11_06,276.9132
2015-01-11_12,274.2696
2015-01-11_18,273.53308
2015-01-12_00,273.79553
2015-01-12_06,275.77274
2015-01-12_12,274.7716
2015-01-12_18,275.255
2015-01-13_00,275.98303
2015-01-13_06,278.14264
2015-01-13_12,273.82275
2015-01-13_18,271.64777
2015-01-14_00,272.52325
2015-01-14_06,278.46985
2015-01-14_12,275.52728
2015-01-14_18,275.16373
2015-01-15_00,275.98645
2015-01-15_06,276.29962
2015-01-15_12,277.11066
2015-01-15_18,276.24817
2015-01-16_00,276.22348
2015-01-16_06,278.23688
2015-01-16_12,275.93512
2015-01-16_18,277.20355
2015-01-17_00,275.99762
2015-01-17_06,274.05505
2015-01-17_12,273.33246
2015-01-17_18,273.18164
2015-01-18_00,274.39856
2015-01-18_06,277.94464
2015-01-18_12,275.02557
2015-01-18_18,273.96942
2015-01-19_00,275.72144
2015-01-19_06,277.06134
2015-01-19_12,275.9076
2015-01-19_18,275.68875
2015-01-20_00,275.80304
2015-01-20_06,277.41827
2015-01-20_12,273.46844
2015-01-20_18,271.75946
2015-01-21_00,273.09656
2015-01-21_06,279.19394
2015-01-21_12,276.0611
2015-01-21_18,275.72452
2015-01-22_00,276.94385
2015-01-22_06,278.69873
2015-01-22_12,278.21143
2015-01-22_18,278.54956
2015-01-23_00,277.13788
2015-01-23_06,277.1427
2015-01-23_12,275.28333
2015-01-23_18,274.4784
2015-01-24_00,274.838
2015-01-24_06,280.2292
2015-01-24_12,278.66815
2015-01-24_18,276.74213
2015-01-25_00,277.09192
2015-01-25_06,281.77628
2015-01-25_12,278.12317
2015-01-25_18,275.68924
2015-01-26_00,278.30408
2015-01-26_06,281.76416
2015-01-26_12,279.40503
2015-01-26_18,278.78305
2015-01-27_00,279.45685
2015-01-27_06,279.40167
2015-01-27_12,275.14532
2015-01-27_18,273.90698
2015-01-28_00,273.66058
2015-01-28_06,274.85843
2015-01-28_12,272.18472
2015-01-28_18,272.00122
2015-01-29_00,273.07428
2015-01-29_06,276.40857
2015-01-29_12,275.52026
2015-01-29_18,274.6928
2015-01-30_00,274.83463
2015-01-30_06,275.6582
2015-01-30_12,276.36115
2015-01-30_18,275.6186
2015-01-31_00,275.25122
2015-01-31_06,274.29724
2015-01-31_12,272.6928
2015-01-31_18,272.09473
2015-02-01_00,273.11603
2015-02-01_06,274.5562
2015-02-01_12,273.42767
2015-02-01_18,273.59045
2015-02-02_00,274.57846
2015-02-02_06,275.29855
2015-02-02_12,274.3674
2015-02-02_18,274.1576
2015-02-03_00,274.68015
2015-02-03_06,277.49417
2015-02-03_12,275.0579
2015-02-03_18,272.97516
2015-02-04_00,274.10446
2015-02-04_06,279.1181
2015-02-04_12,275.06628
2015-02-04_18,273.1823
2015-02-05_00,274.0916
2015-02-05_06,278.77563
2015-02-05_12,275.3543
2015-02-05_18,273.94006
2015-02-06_00,274.789
2015-02-06_06,278.21222
2015-02-06_12,274.83472
2015-02-06_18,272.73383
2015-02-07_00,273.79764
2015-02-07_06,279.91458
2015-02-07_12,276.37744
2015-02-07_18,275.8462
2015-02-08_00,276.6245
2015-02-08_06,277.14386
2015-02-08_12,273.24323
2015-02-08_18,270.97498
2015-02-09_00,271.76038
2015-02-09_06,272.3197
2015-02-09_12,272.46625
2015-02-09_18,272.23737
2015-02-10_00,273.25623
2015-02-10_06,275.4261
2015-02-10_12,275.06427
2015-02-10_18,273.91223
2015-02-11_00,275.43652
2015-02-11_06,279.61057
2015-02-11_12,277.2591
2015-02-11_18,274.28064
2015-02-12_00,274.79395
2015-02-12_06,279.24567
2015-02-12_12,276.09705
2015-02-12_18,274.0885
2015-02-13_00,273.83493
2015-02-13_06,272.30954
2015-02-13_12,272.11264
2015-02-13_18,272.0509
2015-02-14_00,273.69794
2015-02-14_06,276.35315
2015-02-14_12,275.95642
2015-02-14_18,276.38623
2015-02-15_00,276.81894
2015-02-15_06,277.79736
2015-02-15_12,274.19458
2015-02-15_18,271.73627
2015-02-16_00,272.79816
2015-02-16_06,279.01627
2015-02-16_12,274.3334
2015-02-16_18,274.7035
2015-02-17_00,275.39648
2015-02-17_06,278.49203
2015-02-17_12,277.47345
2015-02-17_18,276.4038
2015-02-18_00,275.76956
2015-02-18_06,278.61404
2015-02-18_12,276.26715
2015-02-18_18,275.1872
2015-02-19_00,276.2899
2015-02-19_06,277.73956
2015-02-19_12,276.09854
2015-02-19_18,275.41895
2015-02-20_00,276.5815
2015-02-20_06,279.2353
2015-02-20_12,275.286
2015-02-20_18,272.12048
2015-02-21_00,274.96075
2015-02-21_06,282.72534
2015-02-21_12,279.86627
2015-02-21_18,278.67853
2015-02-22_00,281.70837
2015-02-22_06,285.56854
2015-02-22_12,283.11395
2015-02-22_18,282.3211
2015-02-23_00,281.8938
2015-02-23_06,282.59155
2015-02-23_12,278.21588
2015-02-23_18,277.13373
2015-02-24_00,278.1985
2015-02-24_06,282.44177
2015-02-24_12,277.98975
2015-02-24_18,275.92236
2015-02-25_00,277.23773
2015-02-25_06,281.71252
2015-02-25_12,278.03635
2015-02-25_18,276.52087
2015-02-26_00,277.7699
2015-02-26_06,279.4657
2015-02-26_12,278.9398
2015-02-26_18,277.8756
2015-02-27_00,277.2677
2015-02-27_06,276.25043
2015-02-27_12,274.45444
2015-02-27_18,274.6362
2015-02-28_00,276.0615
2015-02-28_06,279.66522
2015-02-28_12,277.39948
2015-02-28_18,277.32593
2015-03-01_00,278.03186
2015-03-01_06,279.6042
2015-03-01_12,276.80087
2015-03-01_18,276.6833
2015-03-02_00,278.2067
2015-03-02_06,279.20926
2015-03-02_12,276.1042
2015-03-02_18,273.6405
2015-03-03_00,275.39838
2015-03-03_06,280.41318
2015-03-03_12,277.5393
2015-03-03_18,278.013
2015-03-04_00,279.9875
2015-03-04_06,279.7152
2015-03-04_12,276.4989
2015-03-04_18,275.95535
2015-03-05_00,276.79962
2015-03-05_06,277.50806
2015-03-05_12,274.74368
2015-03-05_18,274.78226
2015-03-06_00,276.017
2015-03-06_06,281.1588
2015-03-06_12,278.0481
2015-03-06_18,277.15198
2015-03-07_00,278.71878
2015-03-07_06,282.04846
2015-03-07_12,279.85358
2015-03-07_18,278.53983
2015-03-08_00,279.0889
2015-03-08_06,283.43613
2015-03-08_12,279.9884
2015-03-08_18,278.84784
2015-03-09_00,279.9361
2015-03-09_06,282.87277
2015-03-09_12,278.64014
2015-03-09_18,277.7093
2015-03-10_00,275.29645
2015-03-10_06,273.68015
2015-03-10_12,272.61517
2015-03-10_18,272.5796
2015-03-11_00,273.54626
2015-03-11_06,275.23126
2015-03-11_12,274.4719
2015-03-11_18,274.06525
2015-03-12_00,275.92163
2015-03-12_06,276.8977
2015-03-12_12,275.37143
2015-03-12_18,273.6903
2015-03-13_00,276.66345
2015-03-13_06,281.41687
2015-03-13_12,277.8836
2015-03-13_18,276.29236
2015-03-14_00,277.51895
2015-03-14_06,279.8015
2015-03-14_12,275.7155
2015-03-14_18,273.3314
2015-03-15_00,276.70148
2015-03-15_06,283.98077
2015-03-15_12,281.89557
2015-03-15_18,279.059
2015-03-16_00,282.07504
2015-03-16_06,287.7187
2015-03-16_12,281.89636
2015-03-16_18,278.1125
2015-03-17_00,282.50778
2015-03-17_06,291.77667
2015-03-17_12,283.6878
2015-03-17_18,280.66782
2015-03-18_00,283.81296
2015-03-18_06,288.8421
2015-03-18_12,283.8328
2015-03-18_18,283.5465
2015-03-19_00,284.83243
2015-03-19_06,282.99835
2015-03-19_12,281.26492
2015-03-19_18,280.44138
2015-03-20_00,281.66357
2015-03-20_06,284.05048
2015-03-20_12,279.89313
2015-03-20_18,277.6361
2015-03-21_00,280.22668
2015-03-21_06,286.81763
2015-03-21_12,281.936
2015-03-21_18,279.3402
2015-03-22_00,281.87073
2015-03-22_06,287.94308
2015-03-22_12,281.36963
2015-03-22_18,277.1436
2015-03-23_00,278.7317
2015-03-23_06,277.76324
2015-03-23_12,275.20984
2015-03-23_18,275.19293
2015-03-24_00,276.15747
2015-03-24_06,276.92413
2015-03-24_12,275.70306
2015-03-24_18,274.66107
2015-03-25_00,278.61118
2015-03-25_06,279.2517
2015-03-25_12,276.8556
2015-03-25_18,274.32895
2015-03-26_00,278.59348
2015-03-26_06,282.84583
2015-03-26_12,278.105
2015-03-26_18,274.68622
2015-03-27_00,279.0993
2015-03-27_06,288.04474
2015-03-27_12,281.14688
2015-03-27_18,277.25232
2015-03-28_00,282.02924
2015-03-28_06,290.22253
2015-03-28_12,284.4192
2015-03-28_18,280.66956
2015-03-29_00,284.18774
2015-03-29_06,283.79523
2015-03-29_12,281.9804
2015-03-29_18,278.52777
2015-03-30_00,281.22574
2015-03-30_06,288.4464
2015-03-30_12,281.6897
2015-03-30_18,278.48145
2015-03-31_00,284.60468
2015-03-31_06,293.60272
2015-03-31_12,287.46497
2015-03-31_18,285.3802
