Date,Average temperature [K]
2015-01-01_00,277.091
2015-01-01_06,275.7033
2015-01-01_12,276.14337
2015-01-01_18,276.03473
2015-01-02_00,276.0756
2015-01-02_06,277.72894
2015-01-02_12,277.3789
2015-01-02_18,276.70947
2015-01-03_00,277.67352
2015-01-03_06,281.2931
2015-01-03_12,279.5208
2015-01-03_18,278.6087
2015-01-04_00,279.38245
2015-01-04_06,282.8714
2015-01-04_12,281.40598
2015-01-04_18,279.2675
2015-01-05_00,279.96442
2015-01-05_06,284.01105
2015-01-05_12,281.1565
2015-01-05_18,282.2426
2015-01-06_00,282.4048
2015-01-06_06,281.4388
2015-01-06_12,279.9521
2015-01-06_18,278.73206
2015-01-07_00,278.6325
2015-01-07_06,278.57385
2015-01-07_12,277.9556
2015-01-07_18,278.5549
2015-01-08_00,278.85504
2015-01-08_06,279.4053
2015-01-08_12,278.9273
2015-01-08_18,279.03452
2015-01-09_00,278.62
2015-01-09_06,280.11874
2015-01-09_12,278.9281
2015-01-09_18,278.23676
2015-01-10_00,278.11447
2015-01-10_06,280.77026
2015-01-10_12,279.9873
2015-01-10_18,279.4911
2015-01-11_00,279.96185
2015-01-11_06,280.54504
2015-01-11_12,277.4771
2015-01-11_18,277.8739
2015-01-12_00,277.69934
2015-01-12_06,279.16678
2015-01-12_12,278.73645
2015-01-12_18,279.99622
2015-01-13_00,280.03625
2015-01-13_06,281.4029
2015-01-13_12,279.1548
2015-01-13_18,277.55695
2015-01-14_00,277.6175
2015-01-14_06,281.1925
2015-01-14_12,279.97406
2015-01-14_18,279.51236
2015-01-15_00,280.56458
2015-01-15_06,280.6507
2015-01-15_12,281.16388
2015-01-15_18,280.59192
2015-01-16_00,280.35434
2015-01-16_06,282.23053
2015-01-16_12,281.50494
2015-01-16_18,280.76166
2015-01-17_00,278.94
2015-01-17_06,277.3241
2015-01-17_12,277.80463
2015-01-17_18,278.05273
2015-01-18_00,279.3004
2015-01-18_06,282.58234
2015-01-18_12,280.56805
2015-01-18_18,280.31512
2015-01-19_00,279.53442
2015-01-19_06,280.7547
2015-01-19_12,279.76843
2015-01-19_18,280.033
2015-01-20_00,279.5135
2015-01-20_06,280.5511
2015-01-20_12,279.17206
2015-01-20_18,278.00702
2015-01-21_00,278.33923
2015-01-21_06,282.1168
2015-01-21_12,280.45807
2015-01-21_18,280.92178
2015-01-22_00,281.1963
2015-01-22_06,281.97363
2015-01-22_12,281.4414
2015-01-22_18,281.4944
2015-01-23_00,279.98456
2015-01-23_06,279.6349
2015-01-23_12,279.57678
2015-01-23_18,279.78162
2015-01-24_00,280.31262
2015-01-24_06,283.70477
2015-01-24_12,282.48505
2015-01-24_18,280.27533
2015-01-25_00,280.53235
2015-01-25_06,283.51016
2015-01-25_12,281.58313
2015-01-25_18,280.44705
2015-01-26_00,282.8275
2015-01-26_06,283.0547
2015-01-26_12,282.61206
2015-01-26_18,283.19467
2015-01-27_00,282.09015
2015-01-27_06,281.6463
2015-01-27_12,277.61456
2015-01-27_18,277.30444
2015-01-28_00,276.57855
2015-01-28_06,276.69827
2015-01-28_12,276.48795
2015-01-28_18,276.8479
2015-01-29_00,278.00446
2015-01-29_06,278.40808
2015-01-29_12,278.84888
2015-01-29_18,278.93158
2015-01-30_00,277.67496
2015-01-30_06,279.76514
2015-01-30_12,279.46222
2015-01-30_18,278.6103
2015-01-31_00,278.45483
2015-01-31_06,277.3993
2015-01-31_12,276.60785
2015-01-31_18,276.9873
2015-02-01_00,277.53156
2015-02-01_06,278.1983
2015-02-01_12,277.68988
2015-02-01_18,278.35266
2015-02-02_00,278.87827
2015-02-02_06,278.968
2015-02-02_12,278.94846
2015-02-02_18,279.33484
2015-02-03_00,278.9526
2015-02-03_06,280.44046
2015-02-03_12,279.12723
2015-02-03_18,278.28033
2015-02-04_00,278.93015
2015-02-04_06,281.16644
2015-02-04_12,279.50574
2015-02-04_18,278.61932
2015-02-05_00,278.25226
2015-02-05_06,280.18628
2015-02-05_12,278.82355
2015-02-05_18,278.32434
2015-02-06_00,278.63177
2015-02-06_06,280.76154
2015-02-06_12,278.52612
2015-02-06_18,277.01654
2015-02-07_00,278.7122
2015-02-07_06,282.71292
2015-02-07_12,281.7788
2015-02-07_18,280.9707
2015-02-08_00,280.91992
2015-02-08_06,280.1087
2015-02-08_12,274.68512
2015-02-08_18,273.7323
2015-02-09_00,274.87805
2015-02-09_06,275.74207
2015-02-09_12,276.16254
2015-02-09_18,276.45514
2015-02-10_00,277.1366
2015-02-10_06,279.63995
2015-02-10_12,279.79572
2015-02-10_18,278.93274
2015-02-11_00,280.95264
