Date,Average temperature [K]
2017-01-01_00,293.6511
2017-01-01_06,293.46997000000005
2017-01-01_12,293.05602999999996
2017-01-01_18,293.1931
2017-01-02_00,294.64727999999997
2017-01-02_06,294.8957
2017-01-02_12,293.42932
2017-01-02_18,293.5915
2017-01-03_00,293.71466000000004
2017-01-03_06,294.41882000000004
2017-01-03_12,293.2471
2017-01-03_18,293.23846000000003
2017-01-04_00,292.81677
2017-01-04_06,293.09902999999997
2017-01-04_12,293.39727999999997
2017-01-04_18,292.9216
2017-01-05_00,293.08176000000003
2017-01-05_06,294.71445
2017-01-05_12,292.04712
2017-01-05_18,291.265
2017-01-06_00,291.3664
2017-01-06_06,293.36545
2017-01-06_12,291.24402000000003
2017-01-06_18,291.0984
2017-01-07_00,291.05707
2017-01-07_06,293.14032000000003
2017-01-07_12,293.63736
2017-01-07_18,293.10385
2017-01-08_00,293.87762000000004
2017-01-08_06,295.7372
2017-01-08_12,294.5426
2017-01-08_18,294.99695
2017-01-09_00,295.80362
2017-01-09_06,296.15356
2017-01-09_12,294.2069
2017-01-09_18,293.65015
2017-01-10_00,293.43197999999995
2017-01-10_06,293.7578
2017-01-10_12,293.42703
2017-01-10_18,292.9886
2017-01-11_00,294.16168
2017-01-11_06,294.6261
2017-01-11_12,293.42105
2017-01-11_18,293.90735
2017-01-12_00,293.71527000000003
2017-01-12_06,293.78177
2017-01-12_12,292.95153999999997
2017-01-12_18,293.0871
2017-01-13_00,294.7359
2017-01-13_06,294.1626
2017-01-13_12,293.06155
2017-01-13_18,292.36400000000003
2017-01-14_00,292.40286000000003
2017-01-14_06,292.97116
2017-01-14_12,292.17944
2017-01-14_18,290.56656
2017-01-15_00,291.37982
2017-01-15_06,290.45624
2017-01-15_12,290.34888
2017-01-15_18,289.41077
2017-01-16_00,289.84472999999997
2017-01-16_06,290.49422999999996
2017-01-16_12,289.27734
2017-01-16_18,290.29666000000003
2017-01-17_00,290.7887
2017-01-17_06,292.0755
2017-01-17_12,289.6078
2017-01-17_18,290.2509
2017-01-18_00,290.18365
2017-01-18_06,291.31638
2017-01-18_12,289.78058
2017-01-18_18,291.52136
2017-01-19_00,293.5247
2017-01-19_06,294.40527000000003
2017-01-19_12,294.02477999999996
2017-01-19_18,293.682
2017-01-20_00,294.08398
2017-01-20_06,294.71655
2017-01-20_12,292.8278
2017-01-20_18,292.91013
2017-01-21_00,290.76904
2017-01-21_06,289.98913999999996
2017-01-21_12,289.5257
2017-01-21_18,289.59997999999996
2017-01-22_00,290.5313
2017-01-22_06,292.23357999999996
2017-01-22_12,290.37597999999997
2017-01-22_18,291.26794
2017-01-23_00,291.95294
2017-01-23_06,292.75647000000004
2017-01-23_12,291.31872999999996
2017-01-23_18,288.80756
2017-01-24_00,288.81583
2017-01-24_06,289.2879
2017-01-24_12,290.10413
2017-01-24_18,289.52127
2017-01-25_00,289.0453
2017-01-25_06,289.75244
2017-01-25_12,289.1156
2017-01-25_18,289.6689
2017-01-26_00,291.29706
2017-01-26_06,289.59564
2017-01-26_12,289.76587
2017-01-26_18,289.97595
2017-01-27_00,290.60095
2017-01-27_06,291.49062999999995
2017-01-27_12,290.51932
2017-01-27_18,290.3764
2017-01-28_00,290.74377000000004
2017-01-28_06,291.4295
2017-01-28_12,291.86852999999996
2017-01-28_18,292.30292000000003
2017-01-29_00,292.70166
2017-01-29_06,294.76535
2017-01-29_12,292.9142
2017-01-29_18,291.92004
2017-01-30_00,295.38027999999997
2017-01-30_06,295.01306
2017-01-30_12,293.531
2017-01-30_18,293.41272000000004
2017-01-31_00,292.4575
2017-01-31_06,291.87158
2017-01-31_12,290.55852999999996
2017-01-31_18,290.25037000000003
2017-02-01_00,292.0067
2017-02-01_06,293.76505
2017-02-01_12,292.08252000000005
2017-02-01_18,292.23688
2017-02-02_00,291.92065
2017-02-02_06,290.48486
2017-02-02_12,290.15137000000004
2017-02-02_18,288.89032000000003
2017-02-03_00,289.53925
2017-02-03_06,289.7239
2017-02-03_12,290.71393
2017-02-03_18,288.85143999999997
2017-02-04_00,291.00482
2017-02-04_06,291.2953
2017-02-04_12,290.82202
2017-02-04_18,290.70615
2017-02-05_00,291.6806
2017-02-05_06,294.0738
2017-02-05_12,292.24927
2017-02-05_18,291.95557
2017-02-06_00,292.71423
2017-02-06_06,293.5099
2017-02-06_12,292.7791
2017-02-06_18,292.36612
2017-02-07_00,290.48282
2017-02-07_06,290.1873
2017-02-07_12,288.85205
2017-02-07_18,289.77814
2017-02-08_00,289.58005
2017-02-08_06,292.09692
2017-02-08_12,289.3388
2017-02-08_18,289.472
2017-02-09_00,292.0381
2017-02-09_06,293.60077
2017-02-09_12,293.3427
2017-02-09_18,291.71862999999996
2017-02-10_00,291.5274
2017-02-10_06,291.96972999999997
2017-02-10_12,291.63245
2017-02-10_18,288.57004
2017-02-11_00,289.17578
2017-02-11_06,289.32272
2017-02-11_12,289.11182
2017-02-11_18,288.7967
2017-02-12_00,289.07153
2017-02-12_06,289.752
2017-02-12_12,288.40906
2017-02-12_18,288.46417
2017-02-13_00,290.03888
2017-02-13_06,290.63446
2017-02-13_12,289.12735
2017-02-13_18,289.2928
2017-02-14_00,289.90802
2017-02-14_06,289.86172
2017-02-14_12,289.40072999999995
2017-02-14_18,289.91537
2017-02-15_00,289.83344
2017-02-15_06,290.28833
2017-02-15_12,289.1869
2017-02-15_18,287.5091
2017-02-16_00,288.309
2017-02-16_06,290.77133
2017-02-16_12,290.85477000000003
2017-02-16_18,290.0047
2017-02-17_00,290.77386
2017-02-17_06,291.59286000000003
2017-02-17_12,294.01465
2017-02-17_18,292.84598
2017-02-18_00,293.71972999999997
2017-02-18_06,293.02682000000004
2017-02-18_12,293.3095
2017-02-18_18,291.99987999999996
2017-02-19_00,294.07358
2017-02-19_06,290.33984
2017-02-19_12,289.73804
2017-02-19_18,289.80163999999996
2017-02-20_00,290.8986
2017-02-20_06,293.28632000000005
2017-02-20_12,293.17282
2017-02-20_18,293.26672
2017-02-21_00,294.93408
2017-02-21_06,291.29092
2017-02-21_12,289.45575
2017-02-21_18,288.27332
2017-02-22_00,289.512
2017-02-22_06,291.4441
2017-02-22_12,291.41913
2017-02-22_18,292.3249
2017-02-23_00,293.3004
2017-02-23_06,295.21887000000004
2017-02-23_12,294.20782
2017-02-23_18,294.22974
2017-02-24_00,294.00293
2017-02-24_06,293.89
2017-02-24_12,292.28087999999997
2017-02-24_18,291.0562
2017-02-25_00,291.66486000000003
2017-02-25_06,292.1808
2017-02-25_12,290.5808
2017-02-25_18,291.7702
2017-02-26_00,292.78665
2017-02-26_06,293.14007999999995
2017-02-26_12,292.31247
2017-02-26_18,292.0158
2017-02-27_00,293.27942
2017-02-27_06,295.3913
2017-02-27_12,291.9388
2017-02-27_18,290.644
2017-02-28_00,291.8214
2017-02-28_06,293.46387000000004
2017-02-28_12,291.21393
2017-02-28_18,291.24917999999997
2017-03-01_00,292.5758
2017-03-01_06,293.66900000000004
2017-03-01_12,292.6992
2017-03-01_18,292.65912000000003
