Date,Average preserature [K]
2018-09-07_12,101291.99
2018-09-07_18,101290.8
2018-09-08_00,101455.79
2018-09-08_06,101465.21
2018-09-08_12,101652.664
2018-09-08_18,101670.83
2018-09-09_00,101784.33
2018-09-09_06,101645.7
2018-09-09_12,101867.8
2018-09-09_18,101757.69
2018-09-10_00,101683.62
2018-09-10_06,101400.516
2018-09-10_12,101424.22
2018-09-10_18,101347.98
2018-09-11_00,101781.91
2018-09-11_06,101897.09
2018-09-11_12,102107.69
2018-09-11_18,102146.66
2018-09-12_00,102266.31
2018-09-12_06,102136.42
2018-09-12_12,102202.734
2018-09-12_18,102184.47
2018-09-13_00,102086.48
2018-09-13_06,101979.516
2018-09-13_12,102058.52
2018-09-13_18,101993.7
2018-09-14_00,102077.91
2018-09-14_06,101864.65
2018-09-14_12,101967.7
2018-09-14_18,101711.914
2018-09-15_00,101634.47
2018-09-15_06,101197.805
2018-09-15_12,101291.14
2018-09-15_18,101208.01
2018-09-16_00,101329.64
2018-09-16_06,101177.664
2018-09-16_12,101279.34
2018-09-16_18,101074.516
2018-09-17_00,101131.836
2018-09-17_06,101009.81
2018-09-17_12,101366.97
2018-09-17_18,101426.3
2018-09-18_00,101629.34
2018-09-18_06,101405.445
2018-09-18_12,101479.516
2018-09-18_18,101347.07
2018-09-19_00,101494.945
2018-09-19_06,101370.38
2018-09-19_12,101503.17
2018-09-19_18,101495.53
2018-09-20_00,101595.8
2018-09-20_06,101427.34
2018-09-20_12,101716.41
2018-09-20_18,101482.35
2018-09-21_00,101457.49
2018-09-21_06,101039.55
2018-09-21_12,100950.95
2018-09-21_18,100827.0
2018-09-22_00,100968.53
2018-09-22_06,100952.37
2018-09-22_12,101183.89
2018-09-22_18,101420.7
2018-09-23_00,101749.516
2018-09-23_06,101705.27
2018-09-23_12,101797.07
2018-09-23_18,101697.85
2018-09-24_00,101711.984
2018-09-24_06,101457.16
2018-09-24_12,101574.54
2018-09-24_18,101451.08
2018-09-25_00,101551.734
2018-09-25_06,101341.945
2018-09-25_12,101440.43
2018-09-25_18,101449.68
2018-09-26_00,101678.88
2018-09-26_06,101568.82
2018-09-26_12,101562.33
2018-09-26_18,101201.17
2018-09-27_00,101064.94
2018-09-27_06,100567.234
2018-09-27_12,100726.414
2018-09-27_18,101136.625
2018-09-28_00,101586.81
2018-09-28_06,101643.6
2018-09-28_12,102038.695
2018-09-28_18,102053.95
2018-09-29_00,102205.47
2018-09-29_06,101979.91
2018-09-29_12,101984.695
2018-09-29_18,101655.32
2018-09-30_00,101263.695
2018-09-30_06,100759.11
2018-09-30_12,100489.914
2018-09-30_18,99504.39
2018-10-01_00,99857.836
2018-10-01_06,100093.45
2018-10-01_12,100408.055
2018-10-01_18,100609.96
2018-10-02_00,101229.76
2018-10-02_06,101471.336
2018-10-02_12,101855.23
2018-10-02_18,101868.09
2018-10-03_00,101998.92
2018-10-03_06,101903.055
2018-10-03_12,102113.625
2018-10-03_18,102184.67
2018-10-04_00,102468.04
2018-10-04_06,102474.414
2018-10-04_12,102681.664
2018-10-04_18,102630.766
2018-10-05_00,102737.35
2018-10-05_06,102407.836
2018-10-05_12,102392.9
2018-10-05_18,102078.125
2018-10-06_00,101989.52
2018-10-06_06,101596.164
2018-10-06_12,101454.88
2018-10-06_18,101032.23
2018-10-07_00,100953.516
2018-10-07_06,100835.35
2018-10-07_12,101166.945
2018-10-07_18,101331.03
2018-10-08_00,101569.31
2018-10-08_06,101492.28
2018-10-08_12,101635.16
2018-10-08_18,101501.44
2018-10-09_00,101616.234
2018-10-09_06,101442.75
2018-10-09_12,101565.41
2018-10-09_18,101482.516
2018-10-10_00,101583.375
2018-10-10_06,101509.03
2018-10-10_12,101690.36
2018-10-10_18,101573.875
2018-10-11_00,101588.13
2018-10-11_06,101342.73
2018-10-11_12,101433.08
2018-10-11_18,101251.61
2018-10-12_00,101380.34
2018-10-12_06,101650.46
2018-10-12_12,102123.98
2018-10-12_18,102198.31
2018-10-13_00,102399.484
2018-10-13_06,102223.7
2018-10-13_12,102119.44
2018-10-13_18,101989.97
2018-10-14_00,101920.36
2018-10-14_06,101830.4
2018-10-14_12,101945.58
2018-10-14_18,101952.34
2018-10-15_00,101957.3
2018-10-15_06,101815.28
2018-10-15_12,101788.87
2018-10-15_18,101578.734
2018-10-16_00,101575.54
2018-10-16_06,101268.8
2018-10-16_12,101075.414
2018-10-16_18,100680.125
2018-10-17_00,100822.61
2018-10-17_06,100900.3
2018-10-17_12,101283.664
2018-10-17_18,101306.96
2018-10-18_00,101535.52
2018-10-18_06,101537.06
2018-10-18_12,101738.19
2018-10-18_18,101575.3
2018-10-19_00,101720.51
2018-10-19_06,101603.08
2018-10-19_12,101827.86
2018-10-19_18,101629.59
2018-10-20_00,101718.945
2018-10-20_06,101491.82
2018-10-20_12,101623.63
2018-10-20_18,101608.11
2018-10-21_00,101872.39
2018-10-21_06,101765.99
2018-10-21_12,102048.63
2018-10-21_18,102059.67
2018-10-22_00,102298.734
2018-10-22_06,102276.83
2018-10-22_12,102407.01
2018-10-22_18,102269.99
2018-10-23_00,102373.34
2018-10-23_06,102108.35
2018-10-23_12,101992.75
2018-10-23_18,101638.41
2018-10-24_00,101531.91
2018-10-24_06,101252.125
2018-10-24_12,101330.56
2018-10-24_18,101325.63
2018-10-25_00,101598.53
2018-10-25_06,101631.16
2018-10-25_12,101916.555
2018-10-25_18,102004.17
2018-10-26_00,102249.68
2018-10-26_06,101987.086
2018-10-26_12,102114.87
2018-10-26_18,101632.03
2018-10-27_00,101354.47
2018-10-27_06,100794.336
2018-10-27_12,100742.06
2018-10-27_18,100774.93
2018-10-28_00,100985.64
2018-10-28_06,100829.15
2018-10-28_12,100988.13
2018-10-28_18,100886.28
2018-10-29_00,101034.2
2018-10-29_06,100982.1
2018-10-29_12,101123.12
2018-10-29_18,100933.47
2018-10-30_00,101075.98
2018-10-30_06,101162.41
2018-10-30_12,101309.35
2018-10-30_18,101183.16
2018-10-31_00,101330.93
2018-10-31_06,101240.89
2018-10-31_12,101502.0
2018-10-31_18,101481.62
2018-11-01_00,101784.67
2018-11-01_06,101802.64
2018-11-01_12,102087.11
2018-11-01_18,102152.664
2018-11-02_00,102422.73
2018-11-02_06,102403.64
2018-11-02_12,102567.43
2018-11-02_18,102504.93
2018-11-03_00,102640.06
2018-11-03_06,102434.72
2018-11-03_12,102522.31
2018-11-03_18,102392.58
2018-11-04_00,102419.484
2018-11-04_06,102163.55
2018-11-04_12,102246.73
2018-11-04_18,102222.02
2018-11-05_00,102287.52
2018-11-05_06,102162.52
2018-11-05_12,102257.94
2018-11-05_18,102194.92
2018-11-06_00,102268.875
2018-11-06_06,101984.766
2018-11-06_12,102131.25
2018-11-06_18,102061.42
2018-11-07_00,102199.61
2018-11-07_06,102090.8
2018-11-07_12,102177.98
2018-11-07_18,102129.984
2018-11-08_00,102270.36
2018-11-08_06,102189.305
2018-11-08_12,102331.23
2018-11-08_18,102166.97
2018-11-09_00,102258.52
2018-11-09_06,101983.59
2018-11-09_12,102054.42
2018-11-09_18,101761.84
2018-11-10_00,101759.2
2018-11-10_06,101570.555
2018-11-10_12,101706.96
2018-11-10_18,101819.21
2018-11-11_00,102066.77
2018-11-11_06,102006.18
2018-11-11_12,102039.45
2018-11-11_18,101984.01
2018-11-12_00,101768.66
2018-11-12_06,101451.15
2018-11-12_12,101216.31
2018-11-12_18,101076.47
2018-11-13_00,101360.18
2018-11-13_06,101218.555
2018-11-13_12,101299.586
2018-11-13_18,101198.83
2018-11-14_00,101343.555
2018-11-14_06,101419.38
2018-11-14_12,101720.24
2018-11-14_18,101824.7
2018-11-15_00,102095.14
2018-11-15_06,102142.58
2018-11-15_12,102360.984
2018-11-15_18,102417.19
2018-11-16_00,102353.08
2018-11-16_06,102136.59
2018-11-16_12,102062.96
2018-11-16_18,101710.2
2018-11-17_00,101660.57
2018-11-17_06,101491.43
2018-11-17_12,101716.89
2018-11-17_18,101730.49
2018-11-18_00,101933.79
2018-11-18_06,101768.29
2018-11-18_12,101854.71
2018-11-18_18,101536.96
2018-11-19_00,101278.95
2018-11-19_06,101012.13
2018-11-19_12,101288.35
2018-11-19_18,101363.26
2018-11-20_00,101636.67
2018-11-20_06,101754.62
2018-11-20_12,102167.555
2018-11-20_18,102291.99
2018-11-21_00,102358.4
2018-11-21_06,102115.016
2018-11-21_12,102089.67
2018-11-21_18,101739.58
2018-11-22_00,100933.4
2018-11-22_06,100478.49
2018-11-22_12,100884.47
2018-11-22_18,101248.414
2018-11-23_00,101752.56
2018-11-23_06,102010.74
2018-11-23_12,102366.555
2018-11-23_18,102489.94
2018-11-24_00,102663.74
2018-11-24_06,102482.16
2018-11-24_12,102554.055
2018-11-24_18,102376.34
2018-11-25_00,102512.375
2018-11-25_06,102291.97
2018-11-25_12,102227.02
2018-11-25_18,101968.82
2018-11-26_00,102308.59
2018-11-26_06,102356.01
2018-11-26_12,102610.42
2018-11-26_18,102472.586
2018-11-27_00,102331.836
2018-11-27_06,101968.19
2018-11-27_12,101953.88
2018-11-27_18,101750.195
2018-11-28_00,101798.484
2018-11-28_06,101576.66
2018-11-28_12,101578.445
2018-11-28_18,101433.57
2018-11-29_00,101766.67
2018-11-29_06,101828.27
2018-11-29_12,102087.18
2018-11-29_18,101962.086
2018-11-30_00,102218.12
2018-11-30_06,102147.29
2018-11-30_12,102346.875
2018-11-30_18,102105.86
2018-12-01_00,101772.17
2018-12-01_06,101795.164
2018-12-01_12,102467.016
2018-12-01_18,102754.88
2018-12-02_00,103091.19
2018-12-02_06,103037.35
2018-12-02_12,103020.945
2018-12-02_18,102785.79
2018-12-03_00,102774.34
2018-12-03_06,102444.09
2018-12-03_12,102383.35
2018-12-03_18,102192.58
2018-12-04_00,101973.53
2018-12-04_06,101444.875
2018-12-04_12,101190.77
2018-12-04_18,100984.914
2018-12-05_00,101644.945
2018-12-05_06,101924.56
2018-12-05_12,102436.086
2018-12-05_18,102392.58
2018-12-06_00,102224.29
2018-12-06_06,101320.22
2018-12-06_12,100853.586
2018-12-06_18,100960.52
2018-12-07_00,101117.97
2018-12-07_06,100914.55
2018-12-07_12,101237.48
2018-12-07_18,101468.75
2018-12-08_00,101757.25
2018-12-08_06,101477.98
2018-12-08_12,101484.375
2018-12-08_18,101430.71
2018-12-09_00,102131.62
2018-12-09_06,102219.73
2018-12-09_12,102555.516
2018-12-09_18,102564.43
2018-12-10_00,102870.46
2018-12-10_06,102722.95
2018-12-10_12,102893.82
2018-12-10_18,102986.87
2018-12-11_00,103106.69
2018-12-11_06,102977.02
2018-12-11_12,102594.875
2018-12-11_18,101757.055
2018-12-12_00,100798.22
2018-12-12_06,100794.875
2018-12-12_12,101132.664
2018-12-12_18,101623.484
2018-12-13_00,102121.36
2018-12-13_06,102082.445
2018-12-13_12,102022.63
2018-12-13_18,101616.31
2018-12-14_00,101687.89
2018-12-14_06,101884.305
2018-12-14_12,102179.3
2018-12-14_18,102220.24
2018-12-15_00,102489.89
2018-12-15_06,102471.414
2018-12-15_12,102678.586
2018-12-15_18,102645.164
2018-12-16_00,102657.74
2018-12-16_06,102322.73
2018-12-16_12,101970.09
2018-12-16_18,101378.78
2018-12-17_00,100962.695
2018-12-17_06,100204.69
2018-12-17_12,100469.77
2018-12-17_18,100461.48
2018-12-18_00,101057.836
2018-12-18_06,101270.83
2018-12-18_12,101434.16
2018-12-18_18,101465.92
2018-12-19_00,101785.94
2018-12-19_06,101365.555
2018-12-19_12,101347.805
2018-12-19_18,101594.164
2018-12-20_00,101899.586
2018-12-20_06,101901.91
2018-12-20_12,102124.07
2018-12-20_18,102218.75
2018-12-21_00,102617.484
2018-12-21_06,102464.06
2018-12-21_12,102523.805
2018-12-21_18,102103.49
2018-12-22_00,101965.28
2018-12-22_06,101809.695
2018-12-22_12,101915.43
2018-12-22_18,101922.68
2018-12-23_00,101823.17
2018-12-23_06,101394.92
2018-12-23_12,100918.164
2018-12-23_18,100681.664
2018-12-24_00,101444.7
2018-12-24_06,101633.375
2018-12-24_12,101998.14
2018-12-24_18,102137.33
2018-12-25_00,102273.66
2018-12-25_06,102103.88
2018-12-25_12,102056.2
2018-12-25_18,101751.86
2018-12-26_00,101639.52
2018-12-26_06,101310.5
2018-12-26_12,101262.234
2018-12-26_18,100809.62
2018-12-27_00,100682.375
2018-12-27_06,100624.76
2018-12-27_12,100479.93
2018-12-27_18,100447.83
2018-12-28_00,100903.56
2018-12-28_06,100904.445
2018-12-28_12,101076.61
2018-12-28_18,101124.95
2018-12-29_00,101442.58
2018-12-29_06,101382.3
2018-12-29_12,101586.74
2018-12-29_18,101686.48
2018-12-30_00,101955.516
2018-12-30_06,101987.43
2018-12-30_12,102287.914
2018-12-30_18,102537.18
2018-12-31_00,102680.79
2018-12-31_06,102622.29
2018-12-31_12,102606.08
2018-12-31_18,102511.65
