Date,Average preserature [K]
2018-02-07_00,101040.92
2018-02-07_06,101069.6
2018-02-07_12,101613.5
2018-02-07_18,101568.97
2018-02-08_00,101857.86
2018-02-08_06,101757.836
2018-02-08_12,102133.64
2018-02-08_18,102239.41
2018-02-09_00,102607.18
2018-02-09_06,102494.14
2018-02-09_12,102607.984
2018-02-09_18,102484.55
2018-02-10_00,102277.54
2018-02-10_06,101747.805
2018-02-10_12,101487.55
2018-02-10_18,100686.33
2018-02-11_00,100232.72
2018-02-11_06,100243.45
2018-02-11_12,100568.68
2018-02-11_18,100689.11
2018-02-12_00,100906.25
2018-02-12_06,100879.34
2018-02-12_12,100967.8
2018-02-12_18,100973.53
2018-02-13_00,101251.54
2018-02-13_06,101300.83
2018-02-13_12,101686.87
2018-02-13_18,101898.05
2018-02-14_00,102082.86
2018-02-14_06,101608.03
2018-02-14_12,101346.555
2018-02-14_18,101007.79
2018-02-15_00,101250.66
2018-02-15_06,101100.98
2018-02-15_12,101447.63
2018-02-15_18,101517.234
2018-02-16_00,101708.914
2018-02-16_06,101506.79
2018-02-16_12,101301.34
2018-02-16_18,100500.95
2018-02-17_00,100320.14
2018-02-17_06,100041.92
2018-02-17_12,100671.805
2018-02-17_18,101131.516
2018-02-18_00,101627.86
2018-02-18_06,101677.78
2018-02-18_12,101938.33
2018-02-18_18,101959.79
2018-02-19_00,102157.375
2018-02-19_06,101866.19
2018-02-19_12,101900.875
2018-02-19_18,101594.58
2018-02-20_00,101581.16
2018-02-20_06,101435.59
2018-02-20_12,101522.31
2018-02-20_18,101300.54
2018-02-21_00,101566.92
2018-02-21_06,101597.61
2018-02-21_12,101772.875
2018-02-21_18,101934.28
2018-02-22_00,102217.41
2018-02-22_06,102037.57
2018-02-22_12,102083.375
2018-02-22_18,101847.22
2018-02-23_00,101775.734
2018-02-23_06,101670.336
2018-02-23_12,102110.89
2018-02-23_18,102236.94
2018-02-24_00,102432.516
2018-02-24_06,101984.2
2018-02-24_12,102151.195
2018-02-24_18,102416.73
2018-02-25_00,102707.35
2018-02-25_06,102487.234
2018-02-25_12,102397.46
2018-02-25_18,102079.47
2018-02-26_00,102234.766
2018-02-26_06,101948.83
2018-02-26_12,102213.11
2018-02-26_18,102229.15
2018-02-27_00,102517.14
2018-02-27_06,102294.36
2018-02-27_12,102307.72
2018-02-27_18,101861.11
2018-02-28_00,102267.36
2018-02-28_06,102306.32
2018-02-28_12,102169.6
2018-02-28_18,101317.21
2018-03-01_00,99697.7
2018-03-01_06,98745.945
2018-03-01_12,99334.2
2018-03-01_18,99825.15
2018-03-02_00,100570.61
2018-03-02_06,100978.93
2018-03-02_12,101486.42
2018-03-02_18,101699.484
2018-03-03_00,102006.59
2018-03-03_06,101860.81
2018-03-03_12,101912.33
2018-03-03_18,101972.09
2018-03-04_00,102134.2
2018-03-04_06,101997.95
2018-03-04_12,102152.56
2018-03-04_18,101885.11
2018-03-05_00,101681.01
2018-03-05_06,101095.36
2018-03-05_12,100850.24
2018-03-05_18,101078.125
2018-03-06_00,101942.21
2018-03-06_06,102257.08
2018-03-06_12,102812.8
2018-03-06_18,103075.56
2018-03-07_00,103455.56
2018-03-07_06,103300.875
2018-03-07_12,103487.04
2018-03-07_18,103024.266
2018-03-08_00,102846.97
2018-03-08_06,102081.25
2018-03-08_12,101799.95
2018-03-08_18,101253.42
2018-03-09_00,100986.42
2018-03-09_06,100559.18
2018-03-09_12,101034.18
2018-03-09_18,101019.85
2018-03-10_00,101467.9
2018-03-10_06,101669.41
2018-03-10_12,102080.664
2018-03-10_18,102111.16
2018-03-11_00,102260.59
2018-03-11_06,101916.97
2018-03-11_12,101820.336
2018-03-11_18,101623.46
2018-03-12_00,102112.305
2018-03-12_06,102176.93
2018-03-12_12,102444.7
2018-03-12_18,102380.81
2018-03-13_00,102512.305
2018-03-13_06,102202.69
2018-03-13_12,102161.984
2018-03-13_18,102060.72
2018-03-14_00,102188.82
2018-03-14_06,102093.336
2018-03-14_12,102232.62
2018-03-14_18,102110.35
2018-03-15_00,102163.65
2018-03-15_06,101805.17
2018-03-15_12,101655.375
2018-03-15_18,101307.08
2018-03-16_00,101178.95
2018-03-16_06,101158.96
2018-03-16_12,101731.25
2018-03-16_18,102047.75
2018-03-17_00,102534.08
2018-03-17_06,102630.125
2018-03-17_12,102852.56
2018-03-17_18,102831.57
2018-03-18_00,102849.414
2018-03-18_06,102513.65
2018-03-18_12,102347.195
2018-03-18_18,102011.65
2018-03-19_00,101880.71
2018-03-19_06,101573.195
2018-03-19_12,101630.59
2018-03-19_18,101481.49
2018-03-20_00,101782.81
2018-03-20_06,101833.59
2018-03-20_12,102159.305
2018-03-20_18,102102.93
2018-03-21_00,102057.055
2018-03-21_06,101680.88
2018-03-21_12,101221.51
2018-03-21_18,100310.11
2018-03-22_00,99675.734
2018-03-22_06,99498.05
2018-03-22_12,99951.37
2018-03-22_18,100420.8
2018-03-23_00,101129.69
2018-03-23_06,101367.164
2018-03-23_12,101774.586
2018-03-23_18,101825.83
2018-03-24_00,102115.04
2018-03-24_06,101970.9
2018-03-24_12,102028.54
2018-03-24_18,101689.94
2018-03-25_00,101942.65
2018-03-25_06,102045.68
2018-03-25_12,102293.336
2018-03-25_18,102143.9
2018-03-26_00,102218.21
2018-03-26_06,101915.77
2018-03-26_12,102002.93
2018-03-26_18,101947.44
2018-03-27_00,102118.21
2018-03-27_06,101883.35
2018-03-27_12,101885.96
2018-03-27_18,101836.2
2018-03-28_00,101909.28
2018-03-28_06,101682.27
2018-03-28_12,101797.336
2018-03-28_18,101626.88
2018-03-29_00,101735.4
2018-03-29_06,101453.49
2018-03-29_12,101548.34
2018-03-29_18,101559.96
2018-03-30_00,102165.5
2018-03-30_06,102180.4
2018-03-30_12,102474.85
2018-03-30_18,102413.33
2018-03-31_00,102592.51
2018-03-31_06,102274.93
2018-03-31_12,102333.59
2018-03-31_18,102099.805
2018-04-01_00,102177.25
2018-04-01_06,101878.91
2018-04-01_12,101874.484
2018-04-01_18,101687.13
2018-04-02_00,101806.3
2018-04-02_06,101703.27
2018-04-02_12,101991.7
2018-04-02_18,101966.234
2018-04-03_00,102015.65
2018-04-03_06,101733.16
2018-04-03_12,101776.02
2018-04-03_18,101610.695
2018-04-04_00,101555.445
2018-04-04_06,101143.38
2018-04-04_12,101241.19
2018-04-04_18,101806.62
2018-04-05_00,102317.92
2018-04-05_06,102160.23
2018-04-05_12,102129.54
2018-04-05_18,101611.16
2018-04-06_00,101353.445
2018-04-06_06,100903.055
2018-04-06_12,100749.66
2018-04-06_18,100293.625
2018-04-07_00,99957.57
2018-04-07_06,100005.01
2018-04-07_12,100196.05
2018-04-07_18,100687.74
2018-04-08_00,101152.69
2018-04-08_06,101266.43
2018-04-08_12,101754.95
2018-04-08_18,101748.95
2018-04-09_00,101764.914
2018-04-09_06,101411.086
2018-04-09_12,101511.28
2018-04-09_18,101963.375
2018-04-10_00,102458.03
2018-04-10_06,102451.61
2018-04-10_12,102443.75
2018-04-10_18,102129.37
2018-04-11_00,101922.39
2018-04-11_06,101365.8
2018-04-11_12,101293.29
2018-04-11_18,101116.26
2018-04-12_00,101174.98
2018-04-12_06,100863.94
2018-04-12_12,101100.34
2018-04-12_18,101413.8
2018-04-13_00,101954.0
2018-04-13_06,102083.914
2018-04-13_12,102520.266
2018-04-13_18,102489.87
2018-04-14_00,102517.45
2018-04-14_06,102086.984
2018-04-14_12,101662.11
2018-04-14_18,100769.625
2018-04-15_00,100273.92
2018-04-15_06,99680.734
2018-04-15_12,100466.87
2018-04-15_18,100898.22
2018-04-16_00,101529.95
2018-04-16_06,101769.945
2018-04-16_12,102312.16
2018-04-16_18,102470.41
2018-04-17_00,102724.875
2018-04-17_06,102490.14
2018-04-17_12,102531.055
2018-04-17_18,102118.29
2018-04-18_00,101591.086
2018-04-18_06,100860.96
2018-04-18_12,101486.26
2018-04-18_18,101621.7
2018-04-19_00,101893.19
2018-04-19_06,101764.234
2018-04-19_12,101831.1
2018-04-19_18,101665.555
2018-04-20_00,101751.24
2018-04-20_06,101735.81
2018-04-20_12,102126.61
2018-04-20_18,102158.69
2018-04-21_00,102233.86
2018-04-21_06,102046.05
2018-04-21_12,102046.68
2018-04-21_18,101941.67
2018-04-22_00,102044.29
2018-04-22_06,101855.32
2018-04-22_12,102000.83
2018-04-22_18,101997.05
2018-04-23_00,102221.14
2018-04-23_06,102079.0
2018-04-23_12,102166.36
2018-04-23_18,101941.8
2018-04-24_00,101886.87
2018-04-24_06,101517.97
2018-04-24_12,101439.55
2018-04-24_18,100971.9
2018-04-25_00,100828.1
2018-04-25_06,100130.664
2018-04-25_12,100258.16
2018-04-25_18,100242.336
2018-04-26_00,100911.11
2018-04-26_06,101185.87
2018-04-26_12,101518.97
2018-04-26_18,101452.91
2018-04-27_00,101364.87
2018-04-27_06,100920.68
2018-04-27_12,100797.414
2018-04-27_18,100714.72
2018-04-28_00,101283.59
2018-04-28_06,101503.586
2018-04-28_12,101829.71
2018-04-28_18,101804.91
2018-04-29_00,102037.87
2018-04-29_06,101951.266
2018-04-29_12,102058.47
2018-04-29_18,102031.42
2018-04-30_00,102083.5
2018-04-30_06,101834.28
2018-04-30_12,101847.484
2018-04-30_18,101596.85
2018-05-01_00,101651.71
2018-05-01_06,101599.0
2018-05-01_12,101740.14
2018-05-01_18,101706.25
2018-05-02_00,101762.914
2018-05-02_06,101431.64
2018-05-02_12,101356.836
2018-05-02_18,100880.2
2018-05-03_00,100611.96
2018-05-03_06,100346.46
2018-05-03_12,100403.08
2018-05-03_18,100544.97
2018-05-04_00,100822.95
2018-05-04_06,100927.734
2018-05-04_12,101277.664
2018-05-04_18,101300.54
2018-05-05_00,101542.625
2018-05-05_06,101558.01
2018-05-05_12,101722.22
2018-05-05_18,101677.91
2018-05-06_00,101730.49
2018-05-06_06,101452.32
2018-05-06_12,101380.23
2018-05-06_18,101144.016
2018-05-07_00,101031.18
2018-05-07_06,100823.734
2018-05-07_12,100487.375
2018-05-07_18,100385.45
2018-05-08_00,101013.16
2018-05-08_06,101260.28
2018-05-08_12,101614.625
2018-05-08_18,101448.56
2018-05-09_00,101276.56
2018-05-09_06,100873.195
2018-05-09_12,101355.08
2018-05-09_18,101469.555
2018-05-10_00,101679.2
2018-05-10_06,101590.92
2018-05-10_12,101846.945
2018-05-10_18,101920.14
2018-05-11_00,102087.33
2018-05-11_06,101831.25
2018-05-11_12,101898.83
2018-05-11_18,101726.22
2018-05-12_00,101770.58
2018-05-12_06,101631.25
2018-05-12_12,101769.625
2018-05-12_18,101604.71
2018-05-13_00,101532.1
2018-05-13_06,101171.85
2018-05-13_12,100879.42
2018-05-13_18,100393.66
2018-05-14_00,100439.016
2018-05-14_06,100476.17
2018-05-14_12,100985.59
2018-05-14_18,101083.47
2018-05-15_00,101376.91
2018-05-15_06,101381.766
2018-05-15_12,101477.98
2018-05-15_18,101364.94
2018-05-16_00,101431.69
2018-05-16_06,101315.84
2018-05-16_12,101356.4
2018-05-16_18,101145.68
2018-05-17_00,100979.15
2018-05-17_06,100787.43
2018-05-17_12,100937.625
2018-05-17_18,100877.32
2018-05-18_00,100953.91
2018-05-18_06,100702.08
2018-05-18_12,100708.94
2018-05-18_18,100407.23
2018-05-19_00,100248.12
2018-05-19_06,100343.36
2018-05-19_12,100794.016
2018-05-19_18,101157.35
2018-05-20_00,101718.45
2018-05-20_06,101806.18
2018-05-20_12,102017.875
2018-05-20_18,101932.88
2018-05-21_00,102118.164
2018-05-21_06,102000.07
2018-05-21_12,102059.74
2018-05-21_18,102054.32
2018-05-22_00,102163.65
2018-05-22_06,101946.05
2018-05-22_12,101925.32
2018-05-22_18,101594.29
2018-05-23_00,101425.125
2018-05-23_06,101102.05
2018-05-23_12,100767.41
2018-05-23_18,100256.23
2018-05-24_00,100030.836
2018-05-24_06,100248.56
2018-05-24_12,100715.06
2018-05-24_18,100880.62
2018-05-25_00,101000.39
2018-05-25_06,100803.93
2018-05-25_12,100979.88
2018-05-25_18,100912.26
2018-05-26_00,101134.4
2018-05-26_06,100995.945
2018-05-26_12,101054.27
2018-05-26_18,100981.375
2018-05-27_00,101123.78
2018-05-27_06,101134.28
2018-05-27_12,101455.64
2018-05-27_18,101358.81
2018-05-28_00,101544.38
2018-05-28_06,101491.19
2018-05-28_12,101582.836
2018-05-28_18,101573.0
2018-05-29_00,101713.016
2018-05-29_06,101707.91
2018-05-29_12,101764.67
2018-05-29_18,101663.58
2018-05-30_00,101715.48
2018-05-30_06,101463.8
2018-05-30_12,101369.36
2018-05-30_18,100670.09
2018-05-31_00,100288.89
2018-05-31_06,100525.15
2018-05-31_12,100694.36
2018-05-31_18,100499.54
2018-06-01_00,100743.875
2018-06-01_06,101061.67
2018-06-01_12,101510.2
2018-06-01_18,101569.8
2018-06-02_00,101712.52
2018-06-02_06,101597.07
2018-06-02_12,101733.766
2018-06-02_18,101763.65
2018-06-03_00,101844.625
2018-06-03_06,101721.97
2018-06-03_12,101802.44
2018-06-03_18,101641.75
2018-06-04_00,101720.77
2018-06-04_06,101516.04
2018-06-04_12,101536.55
2018-06-04_18,101489.28
2018-06-05_00,101619.14
2018-06-05_06,101409.766
2018-06-05_12,101441.41
2018-06-05_18,101363.086
2018-06-06_00,101431.01
2018-06-06_06,101243.12
2018-06-06_12,101283.375
2018-06-06_18,101140.65
2018-06-07_00,101376.805
2018-06-07_06,101243.66
2018-06-07_12,101404.984
2018-06-07_18,101273.414
2018-06-08_00,101286.94
2018-06-08_06,100929.516
2018-06-08_12,100811.375
2018-06-08_18,100369.75
2018-06-09_00,100337.84
2018-06-09_06,100398.07
2018-06-09_12,100854.2
2018-06-09_18,100979.81
2018-06-10_00,101235.67
2018-06-10_06,101213.45
2018-06-10_12,101099.09
2018-06-10_18,100609.23
2018-06-11_00,100230.27
2018-06-11_06,99430.3
2018-06-11_12,98513.625
2018-06-11_18,98967.28
2018-06-12_00,99622.24
2018-06-12_06,99617.67
2018-06-12_12,99812.89
2018-06-12_18,99846.7
2018-06-13_00,100282.79
2018-06-13_06,100449.66
2018-06-13_12,100714.58
2018-06-13_18,100836.48
2018-06-14_00,101143.9
2018-06-14_06,101189.36
2018-06-14_12,101261.305
2018-06-14_18,101216.58
2018-06-15_00,101082.984
2018-06-15_06,100962.74
2018-06-15_12,100971.805
2018-06-15_18,100940.82
2018-06-16_00,101109.81
2018-06-16_06,101181.88
2018-06-16_12,101421.31
2018-06-16_18,101453.69
2018-06-17_00,101723.875
2018-06-17_06,101671.336
2018-06-17_12,101785.94
2018-06-17_18,101616.65
2018-06-18_00,101586.35
2018-06-18_06,101362.41
2018-06-18_12,101188.72
2018-06-18_18,100810.23
2018-06-19_00,100684.16
2018-06-19_06,100610.89
2018-06-19_12,100993.45
2018-06-19_18,101002.54
2018-06-20_00,100893.336
2018-06-20_06,100502.1
2018-06-20_12,100246.266
2018-06-20_18,100151.95
2018-06-21_00,99904.37
2018-06-21_06,100350.32
2018-06-21_12,100537.375
2018-06-21_18,100563.305
2018-06-22_00,100846.51
2018-06-22_06,100888.5
2018-06-22_12,101067.625
2018-06-22_18,101018.875
2018-06-23_00,101073.09
2018-06-23_06,100668.97
2018-06-23_12,100240.8
2018-06-23_18,100435.23
2018-06-24_00,100757.03
2018-06-24_06,100447.9
2018-06-24_12,100669.68
2018-06-24_18,100798.586
2018-06-25_00,101180.836
2018-06-25_06,101328.47
2018-06-25_12,101600.71
2018-06-25_18,101700.76
2018-06-26_00,101704.516
2018-06-26_06,101662.016
2018-06-26_12,101627.69
2018-06-26_18,101243.336
2018-06-27_00,101135.11
2018-06-27_06,100839.41
2018-06-27_12,100837.234
2018-06-27_18,100738.766
2018-06-28_00,100881.62
2018-06-28_06,100960.18
2018-06-28_12,101163.67
2018-06-28_18,101180.836
2018-06-29_00,101418.04
2018-06-29_06,101460.89
2018-06-29_12,101696.336
2018-06-29_18,101762.65
2018-06-30_00,101966.89
2018-06-30_06,102009.4
2018-06-30_12,102157.25
2018-06-30_18,102117.26
2018-07-01_00,102213.914
2018-07-01_06,101986.984
2018-07-01_12,102008.16
2018-07-01_18,101828.195
2018-07-02_00,101804.62
2018-07-02_06,101509.64
2018-07-02_12,101449.54
2018-07-02_18,101242.555
2018-07-03_00,101254.734
2018-07-03_06,101031.18
2018-07-03_12,101039.016
2018-07-03_18,100887.89
2018-07-04_00,100884.2
2018-07-04_06,100762.984
2018-07-04_12,100818.336
2018-07-04_18,100664.43
2018-07-05_00,100747.75
2018-07-05_06,100740.086
2018-07-05_12,100975.95
2018-07-05_18,101006.59
2018-07-06_00,101194.016
2018-07-06_06,101216.14
2018-07-06_12,101455.95
2018-07-06_18,101443.84
2018-07-07_00,101584.79
2018-07-07_06,101569.625
2018-07-07_12,101682.55
2018-07-07_18,101657.23
2018-07-08_00,101815.11
2018-07-08_06,101821.414
2018-07-08_12,102059.836
2018-07-08_18,101999.805
2018-07-09_00,102149.24
2018-07-09_06,102039.086
2018-07-09_12,102153.76
2018-07-09_18,102029.25
2018-07-10_00,102074.24
2018-07-10_06,101839.43
2018-07-10_12,101929.91
2018-07-10_18,101690.84
2018-07-11_00,101690.75
2018-07-11_06,101425.02
2018-07-11_12,101538.04
2018-07-11_18,101418.7
2018-07-12_00,101448.56
2018-07-12_06,101331.4
2018-07-12_12,101379.37
2018-07-12_18,101176.71
2018-07-13_00,101160.375
2018-07-13_06,100977.02
2018-07-13_12,101033.375
2018-07-13_18,100974.76
2018-07-14_00,101144.38
2018-07-14_06,101139.16
2018-07-14_12,101369.9
2018-07-14_18,101279.23
2018-07-15_00,101438.97
2018-07-15_06,101320.484
2018-07-15_12,101390.8
2018-07-15_18,101268.58
2018-07-16_00,101383.96
2018-07-16_06,101302.34
2018-07-16_12,101402.71
2018-07-16_18,101324.54
2018-07-17_00,101358.47
2018-07-17_06,101220.8
2018-07-17_12,101245.51
2018-07-17_18,101174.56
2018-07-18_00,101179.42
2018-07-18_06,101105.59
2018-07-18_12,101202.0
2018-07-18_18,101139.75
2018-07-19_00,101264.41
2018-07-19_06,101192.43
2018-07-19_12,101267.45
2018-07-19_18,101247.83
2018-07-20_00,101333.664
2018-07-20_06,101273.44
2018-07-20_12,101413.04
2018-07-20_18,101294.77
2018-07-21_00,101332.33
2018-07-21_06,101135.42
2018-07-21_12,101161.984
2018-07-21_18,101005.95
2018-07-22_00,101029.69
2018-07-22_06,100823.76
2018-07-22_12,100836.72
2018-07-22_18,100569.266
2018-07-23_00,100634.96
2018-07-23_06,100562.06
2018-07-23_12,100758.52
2018-07-23_18,100693.336
2018-07-24_00,100805.23
2018-07-24_06,100700.71
2018-07-24_12,100915.43
2018-07-24_18,100893.945
2018-07-25_00,101053.3
2018-07-25_06,100985.96
2018-07-25_12,101137.52
2018-07-25_18,101002.25
2018-07-26_00,101129.81
2018-07-26_06,101010.03
2018-07-26_12,101049.414
2018-07-26_18,100962.18
2018-07-27_00,101007.18
2018-07-27_06,100872.98
2018-07-27_12,100793.68
2018-07-27_18,100582.055
2018-07-28_00,100582.25
2018-07-28_06,100237.016
2018-07-28_12,100548.92
2018-07-28_18,100621.164
2018-07-29_00,100848.05
2018-07-29_06,100896.266
2018-07-29_12,101050.32
2018-07-29_18,100995.53
2018-07-30_00,101024.05
2018-07-30_06,100884.64
2018-07-30_12,100942.164
2018-07-30_18,100762.72
2018-07-31_00,100856.49
2018-07-31_06,100598.07
2018-07-31_12,100638.04
2018-07-31_18,100431.96
2018-08-01_00,100486.01
2018-08-01_06,100328.08
2018-08-01_12,100489.65
2018-08-01_18,100452.516
2018-08-02_00,100608.375
2018-08-02_06,100547.46
2018-08-02_12,100725.3
2018-08-02_18,100624.734
2018-08-03_00,100739.305
2018-08-03_06,100615.33
2018-08-03_12,100800.875
2018-08-03_18,100747.7
2018-08-04_00,100858.914
2018-08-04_06,100780.27
2018-08-04_12,100878.32
2018-08-04_18,100767.53
2018-08-05_00,100735.89
2018-08-05_06,100507.55
2018-08-05_12,100602.54
2018-08-05_18,100471.75
2018-08-06_00,100573.875
2018-08-06_06,100510.25
2018-08-06_12,100780.64
2018-08-06_18,100691.14
2018-08-07_00,100795.9
2018-08-07_06,100574.66
2018-08-07_12,100520.51
2018-08-07_18,100245.016
2018-08-08_00,100211.87
2018-08-08_06,100121.61
2018-08-08_12,100222.92
2018-08-08_18,100090.89
2018-08-09_00,100155.15
2018-08-09_06,100178.1
2018-08-09_12,100257.18
2018-08-09_18,100286.81
2018-08-10_00,100468.14
2018-08-10_06,100464.97
2018-08-10_12,100560.42
2018-08-10_18,100452.0
2018-08-11_00,100595.8
2018-08-11_06,100627.734
2018-08-11_12,100830.836
2018-08-11_18,100900.3
2018-08-12_00,101115.6
2018-08-12_06,101111.65
2018-08-12_12,101253.78
2018-08-12_18,101227.3
2018-08-13_00,101311.305
2018-08-13_06,101242.336
2018-08-13_12,101374.46
2018-08-13_18,101325.69
2018-08-14_00,101511.79
2018-08-14_06,101476.08
2018-08-14_12,101628.71
2018-08-14_18,101576.56
2018-08-15_00,101702.016
2018-08-15_06,101524.63
2018-08-15_12,101483.86
2018-08-15_18,101248.734
2018-08-16_00,101051.71
2018-08-16_06,100728.1
2018-08-16_12,100672.98
2018-08-16_18,100357.57
2018-08-17_00,100686.18
2018-08-17_06,100718.53
2018-08-17_12,101077.414
2018-08-17_18,101083.16
2018-08-18_00,101349.266
2018-08-18_06,101300.22
2018-08-18_12,101492.45
2018-08-18_18,101456.57
2018-08-19_00,101699.195
2018-08-19_06,101461.086
2018-08-19_12,101615.45
2018-08-19_18,101465.53
2018-08-20_00,101530.516
2018-08-20_06,101333.42
2018-08-20_12,101438.87
2018-08-20_18,101291.164
2018-08-21_00,101452.664
2018-08-21_06,101397.85
2018-08-21_12,101554.78
2018-08-21_18,101489.58
2018-08-22_00,101593.9
2018-08-22_06,101516.45
2018-08-22_12,101647.0
2018-08-22_18,101665.14
2018-08-23_00,101785.5
2018-08-23_06,101693.9
2018-08-23_12,101740.33
2018-08-23_18,101566.26
2018-08-24_00,101568.29
2018-08-24_06,101355.08
2018-08-24_12,101348.7
2018-08-24_18,101152.69
2018-08-25_00,101195.36
2018-08-25_06,101046.46
2018-08-25_12,101110.62
2018-08-25_18,101080.375
2018-08-26_00,101183.01
2018-08-26_06,101054.27
2018-08-26_12,101147.73
2018-08-26_18,101044.73
2018-08-27_00,101282.86
2018-08-27_06,101309.94
2018-08-27_12,101467.67
2018-08-27_18,101344.46
2018-08-28_00,101443.875
2018-08-28_06,101277.44
2018-08-28_12,101293.12
2018-08-28_18,101255.49
2018-08-29_00,101343.38
2018-08-29_06,101229.734
2018-08-29_12,101351.47
2018-08-29_18,101346.61
2018-08-30_00,101386.35
2018-08-30_06,101228.25
2018-08-30_12,101221.14
2018-08-30_18,101091.41
2018-08-31_00,101092.8
2018-08-31_06,100893.99
2018-08-31_12,100974.95
2018-08-31_18,100925.15
2018-09-01_00,101039.43
2018-09-01_06,100927.125
2018-09-01_12,101144.266
2018-09-01_18,101228.195
2018-09-02_00,101390.38
2018-09-02_06,101332.25
2018-09-02_12,101475.484
2018-09-02_18,101353.27
2018-09-03_00,101430.49
2018-09-03_06,101161.94
2018-09-03_12,101145.24
2018-09-03_18,101015.19
2018-09-04_00,101131.49
2018-09-04_06,100874.95
2018-09-04_12,100766.43
2018-09-04_18,100638.13
2018-09-05_00,100711.67
2018-09-05_06,100578.76
2018-09-05_12,100737.06
2018-09-05_18,100805.49
2018-09-06_00,101007.57
2018-09-06_06,100927.86
2018-09-06_12,101154.62
2018-09-06_18,101096.83
2018-09-07_00,101298.266
2018-09-07_06,101166.97
