Date,Average temperature [K]
2014-01-01_00,278.83844
2014-01-01_06,279.85617
2014-01-01_12,283.45502
2014-01-01_18,283.9781
2014-01-02_00,283.15283
2014-01-02_06,281.1954
2014-01-02_12,283.71262
2014-01-02_18,283.27875
2014-01-03_00,283.385
2014-01-03_06,284.16687
2014-01-03_12,284.47366
2014-01-03_18,282.3835
2014-01-04_00,281.78122
2014-01-04_06,281.81958
2014-01-04_12,282.83923
2014-01-04_18,279.43677
2014-01-05_00,277.25012
2014-01-05_06,277.82864
2014-01-05_12,280.1491
2014-01-05_18,282.8012
2014-01-06_00,286.27484
2014-01-06_06,285.53644
2014-01-06_12,285.94223
2014-01-06_18,283.74493
2014-01-07_00,283.31287
2014-01-07_06,283.1422
2014-01-07_12,285.4848
2014-01-07_18,283.96228
2014-01-08_00,282.83575
2014-01-08_06,279.57886
2014-01-08_12,283.15118
2014-01-08_18,284.71188
2014-01-09_00,284.07755
2014-01-09_06,283.96097
2014-01-09_12,282.59393
2014-01-09_18,280.83307
2014-01-10_00,278.29034
2014-01-10_06,276.3863
2014-01-10_12,278.22208
2014-01-10_18,279.34186
2014-01-11_00,279.43515
2014-01-11_06,278.91653
2014-01-11_12,281.5339
2014-01-11_18,279.33508
2014-01-12_00,276.23138
2014-01-12_06,277.0008
2014-01-12_12,280.2425
2014-01-12_18,281.7992
2014-01-13_00,282.17102
2014-01-13_06,278.64536
2014-01-13_12,282.52216
2014-01-13_18,279.84235
2014-01-14_00,278.4112
2014-01-14_06,276.19672
2014-01-14_12,280.28088
2014-01-14_18,279.21942
2014-01-15_00,279.30362
2014-01-15_06,281.08652
2014-01-15_12,284.08997
2014-01-15_18,284.05823
2014-01-16_00,283.3532
2014-01-16_06,281.24646
2014-01-16_12,282.5696
2014-01-16_18,281.64767
2014-01-17_00,280.86914
2014-01-17_06,278.96558
2014-01-17_12,281.03015
2014-01-17_18,281.3133
2014-01-18_00,281.0
2014-01-18_06,279.45074
2014-01-18_12,282.47238
2014-01-18_18,281.4381
2014-01-19_00,280.15448
2014-01-19_06,277.0453
2014-01-19_12,279.19727
2014-01-19_18,278.04144
2014-01-20_00,275.1976
2014-01-20_06,274.36496
2014-01-20_12,278.0318
2014-01-20_18,277.83673
2014-01-21_00,277.14923
2014-01-21_06,275.60977
2014-01-21_12,277.41193
2014-01-21_18,278.7067
2014-01-22_00,279.44415
2014-01-22_06,279.60144
2014-01-22_12,281.90143
2014-01-22_18,280.76312
2014-01-23_00,279.04504
2014-01-23_06,278.33466
2014-01-23_12,281.12695
2014-01-23_18,281.36993
2014-01-24_00,280.11407
2014-01-24_06,279.4714
2014-01-24_12,280.83752
2014-01-24_18,281.32986
2014-01-25_00,282.40173
2014-01-25_06,283.07693
2014-01-25_12,284.21704
2014-01-25_18,283.5269
2014-01-26_00,281.0221
2014-01-26_06,279.26886
2014-01-26_12,281.71295
2014-01-26_18,281.23145
2014-01-27_00,277.58127
2014-01-27_06,276.4237
2014-01-27_12,279.59924
2014-01-27_18,278.27032
2014-01-28_00,277.74756
2014-01-28_06,278.17072
2014-01-28_12,280.20282
2014-01-28_18,278.90173
2014-01-29_00,277.4666
2014-01-29_06,275.87286
2014-01-29_12,278.3731
2014-01-29_18,278.35944
2014-01-30_00,277.7556
2014-01-30_06,277.12036
2014-01-30_12,278.72656
2014-01-30_18,278.4545
2014-01-31_00,275.75827
2014-01-31_06,273.78455
2014-01-31_12,277.9065
2014-01-31_18,280.0755
2014-02-01_00,282.77692
2014-02-01_06,279.7826
2014-02-01_12,280.93533
2014-02-01_18,279.2306
2014-02-02_00,278.0379
2014-02-02_06,276.93018
2014-02-02_12,281.7369
2014-02-02_18,279.715
2014-02-03_00,276.74005
2014-02-03_06,276.62485
2014-02-03_12,280.21478
2014-02-03_18,279.88852
2014-02-04_00,278.15356
2014-02-04_06,276.61676
2014-02-04_12,280.6306
2014-02-04_18,281.01843
2014-02-05_00,279.41797
2014-02-05_06,278.98508
2014-02-05_12,281.24158
2014-02-05_18,281.6069
2014-02-06_00,280.1715
2014-02-06_06,278.74945
2014-02-06_12,280.26212
2014-02-06_18,284.5775
2014-02-07_00,284.35654
2014-02-07_06,280.06934
2014-02-07_12,281.72357
2014-02-07_18,281.3855
2014-02-08_00,281.54175
2014-02-08_06,282.29834
2014-02-08_12,281.72845
2014-02-08_18,279.61765
2014-02-09_00,278.15176
2014-02-09_06,277.77487
2014-02-09_12,281.2161
2014-02-09_18,279.9347
2014-02-10_00,278.47614
2014-02-10_06,277.48315
2014-02-10_12,281.04553
2014-02-10_18,279.8712
2014-02-11_00,277.76163
2014-02-11_06,277.43057
2014-02-11_12,280.01144
2014-02-11_18,278.72058
2014-02-12_00,277.47876
2014-02-12_06,276.6833
2014-02-12_12,280.84332
2014-02-12_18,280.9854
2014-02-13_00,279.31366
2014-02-13_06,277.74527
2014-02-13_12,279.78946
2014-02-13_18,278.6145
2014-02-14_00,277.98172
2014-02-14_06,277.07565
2014-02-14_12,284.4612
2014-02-14_18,285.4529
2014-02-15_00,283.16476
2014-02-15_06,280.9423
2014-02-15_12,283.48822
2014-02-15_18,281.30243
2014-02-16_00,278.93774
2014-02-16_06,276.4594
2014-02-16_12,282.2835
2014-02-16_18,281.46436
2014-02-17_00,278.67603
2014-02-17_06,278.262
2014-02-17_12,282.3822
2014-02-17_18,282.3474
2014-02-18_00,280.45087
2014-02-18_06,279.18988
2014-02-18_12,282.67746
2014-02-18_18,281.75458
2014-02-19_00,280.40613
2014-02-19_06,281.00134
2014-02-19_12,283.45602
2014-02-19_18,283.56207
2014-02-20_00,283.28473
2014-02-20_06,284.05115
2014-02-20_12,284.90656
2014-02-20_18,282.17972
2014-02-21_00,279.19
2014-02-21_06,276.96857
2014-02-21_12,281.84747
2014-02-21_18,279.8603
2014-02-22_00,278.90765
2014-02-22_06,278.83533
2014-02-22_12,282.94263
2014-02-22_18,281.97495
2014-02-23_00,280.21704
2014-02-23_06,281.0296
2014-02-23_12,285.15778
2014-02-23_18,283.6673
2014-02-24_00,280.96005
2014-02-24_06,278.46954
