Date,Average temperature [K]
2014-01-01_00,277.59332
2014-01-01_06,273.2302
2014-01-01_12,286.37494
2014-01-01_18,283.90192
2014-01-02_00,277.8589
2014-01-02_06,274.55087
2014-01-02_12,287.21652
2014-01-02_18,287.0141
2014-01-03_00,282.98364
2014-01-03_06,277.27527
2014-01-03_12,292.09866
2014-01-03_18,288.9802
2014-01-04_00,279.61813
2014-01-04_06,277.26392
2014-01-04_12,290.4535
2014-01-04_18,289.7522
2014-01-05_00,282.89465
2014-01-05_06,278.66068
2014-01-05_12,290.53485
2014-01-05_18,289.41254
2014-01-06_00,281.44672
2014-01-06_06,276.42804
2014-01-06_12,291.9471
2014-01-06_18,289.46564
2014-01-07_00,281.2943
2014-01-07_06,276.6139
2014-01-07_12,291.78558
2014-01-07_18,289.62048
2014-01-08_00,281.3172
2014-01-08_06,278.6433
2014-01-08_12,289.17267
2014-01-08_18,287.36227
2014-01-09_00,282.86758
2014-01-09_06,278.94437
2014-01-09_12,286.63104
2014-01-09_18,285.3321
2014-01-10_00,284.34406
2014-01-10_06,281.0152
2014-01-10_12,286.65762
2014-01-10_18,286.51666
2014-01-11_00,285.55136
2014-01-11_06,284.53372
2014-01-11_12,287.13742
2014-01-11_18,286.0265
2014-01-12_00,281.33783
2014-01-12_06,280.3133
2014-01-12_12,287.76495
2014-01-12_18,287.9496
2014-01-13_00,280.797
2014-01-13_06,276.68246
2014-01-13_12,289.06903
2014-01-13_18,288.44098
2014-01-14_00,283.4063
2014-01-14_06,280.6186
2014-01-14_12,285.07288
2014-01-14_18,285.4831
2014-01-15_00,280.32803
2014-01-15_06,278.5875
2014-01-15_12,287.12512
2014-01-15_18,287.14612
2014-01-16_00,280.86395
2014-01-16_06,277.5287
2014-01-16_12,289.39676
2014-01-16_18,287.30783
2014-01-17_00,282.7744
2014-01-17_06,280.91577
2014-01-17_12,288.3573
2014-01-17_18,286.35333
2014-01-18_00,281.80273
2014-01-18_06,281.78766
2014-01-18_12,283.73508
2014-01-18_18,281.96252
2014-01-19_00,279.89276
2014-01-19_06,277.3783
2014-01-19_12,286.10938
2014-01-19_18,286.54828
2014-01-20_00,282.18686
2014-01-20_06,278.70383
2014-01-20_12,284.76324
2014-01-20_18,285.09454
2014-01-21_00,280.54572
2014-01-21_06,275.8715
2014-01-21_12,286.57013
2014-01-21_18,286.84537
2014-01-22_00,280.83185
2014-01-22_06,278.12
2014-01-22_12,288.0313
2014-01-22_18,287.20844
2014-01-23_00,282.5216
2014-01-23_06,281.44598
2014-01-23_12,287.333
2014-01-23_18,285.74005
2014-01-24_00,281.40314
2014-01-24_06,277.34836
2014-01-24_12,284.38245
2014-01-24_18,285.13455
2014-01-25_00,278.0863
2014-01-25_06,276.57108
2014-01-25_12,288.9192
2014-01-25_18,289.772
2014-01-26_00,283.17053
2014-01-26_06,279.85284
2014-01-26_12,289.5313
2014-01-26_18,290.1162
2014-01-27_00,281.7131
2014-01-27_06,279.0868
