Date,Average temperature [K]
2017-01-01_00,295.74875
2017-01-01_06,295.87866
2017-01-01_12,295.37585
2017-01-01_18,294.4685
2017-01-02_00,293.85773
2017-01-02_06,292.3156
2017-01-02_12,293.68616
2017-01-02_18,292.7331
2017-01-03_00,294.59845
2017-01-03_06,294.48718
2017-01-03_12,294.2476
2017-01-03_18,293.44452
2017-01-04_00,295.28943
2017-01-04_06,295.4413
2017-01-04_12,294.6507
2017-01-04_18,293.8596
2017-01-05_00,295.2922
2017-01-05_06,293.42197
2017-01-05_12,293.8518
2017-01-05_18,292.62927
2017-01-06_00,296.20477
2017-01-06_06,295.73312
2017-01-06_12,294.6654
2017-01-06_18,293.17212
2017-01-07_00,296.46478
2017-01-07_06,296.45428
2017-01-07_12,294.66763
2017-01-07_18,294.4471
2017-01-08_00,297.53827
2017-01-08_06,298.06046
2017-01-08_12,295.79797
2017-01-08_18,294.91785
2017-01-09_00,299.0756
2017-01-09_06,294.02368
2017-01-09_12,296.64832
2017-01-09_18,296.5608
2017-01-10_00,298.59995
2017-01-10_06,297.94824
2017-01-10_12,296.28006
2017-01-10_18,295.71857
2017-01-11_00,299.60748
2017-01-11_06,295.40833
2017-01-11_12,294.80338
2017-01-11_18,294.86975
2017-01-12_00,297.38373
2017-01-12_06,294.1519
2017-01-12_12,294.39734
2017-01-12_18,296.29755
2017-01-13_00,298.1983
2017-01-13_06,296.7251
2017-01-13_12,297.16116
2017-01-13_18,296.87866
2017-01-14_00,296.48392
2017-01-14_06,294.70505
2017-01-14_12,294.67456
2017-01-14_18,293.3488
2017-01-15_00,297.6938
2017-01-15_06,294.3791
2017-01-15_12,295.33716
2017-01-15_18,294.44055
2017-01-16_00,297.62842
2017-01-16_06,297.24033
2017-01-16_12,295.57568
2017-01-16_18,296.27225
2017-01-17_00,299.91516
2017-01-17_06,297.7083
2017-01-17_12,297.19275
2017-01-17_18,297.4882
2017-01-18_00,298.6773
2017-01-18_06,291.86862
2017-01-18_12,293.84894
2017-01-18_18,292.77966
2017-01-19_00,293.33865
2017-01-19_06,293.0713
2017-01-19_12,293.90466
